FRST_LETTER	voicing	vulcan	variety	pos	croftian_crossling_concepts	fse
g	1	Grohk 	MGV	n.	OBJ.CONC	perversion
g	1	Grok-tukh 	MGV	n.	OBJ.CONC	bismuth
g	1	Grut 	MGV	n.	OBJ.CONC	agate
g	1	Gu-vam 	anc.	n.	OBJ.CONC	duty
g	1	Gubi 	anc.	n.	OBJ.CONC	stigma
g	1	Guf 	MGV	n.	OBJ.CONC	socket
g	1	Guhf-, Guhfik 	MGV	adj.	PROP.CONC	boring, dull
g	1	Guhl'es 	MGV	n.	OBJ.CONC	confidence
g	1	Guhras-zhit 	MGV	n.	OBJ.CONC	invective (grammar)
g	1	Guhsh 	MGV	n.	OBJ.CONC	debris, garbage, refuse, trash, offal, rubbish
g	1	Guramau 	MGV	v.	ACT.CONC	appal(l)
g	1	Guramayik 	MGV	adj.	PROP.CONC	appalled
g	1	Guv 	MGV	n.	OBJ.CONC	gender, sex
h	0	Ha 	MGV	interj.	interjection	yes, affirmative
h	0	Ha'au 	MGV	v.	ACT.CONC	dwell, live
h	0	Ha'fek 	MGV	n.	OBJ.CONC	candle
h	0	Ha'gel 	MGV	n.	OBJ.CONC	light (illumination)
h	0	Ha'gel-neyek 	MGV	n.	OBJ.CONC	dimmer (switch)
h	0	Ha'gel-tanaf 	MGV	n.	OBJ.CONC	photography
h	0	Ha'gel-tanafsu 	MGV	n.	OBJ.CONC	photographer
h	0	Ha'gelet 	MGV	n.	OBJ.CONC	(electric) light, electric lamp, any device that gives off light
h	0	Ha'kiv 	MGV	n.	OBJ.CONC	life
h	0	Ha'tanau 	MGV	v.	ACT.CONC	give off light
h	0	Ha'u 	MGV	n.	OBJ.CONC	the Living
h	0	Ha-donka'es 	MGV	n.	OBJ.CONC	biodiversity
h	0	Ha-ek'shal 	MGV	n.	OBJ.CONC	ecosphere
h	0	Ha-ek'torektra 	MGV	n.	OBJ.CONC	ecosystem
h	0	Ha-ha'tanaya 	MGV	n.	OBJ.CONC	bioluminescence
h	0	Ha-kel 	MGV	n.	OBJ.CONC	home
h	0	Ha-meil-tal 	MGV	n.	OBJ.CONC	biochemistry
h	0	Ha-tal 	MGV	n.	OBJ.CONC	biology
h	0	Ha-tehvar 	MGV	n.	OBJ.CONC	biological hazard, biohazard
h	0	Ha-tor 	MGV	v.	ACT.CONC	live
h	0	Ha-vel-ahkhan 	MGV	n.	OBJ.CONC	biological warfare
h	0	Ha-wak-vel 	MGV	n.	OBJ.CONC	biological clock
h	0	Haf 	MGV	n.	OBJ.CONC	gap
h	0	Hafa'el 	anc.	n.	OBJ.CONC	hostel(ry)
h	0	Hafan-tor 	MGV	v.	ACT.CONC	stay (spending time/being a guest)
h	0	Hafau 	MGV	v.	ACT.CONC	remain (behind)
h	0	Hag-, Hagik 	MGV	adj.	PROP.CONC	easy, facile
h	0	Hahf 	MGV	n.	OBJ.CONC	adversary, foe
h	0	Haifan 	MGV	n.	OBJ.CONC	banner, flag, pennant
h	0	Haishau 	MGV	v.	ACT.CONC	demand
h	0	Hakau 	MGV	v.	ACT.CONC	heal
h	0	Hakausu 	MGV	n.	OBJ.CONC	healer
h	0	Hakur-, Hakurik 	MGV	adj.	PROP.CONC	vivid
h	0	Hal	anc.	n.	OBJ.CONC	car, cart
h	0	Hal-masu 	MGV	n.	OBJ.CONC	gasoline, petrol, liquid fuel
h	0	Hal-sov-mishek 	MGV	n.	OBJ.CONC	carburetor
h	0	Hal-tor 	MGV	v.	ACT.CONC	go, proceed
h	0	Halan 	MGV	n.	OBJ.CONC	trip, trek, voyage
h	0	Halek 	MGV	n.	OBJ.CONC	wheel
h	0	Hali 	MGV	n.	OBJ.CONC	conveyance, craft, ship, vehicle
h	0	Halitra 	MGV	n.	OBJ.CONC	fleet
h	0	Halitra-lan 	MGV	n.	OBJ.CONC	admiral
h	0	Halovau 	MGV	v.	ACT.CONC	journey, travel
h	0	Halovaya 	MGV	n.	OBJ.CONC	journey, travel
h	0	Halovaya t'Falor	MGV	n.	OBJ.CONC	Falor's Journey' a tale of enlightenment with 348 verses
h	0	Han 	MGV	n.	OBJ.CONC	nose
h	0	Hanuvau 	MGV	v.	ACT.CONC	flicker
h	0	Haran 	anc.	n.	OBJ.CONC	legendary 'fire beast'
h	0	Has 	MGV	n.	OBJ.CONC	disease
h	0	Has-bosh 	MGV	adj.	PROP.CONC	sick
h	0	Has-dvinsu 	MGV	n.	OBJ.CONC	orderly
h	0	Has-golsu, Has-gol'nevsu 	MGV	n.	OBJ.CONC	nurse
h	0	Has-mar 	MGV	n.	OBJ.CONC	sickness
h	0	Has-mashek 	MGV	n.	OBJ.CONC	amp(o)ule
h	0	Has-tal 	MGV	n.	OBJ.CONC	medicine (the medical field)
h	0	Hasam 	MGV	n.	OBJ.CONC	toxin
h	0	Hasau 	MGV	v.	ACT.CONC	sicken, become ill
h	0	Haseret 	MGV	n.	OBJ.CONC	medicine, medication
h	0	Hash-hassu 	MGV	n.	OBJ.CONC	flight surgeon
h	0	Hash-hutau 	MGV	v.	ACT.CONC	buffet
h	0	Hash-hutaya 	MGV	n.	OBJ.CONC	buffeting
h	0	Hash-mishek 	MGV	n.	OBJ.CONC	flight engineer
h	0	Hash-tal 	MGV	n.	OBJ.CONC	aeronautics
h	0	Hash-tash 	MGV	n.	OBJ.CONC	flight control
h	0	Hash-tor 	MGV	v.	ACT.CONC	fly
h	0	Hash-vulu 	MGV	n.	OBJ.CONC	angle of attack
h	0	Hash-yut 	MGV	n.	OBJ.CONC	flight path
h	0	Hashan-mathra 	MGV	n.	OBJ.CONC	flying saucer
h	0	Hashsu 	MGV	n.	OBJ.CONC	aviator, flier, pilot
h	0	Hashsu-shal 	MGV	n.	OBJ.CONC	cockpit
h	0	Hassu 	MGV	n.	OBJ.CONC	healer, doctor, physician
h	0	Hasu 	MGV	n.	OBJ.CONC	a living person/being
h	0	Hasuk 	MGV	adj.	PROP.CONC	medical
h	0	Hau 	MGV	v.	ACT.CONC	add
h	0	Hau-vel 	MGV	n.	OBJ.CONC	addend(um)
h	0	Haul-kur 	MGV	adj.	PROP.CONC	silver
h	0	Haul-tor 	MGV	v.	ACT.CONC	reflect
h	0	Haul-tukh 	MGV	n.	OBJ.CONC	silver (metal)
h	0	Haulan 	MGV	n.	OBJ.CONC	reflection
h	0	Haulat 	MGV	n.	OBJ.CONC	mirror
h	0	Haulek 	MGV	n.	OBJ.CONC	reflector
h	0	Haurok 	MGV	n.	OBJ.CONC	a Vulcan bird
h	0	Haya 	MGV	n.	OBJ.CONC	addition
h	0	Hayaik 	MGV	adj.	PROP.CONC	additional
h	0	Hayal|-| 	MGV	adj.	PROP.CONC	calm, placid
h	0	Hayalit 	MGV	n.	OBJ.CONC	a small Vulcan burrowing animal
h	0	Hayatau 	MGV	v.	ACT.CONC	augment
h	0	Hayataya 	MGV	n.	OBJ.CONC	augmentation
h	0	Heh 	MGV	conj.	CONNECTOR	and (after a consonant sound)
h	0	Herbosh 	MGV	adj.	PROP.CONC	empty
h	0	Herik 	MGV	adj.	PROP.CONC	suitable
h	0	Herish-tor 	MGV	v.	ACT.CONC	blend
h	0	Herishek 	MGV	n.	OBJ.CONC	blender
h	0	Hertak 	MGV	n.	OBJ.CONC	baffle
h	0	Hertak-math 	MGV	n.	OBJ.CONC	baffle plate
h	0	Hesha 	MGV	v.	ACT.CONC	fold
h	0	Hi 	MGV	conj.	CONNECTOR	but
h	0	Hif-bi 	MGV	pron.	OBJ.CONC	to me (superior)
h	0	Hiktra 	MGV	n.	OBJ.CONC	font (type)
h	0	Hil-tor 	MGV	v.	ACT.CONC	dig
h	0	Hilek 	MGV	n.	OBJ.CONC	digger, shovel, spade
h	0	Hinek 	MGV	n.	OBJ.CONC	bone
h	0	Hinek-masu 	MGV	n.	OBJ.CONC	(bone) marrow
h	0	Hinek-tukh 	MGV	n.	OBJ.CONC	calcium
h	0	Hinekau 	MGV	v.	ACT.CONC	calcify, ossify
h	0	Hirat	anc.	n.	OBJ.CONC	grape-like Vulcan plant
h	0	His-tor 	MGV	v.	ACT.CONC	strain
h	0	Hish-pla-kur 	MGV	adj.	PROP.CONC	cyan
h	0	Hish-tor 	MGV	v.	ACT.CONC	print, press (down on)
h	0	Hishek 	MGV	n.	OBJ.CONC	press
h	0	Hishel 	MGV	n.	OBJ.CONC	stress
h	0	Hishsu 	MGV	n.	OBJ.CONC	printer (person)
h	0	Hitra 	MGV	n.	OBJ.CONC	media
h	0	Hiya'es 	MGV	n.	OBJ.CONC	expertise
h	0	Hiyasu 	MGV	n.	OBJ.CONC	expert
h	0	Hiyet 	MGV	adv.	DEG.MOD	enough
h	0	Hizhuk 	MGV	adj.	PROP.CONC	quiet
h	0	Ho-rah	anc.	n.	OBJ.CONC	ritual
h	0	Hohl-tor 	MGV	v.	ACT.CONC	shave
h	0	Hoknau 	MGV	v.	ACT.CONC	accumulate, gather (up)
h	0	Hoknaya 	MGV	n.	OBJ.CONC	accumulation, gathering (up)
h	0	Hokni'es 	MGV	n.	OBJ.CONC	consciousness
h	0	Holsh 	MGV	n.	OBJ.CONC	myth
h	0	Holsh-tal 	MGV	n.	OBJ.CONC	mythology
h	0	Holshan-, Holshanik 	MGV	adj.	PROP.CONC	mythical
h	0	Hosh-tukh 	MGV	n.	OBJ.CONC	fluorine
h	0	Hotor-, Hotorik 	MGV	adj.	PROP.CONC	formal
h	0	Hu'a 	anc.	n.	OBJ.CONC	"mythological demon seductress; succubus"
h	0	Hudokal-, Hudokalik 	MGV	adj.	PROP.CONC	delighted
h	0	Hudokau 	MGV	v.	ACT.CONC	delight
h	0	Hudokaya 	MGV	n.	OBJ.CONC	delight
h	0	Huhk 	MGV	n.	OBJ.CONC	hiccup
h	0	Huhsh 	MGV	n.	OBJ.CONC	cough
h	0	Huht-, Huhtik 	MGV	adj.	PROP.CONC	solid
h	0	Hushau 	MGV	v.	ACT.CONC	gasp
h	0	Hutau 	MGV	v.	ACT.CONC	shake, quake
h	0	Huun 	MGV	interj.	interjection	oops
i	1	I, I' 	MGV	adv.	ACT.CONC.MOD	now
i	1	If 	MGV	pron.	OBJ.CONC	which
i	1	Ifis 	MGV	n.	OBJ.CONC	transport(ation)
i	1	Ifis-tor 	MGV	v.	ACT.CONC	transport
i	1	Ifis-ur 	MGV	n.	OBJ.CONC	travel tube, 'subway'
i	1	Ifisek 	MGV	n.	OBJ.CONC	transporter
i	1	Igen 	MGV	n.	OBJ.CONC	sky
i	1	Igen-tukh 	MGV	n.	OBJ.CONC	atmosphere
i	1	Igen-va 	MGV	n.	OBJ.CONC	weather
i	1	Ihat-, Ihatik 	MGV	adj.	PROP.CONC	extant
i	1	Ihn'es 	MGV	n.	OBJ.CONC	density
i	1	Ihn-, Ihnik 	MGV	adj.	PROP.CONC	dense
i	1	Ihk-banut	anc.	pron.	OBJ.CONC	'the subject of discussion', 'the one who is being spoken of'
i	1	Ihsek 	MGV	n.	OBJ.CONC	fog
i	1	Ihsek-pasht 	MGV	adj.	PROP.CONC	fogbound
i	1	Ihsek-vikayek 	MGV	n.	OBJ.CONC	foghorn
i	1	Ihsekweik 	MGV	adj.	PROP.CONC	foggy
i	1	Ihv-mofek 	MGV	n.	OBJ.CONC	pry bar
i	1	Ihv-tor 	MGV	v.	ACT.CONC	pry
i	1	Ihv-vel 	MGV	n.	OBJ.CONC	crowbar
i	1	Ikap-, Ikapik 	MGV	adj.	PROP.CONC	closed
i	1	Ikap-raf-kuvik 	MGV	adj.	PROP.CONC	closed circuit
i	1	Ikap-shal-pthak 	MGV	n.	OBJ.CONC	claustrophobia
i	1	Ikap-tor 	MGV	v.	ACT.CONC	close, shut
i	1	Ikapirak 	MGV	n.	OBJ.CONC	closed posture' (meditation)
i	1	Iksevau 	MGV	v.	ACT.CONC	annoy
i	1	Iksevaunik 	MGV	adj.	PROP.CONC	annoyed
i	1	Ikun 	MGV	n.	OBJ.CONC	cone
i	1	Il 	MGV	conj.	CONNECTOR	or, nor
i	1	Il-eh 	MGV	conj.	CONNECTOR	and/or
i	1	Im-tukh 	MGV	n.	OBJ.CONC	argon
i	1	Inam-, Inamik 	MGV	adj.	PROP.CONC	existent
i	1	Ip-sut	anc.	v.	ACT.CONC	conceal, hide
i	1	Ir 	MGV	n.	OBJ.CONC	distance
i	1	Ir-zehl-kes 	MGV	n.	OBJ.CONC	azimuth
i	1	Irak|-| 	MGV	adj.	PROP.CONC	far, distant
i	1	Is 	MGV	n.	OBJ.CONC	use
i	1	Is-bosh 	MGV	adj.	PROP.CONC	useful
i	1	Is-fam-, Is-famik 	MGV	adj.	PROP.CONC	useless
i	1	Is-lof 	MGV	n.	OBJ.CONC	function
i	1	Is-tor 	MGV	v.	ACT.CONC	use
i	1	Isachya 	MGV	n.	OBJ.CONC	hair
i	1	Isan 	MGV	n.	OBJ.CONC	usage
i	1	Ish-veh 	MGV	pron.	SITU.MOD	that one
i	1	Isha 	MGV	adv.	ACT.CONC.MOD	also, too
i	1	Iskan 	MGV	n.	OBJ.CONC	economy
i	1	Iskan-tal 	MGV	n.	OBJ.CONC	economics
i	1	Iskan-talsu 	MGV	n.	OBJ.CONC	economist
i	1	Istau 	MGV	v.	ACT.CONC	wish
i	1	Istaya 	MGV	n.	OBJ.CONC	wish
i	1	Isu-keh 	MGV	n.	OBJ.CONC	a type of Vulcan bush
i	1	It 	MGV	n.	OBJ.CONC	tact
i	1	It-bosh 	MGV	adj.	PROP.CONC	tactful
i	1	It-fam-, It-famik 	MGV	adj.	PROP.CONC	tactless
i	1	Itaren 	MGV	v.	ACT.CONC	thank
i	1	Iwi|-| 	MGV	adv.	ACT.CONC.MOD	immediate(ly)
i	1	Iyi-, Iyik 	MGV	adj.	PROP.CONC	contemporary, modern
i	1	Iyula 	MGV	n.	OBJ.CONC	culture
i	1	Izau 	MGV	v.	ACT.CONC	shift
i	1	Izayek 	MGV	n.	OBJ.CONC	shifter, shift lever
i	1	Izh 	MGV	n.	OBJ.CONC	snow
i	1	Izh-ash'el 	MGV	n.	OBJ.CONC	showshoe
i	1	Izh-sahriv 	MGV	n.	OBJ.CONC	snowstorm, blizzard
i	1	Izh-vok 	MGV	n.	OBJ.CONC	snow level
i	1	Izh-wef 	MGV	n.	OBJ.CONC	snowflake
i	1	Izh-zahzek 	MGV	n.	OBJ.CONC	snow plow
i	1	Izhau 	MGV	v.	ACT.CONC	snow
i	1	Izhyan-, Izhyanik 	MGV	adj.	PROP.CONC	snowy
k	0	K'ashiv 	MGV	adv.	ACT.CONC.MOD	often
k	0	K'ha 	MGV	adj.	PROP.CONC	alive
k	0	K'ha-solektau-pthak 	MGV	n.	OBJ.CONC	taphephobia
k	0	K'hu'kru 	MGV	n.	OBJ.CONC	babble, hubbub
k	0	K'kan 	MGV	adj.	PROP.CONC	pregnant
k	0	K'kla-min 	MGV	adv.	ACT.CONC.MOD	in fact, in all actuality
k	0	K'kvayei 	MGV	prep.	SITU.MOD	through which
k	0	K'oh-nar	anc.	n.	OBJ.CONC	fear of being completely exposed in a vulnerable situation
k	0	K'puu 	MGV	adv.	DEG.MOD	at least
k	0	K'shatri 	anc.	adj.	PROP.CONC	foreign
k	0	K'torr 	anc.	adj.	PROP.CONC	completely lacking something
k	0	K'wuhli 	MGV	prep.	SITU.MOD	apart, separate (from)
k	0	Ka 	MGV	adv.	ACT.CONC.MOD	same, equally
k	0	Ka'a 	MGV	adj.	PROP.CONC	as, like, similar to, akin to
k	0	Ka'athaira 	MGV	n.	OBJ.CONC	'ka'athyra', a Vulcan musical instrument
k	0	Ka'es 	MGV	n.	OBJ.CONC	equality
k	0	Ka'yed 	anc.	n.	OBJ.CONC	axiom
k	0	Ka-, Kaik 	MGV	adj.	PROP.CONC	same, equal
k	0	Ka-gad 	MGV	n.	OBJ.CONC	equinox
k	0	Ka-ir-, Ka-irik 	MGV	adj.	PROP.CONC	equidistant
k	0	Ka-reh-vla 	MGV	n.	OBJ.CONC	equilateral triangle
k	0	Ka-shal-salehm 	MGV	n.	OBJ.CONC	equal-area projection
k	0	Ka-tala'es 	MGV	n.	OBJ.CONC	equivalence
k	0	Ka-tala-, Ka-talupik 	MGV	adj.	PROP.CONC	equivalent
k	0	Kad 	MGV	n.	OBJ.CONC	bump
k	0	Kafeh 	MGV	n.	OBJ.CONC	slave, bonded servant
k	0	Kafunik 	MGV	adj.	PROP.CONC	random
k	0	Kahai 	MGV	v.	ACT.CONC	flash
k	0	Kahai-sfek 	MGV	n.	OBJ.CONC	flash point
k	0	Kahat 	MGV	n.	OBJ.CONC	flash
k	0	Kahatek 	MGV	n.	OBJ.CONC	flasher
k	0	Kahkrus 	MGV	n.	OBJ.CONC	district
k	0	Kahla 	MGV	n.	OBJ.CONC	inertia
k	0	Kahm 	MGV	n.	OBJ.CONC	flesh, meat
k	0	Kahm-yokulsu, Kahm-yokulfa 	MGV	n.	OBJ.CONC	carnivore, meat-eater
k	0	Kahn-tor 	MGV	v.	ACT.CONC	boil
k	0	Kahnek 	MGV	n.	OBJ.CONC	boiler
k	0	Kahr 	MGV	n.	OBJ.CONC	city, town
k	0	Kahr-lan 	MGV	n.	OBJ.CONC	general (officer)
k	0	Kahs-hir	anc.	n.	OBJ.CONC	an ornamental dark stone, usually black
k	0	Kahs-wan	anc.	n.	OBJ.CONC	Vulcan coming-of-age survival test
k	0	Kaht 	MGV	n.	OBJ.CONC	"garnet; cat"
k	0	Kai 	MGV	n.	OBJ.CONC	step, stage (in a process)
k	0	Kai'tan 	anc.	n.	OBJ.CONC	pain and muscle control
k	0	Kai-ros 	MGV	n.	OBJ.CONC	children's game similar to hopscotch
k	0	Kaiden 	MGV	n.	OBJ.CONC	stairs, staircase, steps
k	0	Kaisu 	MGV	n.	OBJ.CONC	sibling
k	0	Kak 	MGV	n.	OBJ.CONC	jar
k	0	Kakhartau 	MGV	v.	ACT.CONC	guide
k	0	Kal-tor 	MGV	v.	ACT.CONC	allow, let
k	0	Kala 	MGV	n.	OBJ.CONC	thorny plant often used for hedges
k	0	Kali-tor 	MGV	v.	ACT.CONC	challenge
k	0	Kaluk 	MGV	n.	OBJ.CONC	ear
k	0	Kaluk-ek'zerut 	MGV	n.	OBJ.CONC	earring
k	0	Kaluk-kusut 	MGV	n.	OBJ.CONC	earache
k	0	Kaluk-ralashek 	MGV	n.	OBJ.CONC	earphone
k	0	Kaluk-vel 	MGV	n.	OBJ.CONC	earpiece
k	0	Kam-nat 	anc.	n.	OBJ.CONC	treason
k	0	Kambus 	MGV	n.	OBJ.CONC	shingle
k	0	Kamu 	MGV	n.	OBJ.CONC	roof
k	0	Kan 	MGV	n.	OBJ.CONC	child
k	0	Kan-palutunausu 	MGV	n.	OBJ.CONC	nanny
k	0	Kanok 	MGV	adj.	SELEC.MOD	every
k	0	Kanok-veh 	MGV	pron.	OBJ.CONC	everyone, everybody
k	0	Kanok-vel 	MGV	pron.	OBJ.CONC	everything
k	0	Kanok-wilat 	MGV	prep.	SITU.MOD	everyplace, everywhere
k	0	Kap 	MGV	n.	OBJ.CONC	bread
k	0	Kapiratau 	MGV	v.	ACT.CONC	discard, throw away, cast away
k	0	Kapol 	MGV	n.	OBJ.CONC	filter
k	0	Kapol-dun 	MGV	n.	OBJ.CONC	filter paper
k	0	Kapol-lantra 	MGV	n.	OBJ.CONC	filter bed
k	0	Kapol-nafek 	MGV	n.	OBJ.CONC	kidney
k	0	Kapol-tor 	MGV	v.	ACT.CONC	filter
k	0	Kapol-toran 	MGV	n.	OBJ.CONC	filtration
k	0	Kapol-yokulek 	MGV	n.	OBJ.CONC	filter feeder
k	0	Kapralau 	MGV	v.	ACT.CONC	fluctuate
k	0	Kapralaya 	MGV	n.	OBJ.CONC	fluctuation
k	0	Kar 	MGV	n.	OBJ.CONC	arm
k	0	Kar-nef 	MGV	n.	OBJ.CONC	elbow
k	0	Kar-nik 	MGV	n.	OBJ.CONC	wrist
k	0	Karf 	MGV	n.	OBJ.CONC	fragment
k	0	Karik 	MGV	adj.	PROP.CONC	strong
k	0	Kas'el|-| 	MGV	adj.	PROP.CONC	lazy
k	0	Kas-elakh 	MGV	n.	OBJ.CONC	vine, tendril
k	0	Kasa 	MGV	n.	OBJ.CONC	a blue-green Vulcan fruit
k	0	Kash-naf 	MGV	n.	OBJ.CONC	mind-link, mind-meld
k	0	Kash-ral 	MGV	n.	OBJ.CONC	sense
k	0	Kash-tok 	MGV	adj.	PROP.CONC	intelligent
k	0	Kash-tor 	MGV	v.	ACT.CONC	sense
k	0	Kashan 	MGV	n.	OBJ.CONC	sensation
k	0	Kashek 	MGV	n.	OBJ.CONC	(the) mind
k	0	Kashkau 	MGV	n.	OBJ.CONC	minds (e.g., in melding, etc.)
k	0	Kashovau 	MGV	v.	ACT.CONC	sensitize
k	0	Kastik 	MGV	n.	OBJ.CONC	plant
k	0	Kastik-goh-yokulsu 	MGV	n.	OBJ.CONC	vegetarian
k	0	Kastik-sokasitausu 	MGV	n.	OBJ.CONC	plant cultivator
k	0	Kastik-yokulfa 	MGV	n.	OBJ.CONC	herbivore
k	0	Kastoral-, Kastoralik 	MGV	adj.	PROP.CONC	encouraged
k	0	Kastorau 	MGV	v.	ACT.CONC	encourage
k	0	Kastoraya 	MGV	n.	OBJ.CONC	encouragement
k	0	Kastorilak 	MGV	n.	OBJ.CONC	stimulant
k	0	Kastorilal-, Kastorilalik 	MGV	adj.	PROP.CONC	stimulated
k	0	Kastorilau 	MGV	v.	ACT.CONC	stimulate
k	0	Kastorilaya 	MGV	n.	OBJ.CONC	stimulation
k	0	Kastorilayek 	MGV	n.	OBJ.CONC	stimulator
k	0	Kasu 	MGV	n.	OBJ.CONC	equal (person)
k	0	Katachik 	MGV	adj.	PROP.CONC	aggravated
k	0	Katak 	MGV	n.	OBJ.CONC	placebo
k	0	Katau 	MGV	v.	ACT.CONC	bring
k	0	Katelau 	MGV	v.	ACT.CONC	mate
k	0	Kath-vuk 	anc.	n.	OBJ.CONC	syndrome
k	0	Katra 	MGV	n.	OBJ.CONC	soul, spirit, essence
k	0	Katravah-vel 	MGV	n.	OBJ.CONC	fellowship
k	0	Katravahsu 	MGV	n.	OBJ.CONC	associate, fellow
k	0	Katravek 	MGV	n.	OBJ.CONC	association
k	0	Katrom 	MGV	n.	OBJ.CONC	current (elect. & water)
k	0	Kau 	MGV	n.	OBJ.CONC	wisdom
k	0	Kau-bosh 	MGV	adj.	PROP.CONC	wise
k	0	Kau-leh 	MGV	num.	SELEC.MOD	fifty
k	0	Kau-leh'rak, kau-lehr- 	MGV	adj.	PROP.CONC	fiftieth
k	0	Kau-leh'veh 	MGV	n.	OBJ.CONC	fiftieth
k	0	Kau-tor 	MGV	v.	ACT.CONC	grow or become wise
k	0	Kauk 	MGV	adj.	PROP.CONC	even
k	0	Kau|kuh| 	MGV	num.	SELEC.MOD	five
k	0	Kaul-tukh 	MGV	n.	OBJ.CONC	vanadium
k	0	Kaunshal-, Kaunshalik 	MGV	adj.	PROP.CONC	united
k	0	Kaunshal-Teraya t'Ek'tralar	MGV	n.	OBJ.CONC	United Federation of Planets
k	0	Kaunshau 	MGV	v.	ACT.CONC	to unite
k	0	Kaunshaya 	MGV	n.	OBJ.CONC	unity
k	0	Ke-ta-yatar	anc.	n.	OBJ.CONC	ancient fighting style designed to kill
k	0	Ke-tarya	anc.	n.	OBJ.CONC	an ancient fighting style
k	0	Kebi 	MGV	n.	OBJ.CONC	unit
k	0	Kebitra 	MGV	n.	OBJ.CONC	facility
k	0	Kef-, Kefik 	MGV	adj.	PROP.CONC	emergency
k	0	Kef-dvelek 	MGV	n.	OBJ.CONC	emergency switch
k	0	Kef-ferek 	MGV	n.	OBJ.CONC	emergency generator
k	0	Kef-fisolekau-mal 	MGV	n.	OBJ.CONC	emergency landing leg
k	0	Kef-ha'kiv-nenikaya 	MGV	n.	OBJ.CONC	emergency life support
k	0	Kef-ifisek 	MGV	n.	OBJ.CONC	emergency transporter
k	0	Kef-kipok 	MGV	n.	OBJ.CONC	emergency battery
k	0	Kef-kluhvau-krau 	MGV	n.	OBJ.CONC	emergency flush vent
k	0	Kef-rishan-tsorayek 	MGV	n.	OBJ.CONC	emergency survival compartment
k	0	Kef-thro-svep 	MGV	n.	OBJ.CONC	emergency hatch
k	0	Kef-tuhlau-vis 	MGV	n.	OBJ.CONC	emergency containment grid
k	0	Kefik has-reh-bikuvsu 	MGV	n.	OBJ.CONC	emergency medical hologram (EMH)
k	0	Kefik tehn-sesh-kwitek 	MGV	n.	OBJ.CONC	emergency anti-grav thruster
k	0	Keh-leh 	MGV	num.	SELEC.MOD	forty
k	0	Keh-leh'rak, keh-lehr- 	MGV	adj.	PROP.CONC	fortieth
k	0	Keh-leh'veh 	MGV	n.	OBJ.CONC	fortieth
k	0	Keh|kuh| 	MGV	num.	SELEC.MOD	four
k	0	Kehr-, Keh'rak 	MGV	adj.	PROP.CONC	fourth
k	0	Kei|-| 	MGV	adj.	PROP.CONC	fierce
k	0	Keimen|-| 	anc.	adj.	PROP.CONC	ferocious
k	0	Kel 	MGV	n.	OBJ.CONC	building, structure
k	0	Kelek 	MGV	n.	OBJ.CONC	house, dwelling
k	0	Ken-tor 	MGV	v.	ACT.CONC	understand
k	0	Kenel 	MGV	n.	OBJ.CONC	extinct horse-like Vulcan animal
k	0	Kenelsu 	MGV	n.	OBJ.CONC	kenel-rider
k	0	Kep 	MGV	n.	OBJ.CONC	gong
k	0	Kerik 	MGV	adj.	PROP.CONC	worthy
k	0	Kes 	MGV	n.	OBJ.CONC	arc
k	0	Kesek 	MGV	n.	OBJ.CONC	arch
k	0	Kesazh 	MGV	n.	OBJ.CONC	navel, umbilicus, belly button
k	0	Keshtan 	MGV	n.	OBJ.CONC	birth
k	0	Kesik 	MGV	adj.	PROP.CONC	likely (as in a likely story?)
k	0	Ket'es 	MGV	n.	OBJ.CONC	integrity
k	0	Kethelvau 	MGV	v.	ACT.CONC	describe
k	0	Kethtra 	MGV	n.	OBJ.CONC	lore
k	0	Ketilau 	MGV	n.	OBJ.CONC	lore
k	0	Kevas 	MGV	n.	OBJ.CONC	medicinal Vulcan herb
k	0	Kevetsu 	MGV	n.	OBJ.CONC	ambassador
k	0	Kha'wal 	MGV	n.	OBJ.CONC	joke
k	0	Khaf 	MGV	n.	OBJ.CONC	blood
k	0	Khaf-kur 	MGV	adj.	PROP.CONC	a green color (lit. 'blood green')
k	0	Khaf-spol 	MGV	n.	OBJ.CONC	heart
k	0	Khaf-tukh 	MGV	n.	OBJ.CONC	copper
k	0	Khar-, Kharik 	MGV	adj.	PROP.CONC	direct
k	0	Kharat 	MGV	n.	OBJ.CONC	direction
k	0	Kharlah 	MGV	v.	ACT.CONC	route
k	0	Kharlahek 	MGV	n.	OBJ.CONC	router
k	0	Khart-lan 	MGV	n.	OBJ.CONC	captain
k	0	Khartau 	MGV	n.	OBJ.CONC	command, direct, manage
k	0	Khat-, Khatik 	MGV	adj.	PROP.CONC	grave, serious
k	0	Khau 	MGV	v.	ACT.CONC	rule
k	0	Khav-kur 	MGV	adj.	PROP.CONC	brown
k	0	Kheh 	MGV	n.	OBJ.CONC	a type of grain
k	0	Khin 	MGV	n.	OBJ.CONC	fame
k	0	Khinik 	MGV	adj.	PROP.CONC	famous
k	0	Khlapau 	MGV	v.	ACT.CONC	knock
k	0	Khlop-thon-, Khlop-thonik 	MGV	adj.	PROP.CONC	geometric
k	0	Khlop-thon-sagan 	MGV	n.	OBJ.CONC	geometric distribution
k	0	Khlop-thon-weizehl 	MGV	n.	OBJ.CONC	geometric series
k	0	Khlop-thon-zehlanaya 	MGV	n.	OBJ.CONC	geometric sequence
k	0	Khlop-thonik su'us-ek'tal 	MGV	n.	OBJ.CONC	geometry
k	0	Khluhkau 	MGV	v.	ACT.CONC	choke
