"FRST_LETTER"	"vulcan"	"pronunciation"	"fse"
"1009"	"g"	"Glan-fam'es"	""	"blindness, sightlessness"
"1010"	"g"	"Glan-Famu"	""	"The Blind<ca>(blind people)"
"1011"	"g"	"Glantau"	""	"observe"
"1012"	"g"	"Glantaya"	""	"observation"
"1013"	"g"	"Glantokau"	""	"signal<ca>(v.)"
"1014"	"g"	"Glantokaya"	""	"signal<ca>(n.)"
"1015"	"g"	"Glashau"	""	"scan<ca>(v.)"
"1016"	"g"	"Glat"	""	"sign<ca>(n.)"
"1017"	"g"	"Glayek "	" ' gl_ - jek /"	"camera"
"1018"	"g"	"Glazhau"	""	"look<ca>(v.)"
"1019"	"g"	"Glozho "	" ' glo -o /"	"elixir (anc.)"
"1020"	"g"	"Glu|-|"	""	"deep"
"1021"	"g"	"Gluder "	" glu - ' der /"	"depth"
"1022"	"g"	"Gluder-thonek"	""	"depth finder"
"1023"	"g"	"Gluv-math"	""	"display panel"
"1024"	"g"	"Gluv-mesk"	""	"display case"
"1025"	"g"	"Gluvau"	""	"display, exhibit, show<ca>(v.)"
"1026"	"g"	"Gluvayek"	""	"display screen"
"1027"	"g"	"Gmor--(anc.)ï¿½"	""	"mirage"
"1028"	"g"	"Gnal "	" gn_l /"	"tumor"
"1029"	"g"	"Gnihsau"	""	"snap<ca>(v., bite at, fly open, etc.)"
"1030"	"g"	"Go'an--(anc.)ï¿½"	""	"Han'shir's central desert"
"1031"	"g"	"Gof"	""	"toe"
"1032"	"g"	"Goh"	""	"only, merely"
"1033"	"g"	"Gol--(anc.)ï¿½"	""	"famed region of Vulcan, home to the Kolinahru and others"
"1034"	"g"	"Gol'nev"	""	"aid, help<ca>(n.)"
"1035"	"g"	"Gol'nevsu"	""	"aide, helper"
"1036"	"g"	"Gol-tor"	""	"aid, help<ca>(v.)"
"1037"	"g"	"Gol-tukh"	""	"rubidium"
"1038"	"g"	"Gonaf "	" ' go - n_f /"	"button"
"1039"	"g"	"Gor"	""	"knot<ca>(n.)"
"1040"	"g"	"Gosh"	""	"abyss"
"1041"	"g"	"Gotsu "	" ' got - su /"	"heir"
"1042"	"g"	"Grashau"	""	"abrade"
"1043"	"g"	"Grashaya"	""	"abrasion"
"1044"	"g"	"Grashayek"	""	"abrasive<ca>(n.)"
"1045"	"g"	"Grat"	""	"skull"
"1046"	"g"	"Grazhau"	""	"grind<ca>(v.)"
"1047"	"g"	"Grazhiv"	""	"dust, powder<ca>(n.)"
"1048"	"g"	"Grazhiv-sahriv"	""	"dust storm"
"1049"	"g"	"Grei"	""	"limit<ca>(n.)"
"1050"	"g"	"Grenat "	" gre - ' n_t /"	"domain"
"1051"	"g"	"Grohk "	" gr_k /"	"perversion"
"1052"	"g"	"Grok-tukh"	""	"bismuth"
"1053"	"g"	"Grut"	""	"agate"
"1054"	"g"	"Gu-vam "	" gu - ' v_m /--(anc.)ï¿½"	"duty"
"1055"	"g"	"Gubi "	" ' gu - bi /--(anc.)ï¿½"	"stigma"
"1056"	"g"	"Guf"	""	"socket"
"1057"	"g"	"Guhf-, Guhfik"	""	"boring, dull<ca>(adj.)"
"1058"	"g"	"Guhl'es"	""	"confidence"
"1059"	"g"	"Guhras-zhit"	""	"invective<ca>(n., grammar)"
"1060"	"g"	"Guhsh "	" g, g/"	"debris, garbage, refuse, trash, offal, rubbish"
"1061"	"g"	"Guramau "	" gu - r_ - ' ma_ /"	"appal(l)"
"1062"	"g"	"Guramayik"	""	"appalled<ca>(adj.)"
"1063"	"g"	"Guv"	""	"gender, sex"
"1064"	"h"	"Ha"	""	"yes, affirmative"
"1065"	"h"	"Ha'au"	""	"dwell, live<ca>(v.)"
"1066"	"h"	"Ha'fek "	" ' h_ - fek /"	"candle"
"1067"	"h"	"Ha'gel "	" h_ - ' gel /"	"light<ca>(illumination)"
"1068"	"h"	"Ha'gel-neyek"	""	"dimmer (switch)"
"1069"	"h"	"Ha'gel-tanaf"	""	"photography"
"1070"	"h"	"Ha'gel-tanafsu"	""	"photographer"
"1071"	"h"	"Ha'gelet"	""	"(electric) light, electric lamp, any device that gives off light"
"1072"	"h"	"Ha'kiv "	" h_ - ' kiv /"	"life"
"1073"	"h"	"Ha'tanau"	""	"give off light"
"1074"	"h"	"Ha'u "	" h_ - ' u /"	"the Living"
"1075"	"h"	"Ha-donka'es"	""	"biodiversity"
"1076"	"h"	"Ha-ek'shal"	""	"ecosphere"
"1077"	"h"	"Ha-ek'torektra"	""	"ecosystem"
"1078"	"h"	"Ha-ha'tanaya"	""	"bioluminescence"
"1079"	"h"	"Ha-kel "	" h_ - ' kel /"	"home"
"1080"	"h"	"Ha-meil-tal"	""	"biochemistry<ca>(study)"
"1081"	"h"	"Ha-tal "	" ' h_ - t_l /"	"biology<ca>(study)"
"1082"	"h"	"Ha-tehvar"	""	"biological hazard, biohazard"
"1083"	"h"	"Ha-tor "	" h_ - ' tor /"	"live<ca>(v.)"
"1084"	"h"	"Ha-vel-ahkhan"	""	"biological warfare"
"1085"	"h"	"Ha-wak-vel"	""	"biological clock"
"1086"	"h"	"Haf"	""	"gap"
"1087"	"h"	"Hafa'el "	" h_ - ' f_ - el /--(anc.)ï¿½"	"hostel(ry), inn"
"1088"	"h"	"Hafan-tor"	""	"stay<ca>(v., spending time/being a guest)"
"1089"	"h"	"Hafau"	""	"remain (behind), stay (behind)"
"1090"	"h"	"Hag-, Hagik"	""	"easy, facile"
"1091"	"h"	"Hahf"	""	"adversary, foe"
"1092"	"h"	"Haifan "	" ha_ - ' f_n /"	"banner, flag, pennant"
"1093"	"h"	"Haishau "	" ha_ - 'a_ /"	"demand<ca>(v.)"
"1094"	"h"	"Hakau"	""	"heal<ca>(v.)"
"1095"	"h"	"Hakausu"	""	"healer"
"1096"	"h"	"Hakur-, Hakurik"	""	"vivid"
"1097"	"h"	"Hal--(anc.)ï¿½"	""	"car, cart"
"1098"	"h"	"Hal-masu"	""	"gasoline, petrol, liquid fuel"
"1099"	"h"	"Hal-sov-mishek"	""	"carburetor"
"1100"	"h"	"Hal-tor"	""	"go, proceed"
"1101"	"h"	"Halan "	" ' h_l - _n /"	"trip, trek, voyage"
"1102"	"h"	"Halek "	" ' h_l - ek /"	"wheel"
"1103"	"h"	"Hali "	" ' h_l - i /"	"conveyance, craft, ship, vehicle"
"1104"	"h"	"Halitra"	""	"fleet"
"1105"	"h"	"Halitra-lan"	""	"admiral"
"1106"	"h"	"Halovau"	""	"journey, travel<ca>(v.)"
"1107"	"h"	"Halovaya"	""	"journey, travel<ca>(n.)"
"1108"	"h"	"<a1>Halovaya t'Falor<a1>"	""	"ÊFalor's JourneyÊ(a tale of enlightenment with 348 verses)"
"1109"	"h"	"Han"	""	"nose"
"1110"	"h"	"Haniwah "	" h_n - ' i - w_' , - w_ , - w_ /--(NGS)ï¿½"	"Vulcan seed-plant"
"1111"	"h"	"Hanuvau"	""	"flicker<ca>(v.)"
"1112"	"h"	"Haran "	" ' h_ - r_n /--(anc.)ï¿½"	"legendary \"fire beast\""
"1113"	"h"	"Has"	""	"disease"
"1114"	"h"	"Has-bosh"	""	"sick"
"1115"	"h"	"Has-dvinsu"	""	"orderly<ca>(n., med.)"
"1116"	"h"	"Has-golsu, Has-gol'nevsu"	""	"nurse<ca>(n., med.)"
"1117"	"h"	"Has-mar"	""	"sickness"
"1118"	"h"	"Has-mashek"	""	"amp(o)ule<ca>(containing medicine)"
"1119"	"h"	"Has-tal"	""	"medicine<ca>(the medical field)"
"1120"	"h"	"Hasam "	" h_s - ' _m /"	"toxin"
"1121"	"h"	"Hasau"	""	"sicken, become ill"
"1122"	"h"	"Haseret"	""	"medicine<ca>(medication)"
"1123"	"h"	"Hash-hassu"	""	"flight surgeon"
"1124"	"h"	"Hash-hutau"	""	"buffet<ca>(aero.)"
"1125"	"h"	"Hash-hutaya"	""	"buffeting<ca>(aero.)"
"1126"	"h"	"Hash-mishek"	""	"flight engineer"
"1127"	"h"	"Hash-tal"	""	"aeronautics"
"1128"	"h"	"Hash-tash"	""	"flight control"
"1129"	"h"	"Hash-tor"	""	"fly<ca>(v.)"
"1130"	"h"	"Hash-vulu"	""	"angle of attack<ca>(aero.)"
"1131"	"h"	"Hash-yut"	""	"flight path"
"1132"	"h"	"Hashan-mathra"	""	"flying saucer"
"1133"	"h"	"Hashsu"	""	"aviator, flier, pilot"
"1134"	"h"	"Hashsu-shal"	""	"cockpit<ca>(aero.)"
"1135"	"h"	"Hassu "	" ' h_s - su , ' h_s- u /"	"healer, doctor, physician"
"1136"	"h"	"Hasu "	" ' h_ - su /"	"a living person/being"
"1137"	"h"	"Hasuk "	" h_s - ' uk /"	"medical<ca>(adj.)"
"1138"	"h"	"Hau"	""	"add<ca>(v.)"
"1139"	"h"	"Hau-vel"	""	"addend"
"1140"	"h"	"Haul-kur"	""	"silver<ca>(color)"
"1141"	"h"	"Haul-tor"	""	"reflect"
"1142"	"h"	"Haul-tukh"	""	"silver<ca>(metal)"
"1143"	"h"	"Haulan "	" ' ha_l - _n /"	"reflection"
"1144"	"h"	"Haulat "	" ha_l - ' _t /"	"mirror"
"1145"	"h"	"Haulek "	" ' ha_l - ek /"	"reflector"
"1146"	"h"	"Haurok"	""	"a Vulcan bird"
"1147"	"h"	"Haya"	""	"addition"
"1148"	"h"	"Hayaik"	""	"additional"
"1149"	"h"	"Hayal|-| "	" h_ - ' j_l /"	"calm, placid"
"1150"	"h"	"Hayalit"	""	"a small Vulcan burrowing animal"
"1151"	"h"	"Hayatau"	""	"augment<ca>(v.)"
"1152"	"h"	"Hayataya "	" h_ - j_ - ' t_ - j_ /"	"augmentation"
"1153"	"h"	"Heh "	" he, h_ /"	"and<ca>(after a consonant sound)"
"1154"	"h"	"Herbosh "	" her - ' bo/"	"empty"
"1155"	"h"	"Herik"	""	"suitable"
"1156"	"h"	"Herish-tor"	""	"blend<ca>(v.)"
"1157"	"h"	"Herishek"	""	"blender<ca>(device)"
"1158"	"h"	"Hertak "	" ' her - t_k /"	"baffle<ca>(n.)"
"1159"	"h"	"Hertak-math"	""	"baffle plate"
"1160"	"h"	"Hesha "	" he - '_ /"	"fold<ca>(v.)"
"1161"	"h"	"Hi"	""	"but"
"1162"	"h"	"Hif-bi"	""	"to me<ca>(superior)"
"1163"	"h"	"Hiktra"	""	"font<ca>(type)"
"1164"	"h"	"Hil-tor"	""	"dig<ca>(v.)"
"1165"	"h"	"Hilek "	" ' hil - ek /"	"digger, shovel, spade"
"1166"	"h"	"Hinek "	" hi - ' nek /"	"bone"
"1167"	"h"	"Hinek-masu"	""	"(bone) marrow"
"1168"	"h"	"Hinek-tukh"	""	"calcium"
"1169"	"h"	"Hinekau "	" hi - nek - ' a_ /"	"calcify, ossify"
"1170"	"h"	"Hirat--(anc.)ï¿½"	""	"grape-like Vulcan plant"
"1171"	"h"	"His-tor"	""	"strain<ca>(v.)"
"1172"	"h"	"Hish-pla-kur"	""	"cyan<ca>(color)"
"1173"	"h"	"Hish-tor"	""	"print, press (down on)"
"1174"	"h"	"Hishek "	" ' hi- ek /"	"press<ca>(n.)"
"1175"	"h"	"Hishel "	" hi- ' el /"	"stress<ca>(n.)"
"1176"	"h"	"Hishsu "	" ' hi- su /"	"printer<ca>(person)"
"1177"	"h"	"Hitra"	""	"media"
"1178"	"h"	"Hiya'es "	" hi - ' j_ - es /"	"expertise"
"1179"	"h"	"Hiyasu"	""	"expert<ca>(n.)"
"1180"	"h"	"Hiyet "	" hi - ' jet /"	"enough"
"1181"	"h"	"Hizhuk"	""	"quiet<ca>(adj.)"
"1182"	"h"	"Ho-rah--(anc.)ï¿½"	""	"ritual"
"1183"	"h"	"Hohl-tor"	""	"shave<ca>(v.)"
"1184"	"h"	"Hoknau "	" hok - ' na_ /"	"accumulate, gather (up)"
"1185"	"h"	"Hoknaya"	""	"accumulation, gathering (up)"
"1186"	"h"	"Hokni'es "	" ' hok - ni - es /"	"consciousness"
"1187"	"h"	"Holsh"	""	"myth"
"1188"	"h"	"Holsh-tal"	""	"mythology"
"1189"	"h"	"Holshan-, Holshanik"	""	"mythical"
"1190"	"h"	"Hosh-tukh"	""	"fluorine"
"1191"	"h"	"Hotor-, Hotorik"	""	"formal<ca>(adj.)"
"1192"	"h"	"Hu'a "	" ' hu - _ /--(anc.)ï¿½"	"mythological demon seductress; succubus"
"1193"	"h"	"Hudokal-, Hudokalik"	""	"delighted<ca>(adj.)"
"1194"	"h"	"Hudokau"	""	"delight<ca>(v.)"
"1195"	"h"	"Hudokaya"	""	"delight<ca>(n.)"
"1196"	"h"	"Huhk "	" hk , hk /"	"hiccup<ca>(n.)"
"1197"	"h"	"Huhsh "	" h, h/"	"cough<ca>(n.)"
"1198"	"h"	"Huht-, Huhtik"	""	"solid<ca>(adj.)"
"1199"	"h"	"Hushau"	""	"gasp<ca>(v.)"
"1200"	"h"	"Hutau"	""	"shake, quake<ca>(v.)"
"1201"	"h"	"Huun"	""	"oops"
"1202"	"i"	"I, I'"	""	"now"
"1203"	"i"	"If"	""	"which"
"1204"	"i"	"Ifis "	" i - ' fis /"	"transport(ation)"
"1205"	"i"	"Ifis-tor "	" i - fis - ' tor /"	"transport<ca>(v.)"
"1206"	"i"	"Ifis-ur "	" i - ' fis - ur /"	"travel tube, \"subway\""
"1207"	"i"	"Ifisek "	" i - ' fis - ek /"	"transporter"
"1208"	"i"	"Igen "	" i - ' gen /"	"sky"
"1209"	"i"	"Igen-tukh"	""	"atmosphere"
"1210"	"i"	"Igen-va"	""	"weather"
"1211"	"i"	"Igen-wesh"	""	"lightning<ca>(obs.)"
"1212"	"i"	"Ihat-, Ihatik"	""	"extant"
"1213"	"i"	"Ihn'es"	""	"density"
"1214"	"i"	"Ihn-, Ihnik"	""	"dense"
"1215"	"i"	"Ihk-banut--(anc.)ï¿½"	""	"\"the subject of discussion\", \"the one who is being spoken of\""
"1216"	"i"	"Ihsek "	" _s - ' ek /"	"fog<ca>(n.)"
"1217"	"i"	"Ihsek-pasht"	""	"fogbound"
"1218"	"i"	"Ihsek-vikayek"	""	"foghorn"
"1219"	"i"	"Ihsekweik "	" _s - ' ek - we_k /"	"foggy"
"1220"	"i"	"Ihv-mofek"	""	"pry bar"
"1221"	"i"	"Ihv-tor"	""	"pry<ca>(v.)"
"1222"	"i"	"Ihv-vel"	""	"crowbar"
"1223"	"i"	"Ikap-, Ikapik"	""	"closed<ca>(adj.)"
"1224"	"i"	"Ikap-raf-kuvik"	""	"closed circuit<ca>(adj.)"
"1225"	"i"	"Ikap-shal-pthak"	""	"claustrophobia"
"1226"	"i"	"Ikap-tor"	""	"close, shut<ca>(v.)"
"1227"	"i"	"Ikapirak"	""	"meditation: \"closed posture\""
"1228"	"i"	"Iksevau "	" ik - se - ' va_ /"	"annoy"
"1229"	"i"	"Iksevaunik"	""	"annoyed<ca>(adj.)"
"1230"	"i"	"Ikun "	" i - ' kun /"	"cone<ca>(shape)"
"1231"	"i"	"Il"	""	"or, nor"
"1232"	"i"	"Il-eh "	" il - ' e , - ' _ /"	"and/or"
"1233"	"i"	"Im-tukh"	""	"argon"
"1234"	"i"	"In-du-ka--(NGS)ï¿½"	""	"small, red-leafed tree found near water"
"1235"	"i"	"Inam-, Inamik"	""	"existent<ca>(adj.)"
"1236"	"i"	"Ip-sut--(anc.)ï¿½"	""	"conceal, hide"
"1237"	"i"	"Ir"	""	"distance"
"1238"	"i"	"Ir-zehl-kes"	""	"azimuth"
"1239"	"i"	"Irak|-| "	" i - ' r_k /"	"far, distant"
"1240"	"i"	"Is"	""	"use<ca>(n.)"
"1241"	"i"	"Is-bosh"	""	"useful"
"1242"	"i"	"Is-fam-, Is-famik "	" ' is - f_m /"	"useless"
"1243"	"i"	"Is-lof "	" is - ' lof /"	"function<ca>(n.)"
"1244"	"i"	"Is-tor"	""	"use<ca>(v.)"
"1245"	"i"	"Isachya "	" i - ' s_t- j_ /"	"hair"
"1246"	"i"	"Isan "	" ' is - _n /"	"usage"
"1247"	"i"	"Ish-veh"	""	"that one"
"1248"	"i"	"Isha "	" ' i -_ /"	"also, too"
"1249"	"i"	"Iskan "	" is - ' k_n /"	"economy"
"1250"	"i"	"Iskan-tal"	""	"economics<ca>(study)"
"1251"	"i"	"Iskan-talsu"	""	"economist"
"1252"	"i"	"Istau"	""	"wish<ca>(v.)"
"1253"	"i"	"Istaya"	""	"wish<ca>(n.)"
"1254"	"i"	"Isu-keh"	""	"a type of Vulcan bush"
"1255"	"i"	"It"	""	"tact"
"1256"	"i"	"It-bosh "	" ' it - bo/"	"tactful<ca>(adj.)"
"1257"	"i"	"It-fam-, It-famik"	""	"tactless<ca>(adj.)"
"1258"	"i"	"Itaren "	" i - ' t_ - ren /"	"thank<ca>(v.)"
"1259"	"i"	"Iwi|-| "	" i - ' wi /"	"immediate(ly)"
"1260"	"i"	"Iyi-, Iyik"	""	"contemporary, modern"
"1261"	"i"	"Iyula "	" i - ' ju - l_ /"	"culture"
"1262"	"i"	"Izau"	""	"shift<ca>(v.)"
"1263"	"i"	"Izayek "	" i - ' z_ - jek /"	"shifter, shift lever"
"1264"	"i"	"Izh"	""	"snow<ca>(n.)"
"1265"	"i"	"Izh-ash'el"	""	"showshoe"
"1266"	"i"	"Izh-sahriv"	""	"snowstorm, blizzard"
"1267"	"i"	"Izh-vok"	""	"snow level"
"1268"	"i"	"Izh-wef"	""	"snowflake"
"1269"	"i"	"Izh-zahzek"	""	"snow plow"
"1270"	"i"	"Izhau"	""	"snow<ca>(v.)"
"1271"	"i"	"Izhyan-, Izhyanik"	""	"snowy<ca>(adj.)"
"1272"	"k"	"K'ashiv "	"- '/"	"often"
"1273"	"k"	"K'avon(TGV)"	"- '/"	"hungry"
"1274"	"k"	"K'ha "	"- '/"	"alive"
"1275"	"k"	"K'ha-solektau-pthak"	""	"taphephobia"
"1276"	"k"	"K'hu'kru "	"- '-/"	"babble, hubbub"
"1277"	"k"	"K'kan "	"- '/"	"pregnant"
"1278"	"k"	"K'kari "	"--ï¿½- 'ï¿½ï¿½-ï¿½ï¿½/ï¿½(NGS)ï¿½"	"\"k'karee\", a mottled, blue-grey poisonous snake"
"1279"	"k"	"K'kla-min"	""	"in fact, in all actuality"
"1280"	"k"	"K'kvai "	"- '/"	"through<ca>(TGV rare, MGV obs.)"
"1281"	"k"	"K'kvai'ei "	"-- '/"	"through which<ca>(TGV)"
"1282"	"k"	"K'kvayei "	"-- '/"	"through which<ca>(MGV)"
"1283"	"k"	"K'mag(TGV)"	"- '/"	"thirsty"
"1284"	"k"	"K'oh-nar--(anc.)ï¿½"	""	"fear of being completely exposed in a vulnerable situation"
"1285"	"k"	"K'puu "	"- '/"	"at least"
"1286"	"k"	"K'shatri "	"--ï¿½- 'ï¿½ï¿½-ï¿½ï¿½/ï¿½(anc.)ï¿½"	"foreign"
"1287"	"k"	"K'torr "	"--ï¿½- 'ï¿½R /ï¿½(anc.)ï¿½"	"completely lacking something"
"1288"	"k"	"K'wuhli "	"- '-, - '- /"	"apart, separate (from)"
"1289"	"k"	"K'zung--(TGV)ï¿½"	""	"tired, fatigued"
"1290"	"k"	"Ka"	""	"same, equally<ca>(adv.)"
"1291"	"k"	"Ka'a "	"- '/"	"as, like, similar to, akin to"
"1292"	"k"	"Ka'athaira"	""	"\"ka'athyra\", a Vulcan musical instrument"
"1293"	"k"	"Ka'es"	""	"equality"
"1294"	"k"	"Ka'yed "	"--ï¿½- 'ï¿½ï¿½/ï¿½(anc.)ï¿½"	"axiom"
"1295"	"k"	"Ka-, Kaik"	""	"same, equal<ca>(adj.)"
"1296"	"k"	"Ka-gad"	""	"equinox"
"1297"	"k"	"Ka-ir-, Ka-irik"	""	"equidistant<ca>(adj.)"
"1298"	"k"	"Ka-ni-fur--(NGS)ï¿½"	""	"\"ka-nifur\", first ritual of maturity"
"1299"	"k"	"Ka-reh-vla"	""	"equilateral triangle"
"1300"	"k"	"Ka-shal-salehm"	""	"equal-area projection"
"1301"	"k"	"Ka-ta-pak--(NGS)ï¿½"	""	"\"The Inner Chorus\", understanding of one's emotions as manifestations of the gods"
"1302"	"k"	"Ka-tala'es"	""	"equivalence"
"1303"	"k"	"Ka-tala-, Ka-talupik"	""	"equivalent<ca>(adj.)"
"1304"	"k"	"Kad"	""	"bump<ca>(n.)"
"1305"	"k"	"Kafeh"	""	"slave, bonded servant"
"1306"	"k"	"Kafunik"	""	"random"
"1307"	"k"	"Kahai"	""	"flash<ca>(v.)"
"1308"	"k"	"Kahai-sfek"	""	"flash point"
"1309"	"k"	"Kahat "	"- '/"	"flash<ca>(n.)"
"1310"	"k"	"Kahatek"	""	"flasher<ca>(device)"
"1311"	"k"	"Kahkrus "	" '' -, '- /"	"district"
"1312"	"k"	"Kahkwa "	"--' - 'ï¿½ï¿½,ï¿½ï¿½- /ï¿½(mostly obs.)ï¿½"	"alike, similar"
"1313"	"k"	"Kahla "	" '' -, '- /"	"inertia"
"1314"	"k"	"Kahm"	""	"flesh, meat"
"1315"	"k"	"Kahm-yokulsu, Kahm-yokulfa"	""	"carnivore, meat-eater"
"1316"	"k"	"Kahn-tor"	""	"boil<ca>(v.)"
"1317"	"k"	"Kahnek"	""	"boiler"
"1318"	"k"	"Kahr"	""	"city, town"
"1319"	"k"	"Kahr-lan"	""	"general<ca>(officer)"
"1320"	"k"	"Kahs-hir--(anc.)ï¿½"	""	"an ornamental dark stone, usually black"
"1321"	"k"	"Kahs-wan--(anc.)ï¿½"	""	"Vulcan coming-of-age survival test"
"1322"	"k"	"Kaht"	""	"garnet; cat"
"1323"	"k"	"Kai"	""	"step, stage (in a process)"
"1324"	"k"	"Kai'tan "	"--ï¿½- 'ï¿½ï¿½/ï¿½(anc.)ï¿½"	"pain and muscle control"
"1325"	"k"	"Kai-ros "	" '-/"	"children's game similar to hopscotch"
"1326"	"k"	"Kaiden "	" '-/"	"stairs, staircase, steps"
"1327"	"k"	"Kaiidth "	"--ï¿½- 'ï¿½ï¿½/ï¿½(NGS)ï¿½"	"\"What is, is\""
"1328"	"k"	"Kaisu "	" '-/"	"sibling"
"1329"	"k"	"Kak"	""	"jar<ca>(n.)"
"1330"	"k"	"Kakhartau"	""	"guide<ca>(v.)"
"1331"	"k"	"Kal-ap-ton--(NGS)ï¿½"	""	"ancient personification of grief"
"1332"	"k"	"Kal-Rekk--(NGS)ï¿½"	""	"Vulcan holiday of atonement and silence"
"1333"	"k"	"Kal-toh "	"--ï¿½- 'ï¿½ï¿½, - 'ï¿½ï¿½/ï¿½(NGS)ï¿½"	"a Vulcan logic puzzle"
"1334"	"k"	"Kal-tor "	"- '/"	"allow, let"
"1335"	"k"	"Kala"	""	"thorny plant often used for hedges"
"1336"	"k"	"Kali-tor"	""	"challenge<ca>(v.)"
"1337"	"k"	"Kaluk"	""	"ear"
"1338"	"k"	"Kaluk-ek'zerut"	""	"earring"
"1339"	"k"	"Kaluk-kusut"	""	"earache"
"1340"	"k"	"Kaluk-ralashek"	""	"earphone"
"1341"	"k"	"Kaluk-vel"	""	"earpiece"
"1342"	"k"	"Kam-nat "	"--ï¿½- 'ï¿½ï¿½/ï¿½(anc.)ï¿½"	"treason<ca>(obs.)"
"1343"	"k"	"Kambus "	" '-/"	"shingle<ca>(n.)"
"1344"	"k"	"Kamu "	" '-/"	"roof<ca>(n.)"
"1345"	"k"	"Kan"	""	"child"
"1346"	"k"	"Kan-palutunausu"	""	"nanny"
"1347"	"k"	"Kan-sorn--(NGS)ï¿½"	""	"a very deep, self-induced, defensive trance"
"1348"	"k"	"Kanok "	"- '/"	"every"
"1349"	"k"	"Kanok-veh"	""	"everyone, everybody"
"1350"	"k"	"Kanok-vel"	""	"everything"
"1351"	"k"	"Kanok-wilat"	""	"everyplace, everywhere"
"1352"	"k"	"Kap"	""	"bread"
"1353"	"k"	"Kapiratau"	""	"discard, throw away, cast away"
"1354"	"k"	"Kapol "	"- '/"	"filter<ca>(n.)"
"1355"	"k"	"Kapol-dun"	""	"filter paper"
"1356"	"k"	"Kapol-lantra"	""	"filter bed"
"1357"	"k"	"Kapol-nafek"	""	"kidney"
"1358"	"k"	"Kapol-tor"	""	"filter<ca>(v.)"
"1359"	"k"	"Kapol-toran"	""	"filtration"
"1360"	"k"	"Kapol-yokulek"	""	"filter feeder"
"1361"	"k"	"Kapralau"	""	"fluctuate"
"1362"	"k"	"Kapralaya"	""	"fluctuation"
"1363"	"k"	"Kar"	""	"arm<ca>(n.)"
"1364"	"k"	"Kar-an-zhi--(NGS)ï¿½"	""	"\"ka-ranji\", a tall cactus-like Vulcan plant"
"1365"	"k"	"Kar-nef"	""	"elbow"
"1366"	"k"	"Kar-nik"	""	"wrist"
"1367"	"k"	"Karf"	""	"fragment<ca>(n.)"
"1368"	"k"	"Karik"	""	"strong<ca>(adj.)"
"1369"	"k"	"Karil "	"--ï¿½- 'ï¿½ï¿½/ï¿½(NGS)ï¿½"	"\"Kareel\", Winter<ca>(season)"
"1370"	"k"	"Kas'el|-|"	""	"lazy<ca>(adj.)"
"1371"	"k"	"Kas-elakh"	""	"vine, tendril"
"1372"	"k"	"Kasa"	""	"a blue-green Vulcan fruit"
"1373"	"k"	"Kash-naf"	""	"mind-link, mind-meld"
"1374"	"k"	"Kash-ral"	""	"sense<ca>(n.)"
"1375"	"k"	"Kash-tok"	""	"intelligent"
"1376"	"k"	"Kash-tor"	""	"sense<ca>(v.)"
"1377"	"k"	"Kashan"	""	"sensation"
"1378"	"k"	"Kashek "	"- '/"	"(the) mind"
"1379"	"k"	"Kashkau "	"- '/"	"minds<ca>(eg. in melding, etc.)"
"1380"	"k"	"Kashovau"	""	"sensitize"
"1381"	"k"	"Kastik "	" '-/"	"plant<ca>(n.)"
"1382"	"k"	"Kastik-goh-yokulsu"	""	"vegetarian"
"1383"	"k"	"Kastik-sokasitausu"	""	"plant cultivator"
"1384"	"k"	"Kastik-yokulfa"	""	"herbivore"
"1385"	"k"	"Kastoral-, Kastoralik"	""	"encouraged<ca>(adj.)"
"1386"	"k"	"Kastorau"	""	"encourage"
"1387"	"k"	"Kastoraya"	""	"encouragement"
"1388"	"k"	"Kastorilak"	""	"stimulant<ca>(n.)"
"1389"	"k"	"Kastorilal-, Kastorilalik"	""	"stimulated<ca>(adj.)"
"1390"	"k"	"Kastorilau"	""	"stimulate"
"1391"	"k"	"Kastorilaya"	""	"stimulation"
"1392"	"k"	"Kastorilayek"	""	"stimulator<ca>(device)"
"1393"	"k"	"Kasu "	" '-/"	"equal<ca>(person)"
"1394"	"k"	"Katachik "	"- '-/"	"aggravated<ca>(adj.)"
"1395"	"k"	"Katak "	" '-/"	"placebo"
"1396"	"k"	"Katau "	"- '/"	"bring"
"1397"	"k"	"Katelau"	""	"mate<ca>(v.)"
"1398"	"k"	"Kath-vuk "	"--ï¿½- 'ï¿½ï¿½/ï¿½(anc.)ï¿½"	"syndrome"
"1399"	"k"	"Katra "	" '-/"	"soul, spirit, essence"
"1400"	"k"	"Katravah-vel"	""	"fellowship"
"1401"	"k"	"Katravahsu"	""	"associate, fellow"
"1402"	"k"	"Katravek "	"- '-/"	"association"
"1403"	"k"	"Katrom "	"- '/"	"current<ca>(elect. & water)"
"1404"	"k"	"Kau"	""	"wisdom"
"1405"	"k"	"Kau-bosh"	""	"wise"
"1406"	"k"	"Kau-leh"	""	"fifty"
"1407"	"k"	"Kau-leh'rak, kau-lehr-"	""	"fiftieth<ca>(adj.)"
"1408"	"k"	"Kau-leh'veh"	""	"fiftieth<ca>(n.)"
"1409"	"k"	"Kau-tor"	""	"grow or become wise"
"1410"	"k"	"Kauk"	""	"even<ca>(adj.)"
"1411"	"k"	"Kau|kuh|"	""	"five"
"1412"	"k"	"Kaul-tukh"	""	"vanadium"
