"FRST_LETTER"	"fse"	"vulcan"
"2305"	"b"	"Breakaway(n.)"	"sashaya"
"2306"	"b"	"Breaker"	"|raf-|shayek(elect.); kik-pral(ocean.)"
"2307"	"b"	"Breaker box(electr.)"	"|raf-|shayek-natuhn"
"2308"	"b"	"Breakfast(n.)"	"asal-yem"
"2309"	"b"	"Breakfast cereal"	"asal-yartik-yem"
"2310"	"b"	"Breakthrough"	"sastoraya"
"2311"	"b"	"Breakup(coming apart)"	"krushaya"
"2312"	"b"	"Breakwater"	"pral-foshek"
"2313"	"b"	"Breast"	"thask(TGV,LGV); thak(MGV)"
"2314"	"b"	"Breast augmentation"	"thak-hayataya(TGV); thak-hayataya(MGV)"
"2315"	"b"	"Breast bone"	"tuf-hinek"
"2316"	"b"	"Breast cancer"	"thask-rasahtra(TGV); thak-rasahtra(MGV)"
"2317"	"b"	"Breast implant"	"thask-vishi-vel(TGV); thak-vishi-vel(MGV)"
"2318"	"b"	"Breast pocket"	"tuf-ul'haf"
"2319"	"b"	"Breast pump"	"thas-spol"
"2320"	"b"	"Breast reduction"	"thak-netakidaya(TGV); thak-netakidaya(MGV)"
"2321"	"b"	"Breastfeed(v.)"	"thask-yem-tor(TGV); thak-yem-tor(MGV)"
"2322"	"b"	"Breastplate"	"tuf-math"
"2323"	"b"	"Breastwork"	"faukh-temok"
"2324"	"b"	"Breath"	"esh"
"2325"	"b"	"Breathe"	"esh-tor"
"2326"	"b"	"Breathing(n.)"	"eshan"
"2327"	"b"	"Breccia"	"zarahk-teret-kov"
"2328"	"b"	"Breech(n., gun)"	"pohshulek-tus-sharu"
"2329"	"b"	"Breed"	"kosh-ves(n.); ferkatelau(v.)"
"2330"	"b"	"Breeder reactor"	"fereik-folayek"
"2331"	"b"	"Breeze(n.)"	"pi-salan"
"2332"	"b"	"Breezy"	"pi-salanayik"
"2333"	"b"	"Brewery"	"bihr-tor-kel"
"2334"	"b"	"Bribe"	"nebuhsh-vlitaya(n.), nebuhsh-vlitau(v.)"
"2335"	"b"	"Bribery"	"nebuhsh-vlitauyat"
"2336"	"b"	"Brick(n.)"	"dok"
"2337"	"b"	"Brick clay"	"dok-krizhiv"
"2338"	"b"	"Bricklayer"	"dok-torvausu"
"2339"	"b"	"Brickwork"	"doktra"
"2340"	"b"	"Bride"	"ko-tel-vansu"
"2341"	"b"	"Bridegroom"	"sa-tel-vansu"
"2342"	"b"	"Bridge(n.)"	"tash-svitan(command center); mesut(span)"
"2343"	"b"	"Bridle"	"hors-patam-kuzhet"
"2344"	"b"	"Briefcase"	"dunu-mesk"
"2345"	"b"	"Brig"	"dah-kehv-mashali(type of ship); lograzek(jail)"
"2346"	"b"	"Brigade"	"sugreb"
"2347"	"b"	"Brigadier general"	"wuh-kahr-lan"
"2348"	"b"	"Bright(adj.)"	"ugel-, ugelik(light); klon-, klonik(smart)"
"2349"	"b"	"Brighten"	"ugel-tor"
"2350"	"b"	"Brightness"	"ugel'es"
"2351"	"b"	"Brilliance"	"maut-ugel'es(brightness); maut-klon'es(intelligence)"
"2352"	"b"	"Brilliant(adj.)"	"maut-ugelik(very bright); maut-klonik(very smart)"
"2353"	"b"	"Brine(n.)"	"alem-masu"
"2354"	"b"	"Bring"	"katau"
"2355"	"b"	"Bring in"	"vikatau"
"2356"	"b"	"Bring out"	"sakatau"
"2357"	"b"	"Brink(n.)"	"rihk"
"2358"	"b"	"Brisket"	"weh-nu-tuf |t'aushfa|"
"2359"	"b"	"Bristle(n.)"	"stegel-isach(hair), stegel-veli-kid(feather)"
"2360"	"b"	"British(adj.)"	"brihtuhn-, brihtuhanik"
"2361"	"b"	"Brittle"	"wei-shau-yehat"
"2362"	"b"	"Broad-leaf(plant)"	"eik-mor-kastik, eik-mor-lap"
"2363"	"b"	"Broad-leaved"	"eik-morik"
"2364"	"b"	"Broad-leaved deciduous forest"	"eik-moralik set-mor-laptra"
"2365"	"b"	"Broadcast"	"sasaya(n.), sasau(v.)"
"2366"	"b"	"Broadside(n.)"	"ek'vla"
"2367"	"b"	"Broadsword"	"eik-shek"
"2368"	"b"	"Brochure"	"dunesh"
"2369"	"b"	"Broil"	"khar'fal-fas-tor"
"2370"	"b"	"Broiler, Broiling oven"	"khar'fal-fasek"
"2371"	"b"	"Broken(adj.)"	"pushal-, pushalik"
"2372"	"b"	"Broken arm"	"pushal-kar"
"2373"	"b"	"Broken bone"	"pushal-hinek"
"2374"	"b"	"Broken leg"	"pushal-mal"
"2375"	"b"	"Broken pieces"	"zarahklar"
"2376"	"b"	"Brokerage"	"dungwameskel"
"2377"	"b"	"Bromine"	"fnek-tukh"
"2378"	"b"	"Bronchial"	"eshaf-mev-, eshaf-mevik"
"2379"	"b"	"Bronchiole"	"pi'eshaf-mev"
"2380"	"b"	"Bronchitis"	"eshaf-mev-yonshaya"
"2381"	"b"	"Bronchoscope"	"zan-vel t'eshaf-mev"
"2382"	"b"	"Bronchoscopy"	"eshaf-mev-zanan"
"2383"	"b"	"Bronchus"	"suk'eshaf-mev"
"2384"	"b"	"Bronze(n.)"	"krish|-tukh|"
"2385"	"b"	"Bronze Age"	"Krish-Pal"
"2386"	"b"	"Brooch(n., jewelry)"	"zerm"
"2387"	"b"	"Brood(n.)"	"kesh-travek"
"2388"	"b"	"Brook(n.)"	"pi'pilash"
"2389"	"b"	"Broom"	"fnash-vel"
"2390"	"b"	"Broomstick"	"fnash-fek"
"2391"	"b"	"Broth"	"ta'shur"
"2392"	"b"	"Brothel"	"dihrf-makaya-kel"
"2393"	"b"	"Brother"	"sa-kai(sibling); frer(religious)"
"2394"	"b"	"Brotherhood"	"sa-kai-muhtra"
"2395"	"b"	"Brown(color)"	"khav-kur"
"2396"	"b"	"Browse"	"bi-yem-tor"
"2397"	"b"	"Browser"	"bi-yemek(feeder); bi-psthayek(computer)"
"2398"	"b"	"Bruise(n.)"	"wadi-yarek"
"2399"	"b"	"Brunette(adj.)"	"khav-isachalik"
"2400"	"b"	"Brush(n.)"	"achut"
"2401"	"b"	"Bruxism"	"zud-grazhau-nosh"
"2402"	"b"	"Bryology"	"yekuhl-tal"
"2403"	"b"	"Bubble"	"duk(n.), dukau(v.)"
"2404"	"b"	"Bucca"	"nak"
"2405"	"b"	"Buccal cavity"	"tvi-ru'lut|-pi'tauk|"
"2406"	"b"	"Buccal gland"	"ru'lut-pi'nafek"
"2407"	"b"	"Bucket"	"mashuk"
"2408"	"b"	"Buckle(n.)"	"tersek"
"2409"	"b"	"Bud(n.)"	"svai-mur(flower); krus-mur(leaf, stem, etc.)"
"2410"	"b"	"Buddhism"	"budda-dva"
"2411"	"b"	"Buddhist(n.)"	"budda-dvasu"
"2412"	"b"	"Budget(n.)"	"donkwu"
"2413"	"b"	"Buff(v.)"	"langlau"
"2414"	"b"	"Buffer"	"fukat(n.), fukat-tor(v.); langlayek(machine)"
"2415"	"b"	"Buffer action"	"fukat-torai"
"2416"	"b"	"Buffer battery"	"fukat-kipof"
"2417"	"b"	"Buffer circuit"	"fukat-raf-kuv"
"2418"	"b"	"Buffer solution"	"fukat-meil-masu"
"2419"	"b"	"Buffet(v., aero.)"	"hash-hutau"
"2420"	"b"	"Buffeting(n., aero.)"	"hash-hutaya"
"2421"	"b"	"Bug"	"ravot(n., insect); tumaya-lafot(n., computer); smertau(v.)"
"2422"	"b"	"Bug repellant"	"ravot-sakwisatau-tukh"
"2423"	"b"	"Bug spray"	"tehn-ravot-saplaya"
"2424"	"b"	"Build"	"torvaya(n.), torvau(v.)"
"2425"	"b"	"Builder"	"torvausu"
"2426"	"b"	"Building(n.)"	"kel"
"2427"	"b"	"Bulb"	"kas-mur(bot.); ha'gelek(lighting)"
"2428"	"b"	"Bulge(n.)"	"melf"
"2429"	"b"	"Bulk(adj.)"	"wamu-, wamuyik"
"2430"	"b"	"Bulkhead(aircraft/ship)"	"tvi-temok"
"2431"	"b"	"Bull(n.)"	"buhl |sa-kau|"
"2432"	"b"	"Bull's-eye, Bullseye"	"les-svitan"
"2433"	"b"	"Bulldozer"	"solek-kwitayek"
"2434"	"b"	"Bullet"	"mesk-pohshulek"
"2435"	"b"	"Bullet hole"	"mesk-pohshulek-razh"
"2436"	"b"	"Bullet wound"	"mesk-pohshulek-skek"
"2437"	"b"	"Bulletin board"	"ro'pitoh-dohn"
"2438"	"b"	"Bulletproof"	"mesk-pohshulek-teht"
"2439"	"b"	"Bulletproof vest"	"mesk-pohshulek-teht astref"
"2440"	"b"	"Bullhorn"	"spes-ashenayek"
"2441"	"b"	"Bullwhip(n.)"	"buhl-el'ahn"
"2442"	"b"	"Bully"	"lehnis(n.); lehnisau(v.)"
"2443"	"b"	"Bulwark(n.)"	"fosh-temok"
"2444"	"b"	"Bum(n., homeless person)"	"rihazupsu"
"2445"	"b"	"Bump(n.)"	"kad"
"2446"	"b"	"Bumper"	"kad-klashek"
"2447"	"b"	"Bunch(n.)"	"detra"
"2448"	"b"	"Bundle(n.)"	"slahtra(anat.); teretra(bundled items)"
"2449"	"b"	"Bunker(n.)"	"fosh-kel"
"2450"	"b"	"Bunsen burner"	"yontayek t'ek'tal-zup-shal"
"2451"	"b"	"Buoy(n.)"	"|markaun-|ulidayek"
"2452"	"b"	"Buoyancy"	"abmarkan'es"
"2453"	"b"	"Buoyant"	"abmarkan-, abmarkanik"
"2454"	"b"	"Burden(n.)"	"lest"
"2455"	"b"	"Burdened(adj.)"	"lestal-, lestalik"
"2456"	"b"	"Burglar"	"svivazgausu"
"2457"	"b"	"Burglar alarm"	"svivazgaya-vikayek"
"2458"	"b"	"Burglary"	"svivazgaya"
"2459"	"b"	"Burial"	"visolektaya"
"2460"	"b"	"Burial at sea"	"vimasulektaya"
"2461"	"b"	"Burn"	"yontaya(n.), yontau(v., fire); vipladau(v., record)"
"2462"	"b"	"Burn area"	"yontau-shal"
"2463"	"b"	"Burn rate"	"yontau-tav"
"2464"	"b"	"Burn time"	"yontau-wak"
"2465"	"b"	"Burner"	"yontayek"
"2466"	"b"	"Burnout(n., mech.)"	"yontau-pehkaya"
"2467"	"b"	"Burnthrough(n.)"	"fnayontaya"
"2468"	"b"	"Burp"	"ksaya(n.), ksau(v.)"
"2469"	"b"	"Burrow"	"aushfa-razh(n.); razhil-tor(v.)"
"2470"	"b"	"Bursa"	"lesek-sa'haf |boshal k'masu|"
"2471"	"b"	"Bursiform"	"sa'haf-shidik"
"2472"	"b"	"Bursitis"	"lesek-sa'haf-yonshaya"
"2473"	"b"	"Burst"	"thoraya(n.), thorau(v.)"
"2474"	"b"	"Burst forth"	"sposh-tor"
"2475"	"b"	"Bury"	"visolektau"
"2476"	"b"	"Bus(n.)"	"rafanitra(electr.); |solektra-|tvifau-hali(vehicle)"
"2477"	"b"	"Bus depot/station/terminal"	"laskat t'solektra-tvifau-halilar"
"2478"	"b"	"Bus driver"	"tvifau-hali-yetursu"
"2479"	"b"	"Bush"	"lab'pi(plant); rishal-kastik-shal(mixed plant area)"
"2480"	"b"	"Bushing(mech.)"	"radet"
"2481"	"b"	"Bushmaster"	"shi'kwai-trensu"
"2482"	"b"	"Business"	"mesgwumahran"
"2483"	"b"	"Businessman"	"sa-mesgwumahrsu"
"2484"	"b"	"Businesswoman"	"ko-mesgwumahrsu"
"2485"	"b"	"Bussard collector"	"tershayek t'Bussard"
"2486"	"b"	"Bussard interstellar ramjet"	"sva-yel-klunyavush t'Bussard"
"2487"	"b"	"Busy"	"toran-, toranik"
"2488"	"b"	"But"	"hi"
"2489"	"b"	"Butane"	"yolfu-tukh"
"2490"	"b"	"Butcher(n.)"	"kahm-neshsu"
"2491"	"b"	"Butcher knife"	"kahm-nesh-lipau"
"2492"	"b"	"Butcher shop"	"kahm-klep-kel"
"2493"	"b"	"Butler(n.)"	"pid-sa-dvinsu"
"2494"	"b"	"Butte"	"|pa'ash-|kunel(non-volcanic), zul-kunel(volcanic)"
"2495"	"b"	"Butter(n.)"	"thyar"
"2496"	"b"	"Butterfly(n.)"	"buhtuhr-flai, meruh'posuh"
"2497"	"b"	"Butterfly effect"	"buhtuhr-flai-daya"
"2498"	"b"	"Butterfly gate"	"da-svep-temep"
"2499"	"b"	"Butterfly valve"	"da-svep-spunek"
"2500"	"b"	"Buttocks"	"pla'kruslar"
"2501"	"b"	"Button(n.)"	"gonaf"
"2502"	"b"	"Buttonhole"	"gonaf-razh"
"2503"	"b"	"Buttress(n.)"	"si-kel-nenikayek"
"2504"	"b"	"Buy(v.)"	"mahr-tor"
"2505"	"b"	"Buzz"	"huhzhaya(n.), huhzhau(v.)"
"2506"	"b"	"Buzzard"	"buhzuhrd(VTW)"
"2507"	"b"	"Buzzer"	"huhzhayek"
"2508"	"b"	"By(prep.)"	"be'(next to, near); s'(being the author of, etc.)"
"2509"	"b"	"By means of(prep.)"	"bai'"
"2510"	"b"	"By-product"	"po-torvauk"
"2511"	"b"	"Bypass"	"pamutaya(n.), pamutau(v.); pamutayek(device)"
"2512"	"b"	"Bypass channel"	"pamutau-mashyut"
"2513"	"b"	"Bypass gate"	"pamutau-temep"
"2514"	"b"	"Bypass pump"	"pamutau-spol"
"2515"	"b"	"Bypass valve"	"pamutau-spunek"
"2516"	"b"	"Byte"	"feivek"
"2517"	"b"	"Byzantine Empire"	"Bihzahntin-Eik-Te'kru"
"2518"	"b"	"Byzantium (_________, Constantinople, _________________, ________________, Kostantiniyye, <96><e0><f0><fc><e3><f0><e0><e4>, <96><e0><f0><e8><e3><f0><e0><e4>, _stanbul)"	"Bihzantium, Bihzahntium"
"2519"	"c"	"Cab(taxi)"	"vlitau-hors-hali(horse-drawn), vlitau-solektra-hali(automobile)"
"2520"	"c"	"Cabbie, Cab driver"	"yetursu t'vlitau-hors-hali(horse-drawn), yetursu t'vlitau-solektra-hali(automobile)"
"2521"	"c"	"Cabin"	"lapuh-kelek(building); faukhut(inside of an aircraft); su-tvi-shal(room on a ship)"
"2522"	"c"	"Cabinet"	"tsorayek"
"2523"	"c"	"Cabinetmaker"	"tsorayek-torsu"
"2524"	"c"	"Cabinetry"	"tsorayektra"
"2525"	"c"	"Cable(n.)"	"elakh(non-electr.), |teretra-|raf-elakh(electr.)"
"2526"	"c"	"Cable assembly"	"elakh-feretai"
"2527"	"c"	"Cable buoy"	"|markau-|elakh-ulidayek"
"2528"	"c"	"Cable duct"	"elakh-mev"
"2529"	"c"	"Cable release"	"elakh-torai-vel"
"2530"	"c"	"Cable stitch"	"elakh-og(n.), elakh-og-tor(v.)"
"2531"	"c"	"Cabling(n.)"	"elakhtra"
"2532"	"c"	"Cache"	"tsoraya(n.), tsorau(v.)"
"2533"	"c"	"Cache memory"	"tsorau-vokaya"
"2534"	"c"	"Cacophobia"	"watosh-pthak"
"2535"	"c"	"Cadaver"	"tevik-veh(TGV), tevikeh(MGV)"
"2536"	"c"	"Cadence"	"farr-dath-zehlanaya"
"2537"	"c"	"Cadet"	"ne-lan"
"2538"	"c"	"Cadmium"	"stal-tukh"
"2539"	"c"	"Cadmium sulfide"	"vlau'u t'stal-tukh"
"2540"	"c"	"Caducous"	"ten-tevan-, ten-tevanik"
"2541"	"c"	"Cafeteria"	"kel-shi'yem"
"2542"	"c"	"Cage"	"kraisek(n.); kraiskau(v.)"
"2543"	"c"	"Cairn"	"ulidau-kov-tuh"
"2544"	"c"	"Caisson"	"masu-temokuhlek(eng., constr.), pohsh-tukh-leshek(weapon)"
"2545"	"c"	"Cajun"	"keidzhun-, keidzhunik(adj.); keidzhunsu(n.)"
"2546"	"c"	"Cake"	"keik(VTW)"
"2547"	"c"	"Calaverite"	"dah-vnelu t'kin-tukh"
"2548"	"c"	"Calcaneus, Calcaneum"	"timut-hinek"
"2549"	"c"	"Calcareous"	"gav-, gavik"
"2550"	"c"	"Calceologist"	"ash'el-talsu"
"2551"	"c"	"Calceology"	"ash'el-tal"
"2552"	"c"	"Calciferous"	"gav-alem-, gav-alemik"
"2553"	"c"	"Calcification"	"hinekaya"
"2554"	"c"	"Calcination"	"tukh-fasan"
"2555"	"c"	"Calcine"	"fasu-tukh"
"2556"	"c"	"Calcite"	"gav-khush-tukh"
"2557"	"c"	"Calcitonin"	"hinek-dau-tukh"
"2558"	"c"	"Calcium"	"hinek-tukh"
"2559"	"c"	"Calcium carbonate"	"gavu t'hinek-tukh"
"2560"	"c"	"Calcium chloride"	"lafu t'hinek-tukh"
"2561"	"c"	"Calculus"	"pitoh-su'us-ek'tal(math.); nafek-kov(med.)"
"2562"	"c"	"Caldera"	"nush-zul-razh"
"2563"	"c"	"Calendar"	"gad-besan"
"2564"	"c"	"Calendar watch"	"lesh-wak-vel k'gad-besan"
"2565"	"c"	"Calf"	"vaukh(anat.); kahf(VTW), kau-kan(young cow); weil-kan(young whale)"
"2566"	"c"	"Calf hide"	"kahf-wadi, kau-kan-wadi"
"2567"	"c"	"Caliber, Calibre"	"wun-fna-thon(gun), mev-fna-thon(pipe)"
"2568"	"c"	"Californium"	"keh-tukh"
"2569"	"c"	"Caliper(s)"	"mes-thonek"
"2570"	"c"	"Call"	"vutaya(n.); vutau(v.)"
"2571"	"c"	"Call back(v., recall)"	"zavutau"
"2572"	"c"	"Call out to, Call to(v.)"	"shoret"
"2573"	"c"	"Call out to from far away(v.)"	"kwi'shoret"
"2574"	"c"	"Called, to be"	"puvutau(communications); wimish(named)"
"2575"	"c"	"Callous(anat.)"	"stein"
"2576"	"c"	"Calm"	"hayal|-|(adj.); hayal-tor(v.)"
"2577"	"c"	"Calorescence"	"ha'gel-vish-vasaya"
"2578"	"c"	"Calorific value"	"falek'es-saprah-tala"
"2579"	"c"	"Calyx(bot.)"	"svai-mortra"
"2580"	"c"	"Cam"	"ok"
"2581"	"c"	"Camber"	"aberala-tchakat(aero.); abru-tchakat(eng., mech.)"
"2582"	"c"	"Cambrian Period"	"Kahmbriatik Wak-Krus |t'Terra|"
"2583"	"c"	"Cambium(bot.)"	"to'ovau-tin t'lap-vukhut"
"2584"	"c"	"Cambium(med.)"	"tvi-tin t'hinek-nalatra-wein"
"2585"	"c"	"Camcorder"	"glayek-vipladayek"
"2586"	"c"	"Cameo"	"neshal-patam-ek'zeru"
"2587"	"c"	"Camera"	"glayek"
"2588"	"c"	"Camouflage"	"pasut(n.), pasutau(v.)"
"2589"	"c"	"Camp"	"bladzh(n.), bladzh-tor(v.)"
"2590"	"c"	"Camp follower"	"bladzh-zahelsu"
"2591"	"c"	"Campaniform"	"ub-shidik"
"2592"	"c"	"Campanile"	"kus-vakh-kispek"
"2593"	"c"	"Campanulate"	"kus-vakh-shidik"
"2594"	"c"	"Camper"	"bladzhsu(person); bladzh-hali(vehicle)"
"2595"	"c"	"Campaign(n.)"	"zehl-puk"
"2596"	"c"	"Campfire"	"bladzh-yon"
"2597"	"c"	"Campground"	"bladzh-ker, shi'bladzh"
"2598"	"c"	"Camping gear"	"bladzh-tanovau-tukh"
"2599"	"c"	"Camping trip"	"bladzhan-halan"
"2600"	"c"	"Campsite"	"shi'bladzh"
"2601"	"c"	"Camshaft"	"ok-fek"
"2602"	"c"	"Can"	"mokuhlek, tuhlek(n.); mokuhl-tor(v.)"
"2603"	"c"	"Can(v., able to)"	"kup|-|"
"2604"	"c"	"Can opener"	"mokuhlek-tu'ashek"
"2605"	"c"	"Canadian"	"kahnuhduh-, kahnuhduhik(adj.); kahnuhduhsu(person)"
"2606"	"c"	"Canal"	"mev(bot.); masu-yut(waterway)"
"2607"	"c"	"Canard"	"fa-rala"
"2608"	"c"	"Cancel"	"daktarau"
"2609"	"c"	"Cancelation"	"daktaraya"
"2610"	"c"	"Cancer"	"rasahtra"
"2611"	"c"	"Candelabra"	"wehk-ha'feklam"
"2612"	"c"	"Candle"	"ha'fek"
"2613"	"c"	"Candlelight"	"ha'fek-ha'gel"
"2614"	"c"	"Candlestick"	"ha'feklam"
"2615"	"c"	"Candy(n.)"	"sloruta"
"2616"	"c"	"Candy bar"	"sloruta-p'ohn"
"2617"	"c"	"Candy bowl"	"sloruta-yerak"
"2618"	"c"	"Candy cane"	"sloruta-lates-fek"
"2619"	"c"	"Candy corn"	"sloruta-korn"
"2620"	"c"	"Cane(stick)"	"lates-fek"
"2621"	"c"	"Canister"	"nakuhlek"
"2622"	"c"	"Canned(adj.)"	"mokuhlal-, mokuhlalik"
"2623"	"c"	"Canned beef"	"mokuhlal-bif"
"2624"	"c"	"Canned fish"	"mokuhlal-aluk|lar|"
"2625"	"c"	"Canned fruit"	"mokuhlal-savas"
"2626"	"c"	"Canned pumpkin"	"mokuhlal-puhm'kihn"
"2627"	"c"	"Canned salmon"	"mokuhlal-sahmuhn"
"2628"	"c"	"Canned sardines"	"mokuhlal-sar'dinlar"
"2629"	"c"	"Canned soup"	"mokuhlal-shur"
"2630"	"c"	"Canned tuna"	"mokuhlal-tunuh"
"2631"	"c"	"Canned vegetable"	"mokuhlal-plom"
"2632"	"c"	"Canker (sore)"	"wuk"
"2633"	"c"	"Cannibal"	"sha'ves-yokulsu"
"2634"	"c"	"Cannibalism"	"sha'ves-yokulan"
"2635"	"c"	"Canning"	"mokuhlan"
"2636"	"c"	"Cannon"	"thorshun(ancient contraction of \"thorsh-wun\"), thorsh-wun(obs.)"
"2637"	"c"	"Cannonade"	"thorshun-pohshtra"
"2638"	"c"	"Cannonball(n.)"	"thorshun-dukal"
"2639"	"c"	"Cannoneer"	"thorshunsu"
"2640"	"c"	"Canoe"	"wadi-pi'mashali"
"2641"	"c"	"Canopy"	"krein(aero.); lap-wein-tin(bot.); tevan-sai-vukhut(parachute)"
"2642"	"c"	"Canted nozzle"	"vulyan-sasaplayek"
"2643"	"c"	"Canteen"	"masu-pi'tuhlek"
"2644"	"c"	"Canter"	"reh-kuhsh-lates(n.), reh-kuhsk-lateh(v.)"
"2645"	"c"	"Cantilever"	"wuh-nodol-zeh"
"2646"	"c"	"Cantilever bridge"	"wuh-nodol-zehik mesut"
"2647"	"c"	"Canyon"	"spathel"
"2648"	"c"	"Cap(n., hat)"	"taik"
"2649"	"c"	"Capacitance"	"tsor'es"
"2650"	"c"	"Capacitor"	"tsorek"
"2651"	"c"	"Capacity"	"tsoh"
"2652"	"c"	"Cape"	"miis(geol.); palfu(clothing)"
"2653"	"c"	"Capillary(med.)"	"pi'khaf-mev"
"2654"	"c"	"Capital (city)"	"fula-kahr"
"2655"	"c"	"Capitol (building)"	"ek'tospanakel-kel"
"2656"	"c"	"Capsize"	"abuda-tor"
"2657"	"c"	"Capsule"	"tvalt"
"2658"	"c"	"Captain(n.)"	"ot-lan |OL|(army/marines/air force/police); khart-lan |KhL|(maritime/navy/Starfleet); hash-khart-lan(airlines)"
"2659"	"c"	"Captive(n.)"	"kumalsu"
"2660"	"c"	"Captivity"	"kumal'es"
"2661"	"c"	"Captor"	"kumsu"
"2662"	"c"	"Capture"	"kum(n.), kum-tor(v.)"
"2663"	"c"	"Car(n.)"	"solektra-hali(automobile); halk(amusement park ride, mining tram, etc.)"
"2664"	"c"	"Car accident"	"solektra-hali-kisheya"
"2665"	"c"	"Car crash"	"solektra-hali-tevul"
"2666"	"c"	"Car phone"	"irak-varibek svi'solektra-hali"
"2667"	"c"	"Car wash"	"shi'solektra-hali-puyan"
"2668"	"c"	"Caramel apple"	"kar'mel-ahpuhl"
"2669"	"c"	"Caravan"	"nik'el(anc.)"
"2670"	"c"	"Carbine"	"kar'bin |pen kar-pohshayek|kar-pohshek|"
"2671"	"c"	"Carbon"	"nol-tukh"
"2672"	"c"	"Carbon cycle"	"ha-da-nel t'nol-tukh"
"2673"	"c"	"Carbon dating"	"nol-tukh-kinufan"
"2674"	"c"	"Carbon dioxide"	"dah-eshu t'nol-tukh"
"2675"	"c"	"Carbon disulfide"	"dah-vlau'u t'nol-tukh"
"2676"	"c"	"Carbon fixation"	"nol-tukh-nodolaya"
"2677"	"c"	"Carbon monoxide"	"eshu t'nol-tukh"
"2678"	"c"	"Carbon star"	"nol-tukh-yel"
"2679"	"c"	"Carbon steel"	"nol-tukh-pishek"
"2680"	"c"	"Carbon tetrachloride"	"keh-lafu t'nol-tukh"
"2681"	"c"	"Carbon value"	"nol-tukh-tala"
"2682"	"c"	"Carbonaceous"	"nol-tukh-tuhlauk"
"2683"	"c"	"Carbonate"	"reh-eshu t'nol-tukh"
"2684"	"c"	"Carbonic acid"	"sash t'masu-reh-eshu"
"2685"	"c"	"Carboniferous"	"nol-tukh-leshik"
"2686"	"c"	"Carbonize"	"nol-tukhau"
"2687"	"c"	"Carbuncle"	"pi'taktra"
"2688"	"c"	"Carburetor"	"hal-sov-mishek"
"2689"	"c"	"Carcinogen"	"rasahtra-torek"
"2690"	"c"	"Carcinoma"	"wein-nala-rasahtra"
"2691"	"c"	"Card(n.)"	"nop"
"2692"	"c"	"Card game"	"nop-zhagra"
"2693"	"c"	"Cardassian"	"kar'dahsiuh-, kar'dahsiuhik(adj.), kar'dahsiuhsu(n.)"
"2694"	"c"	"Cardiac arrest"	"khaf-spol-pehkaya"
"2695"	"c"	"Cardiac muscle"	"khaf-spol-dvunek"
"2696"	"c"	"Cardinal(n.)"	"kardihnuhl"
"2697"	"c"	"Cardioblast"	"tveshu-nala t'khaf-spol svi'ten-kan-bu"
"2698"	"c"	"Cardiology"	"khaf-spol-tal"
"2699"	"c"	"Cardiomalacia"	"ritsuri-kobatau-nosh t'khaf-spol-dvunek"
"2700"	"c"	"Cardiomyopathy"	"has t'khaf-spol-dvunek"
"2701"	"c"	"Cardiopulmonary resuscitation (CPR)"	"va'esh'kwaya t'khaf-spol heh esh-sa'haflar"
"2702"	"c"	"Cardiovascular system"	"khaf-ifis-torektra"
"2703"	"c"	"Carditis"	"khaf-spol-yonshaya"
"2704"	"c"	"Care(n.)"	"tun(concern); palutunaya(tending to)"
"2705"	"c"	"Care(v.)"	"tun-tor(be concerned)"
"2706"	"c"	"Care for"	"tishau(like); palutunau(tend)"
"2707"	"c"	"Careful"	"tun-bosh|-|"
"2708"	"c"	"Caregiver"	"palutunausu"
"2709"	"c"	"Careless"	"tun-fam|-|"
"2710"	"c"	"Caretaker"	"shi-palutunausu"
"2711"	"c"	"Cargo"	"tusla"
"2712"	"c"	"Cargo bay"	"tusla-sutauk"
"2713"	"c"	"Cargo carrier"	"tusla-leshek"
"2714"	"c"	"Cargo container"	"tusla-tuhlek"
"2715"	"c"	"Cargo hold"	"tusla-tsorau-shal"
"2716"	"c"	"Cargo lander"	"tusla-fisolekayek"
"2717"	"c"	"Cargo loading floor"	"tusla-tus-tol"
"2718"	"c"	"Cargo module"	"tusla-natel"
"2719"	"c"	"Cargo pod"	"tusla-tvi'haf"
"2720"	"c"	"Cargo ship, Cargo liner"	"tusla-masu-hali(TGV), tusla-mashali(MGV)|TuMH|"
"2721"	"c"	"Cargo storage complex"	"tusla-tsorau-keltra"
"2722"	"c"	"Cargo transporter"	"tusla-ifisek"
"2723"	"c"	"Cargo unit"	"tusla-kebi"
"2724"	"c"	"Caribbean Sea"	"Karihbyan-Masutra"
"2725"	"c"	"Carjack"	"nekwitalik nem-tor t'solektra-hali"
"2726"	"c"	"Carjacker"	"solektra-hali-nemsu |isan nekwitaya|"
"2727"	"c"	"Carjacking"	"nekwitalik neman t'solektra-hali"
"2728"	"c"	"Carmine(color)"	"kran-kur"
"2729"	"c"	"Carnelian"	"pelkev"
"2730"	"c"	"Carnival(n.)"	"pidugolafu(anc.)"
"2731"	"c"	"Carnivore"	"kahm-yokulsu(sentient), kahm-yokulfa(non-sentient)"
"2732"	"c"	"Carnivorous"	"kahm-yokulan-, kahm-yokulanik"
"2733"	"c"	"Carnophobia"	"kahm-pthak"
"2734"	"c"	"Carotene"	"kas-zhar-kurek"
"2735"	"c"	"Carotenoid"	"kas-hatan-kurek"
"2736"	"c"	"Carotid artery"	"uzh-khaf-mev t'talu"
