"FRST_LETTER"	"vulcan"	"pronunciation"	"variety"	"fse"	"domain"
"903"	"f"	"Flakosh "	" fl_ - ' ko"	"MGV"	" distress"	"n."
"904"	"f"	"Flakosh-glantokaya "	NA	"MGV"	" distress signal"	NA
"905"	"f"	"Flakosh-glaribek "	NA	"MGV"	" distress beacon"	NA
"906"	"f"	"Flan "	NA	"MGV"	" intense"	NA
"907"	"f"	"Flan'es "	NA	"MGV"	" intensity"	NA
"908"	"f"	"Flanapau "	" fl_ - n_ - ' pa_ "	"MGV"	" specialize"	NA
"909"	"f"	"Flash "	NA	"MGV"	" swamp"	"n."
"910"	"f"	"Flau "	NA	"MGV"	" pollute"	NA
"911"	"f"	"Fleitau "	" fle_ - ' ta_ "	"MGV"	" strip "	"away"
"912"	"f"	"Flekh-, Flekhik "	NA	"MGV"	" odd, strange, weird, anomalous"	NA
"913"	"f"	"Floku "	NA	"MGV"	" spoon"	"n."
"914"	"f"	"Flutash "	" flu - ' t_"	"MGV"	" placenta"	NA
"915"	"f"	"Fmak"	NA	"anc."	" sanctuary"	NA
"916"	"f"	"Fmel"	NA	"anc."	" alchemist"	NA
"917"	"f"	"Fmelaf"	NA	"anc."	" alchemy"	NA
"918"	"f"	"Fna' "	NA	"MGV"	" due to, through, via"	"prep."
"919"	"f"	"Fna-sov-threshan "	NA	"MGV"	" airspeed"	NA
"920"	"f"	"Fna-svep "	NA	"MGV"	" airlock"	NA
"921"	"f"	"Fnash-vel "	NA	"MGV"	" broom, besom"	NA
"922"	"f"	"Fnashtau "	" fn_- ' ta_ "	"MGV"	" sweep"	"v."
"923"	"f"	"Fnau|-| "	NA	"MGV"	" tame, domesticated"	"adj."
"924"	"f"	"Fnek-tukh "	NA	"MGV"	" bromine"	NA
"925"	"f"	"Fnish-tor "	NA	"MGV"	" smell"	"v."
"926"	"f"	"Fnu-vein t'vuhn-koshtri "	NA	"MGV"	" racism"	NA
"927"	"f"	"Fnu-veisu t'vuhn-koshtri "	NA	"MGV"	" racist"	NA
"928"	"f"	"Fnu-ven "	" ' fnu - ven "	"MGV"	" hate, hatred"	NA
"929"	"f"	"Fo "	NA	"MGV"	" shell"	"anc."
"930"	"f"	"Fo-dan "	" fo - ' d_n "	"MGV"	" shield"	"n."
"931"	"f"	"Fo-wein "	NA	"MGV"	" armor, shutter"	NA
"932"	"f"	"Fokarikau "	" fo - k_ - ri - ' ka_ "	"MGV"	" reinforce"	NA
"933"	"f"	"Folau "	" fo - ' la_ "	"MGV"	" react"	NA
"934"	"f"	"Folaya "	NA	"MGV"	" reaction"	NA
"935"	"f"	"Folu "	" ' fo - lu "	"MGV"	" turquoise"	"stone"
"936"	"f"	"Folu-kur "	NA	"MGV"	" turquoise"	"color"
"937"	"f"	"Fon-ta-nel"	NA	"NGS"	" children's game similar to blindman's bluff"	NA
"938"	"f"	"Fonn "	" fo"	"MGV"	" loyal"	NA
"939"	"f"	"Fonn'es "	NA	"MGV"	" loyalty"	NA
"940"	"f"	"Fori-kol "	NA	"MGV"	" Vulcan vegetable stew"	NA
"941"	"f"	"Fosh "	NA	"MGV"	" defense"	NA
"942"	"f"	"Fosh-lan "	" ' fo- l_n "	"MGV"	" First lieutenant"	"army/marines"
"943"	"f"	"Fosh-tor "	NA	"MGV"	" defend"	NA
"944"	"f"	"Foshek "	" ' fo- ek "	"MGV"	" barrier, barricade"	NA
"945"	"f"	"Foshinahru"	NA	"anc."	" defensive psionic warrior"	NA
"946"	"f"	"Foshsu "	" ' fo- su "	"MGV"	" defender"	NA
"947"	"f"	"Foshuhl "	" ' fo -l , -l "	"MGV"	" shed"	"v."
"948"	"f"	"Frut "	NA	"MGV"	" sump"	"n."
"949"	"f"	"Frut-spol "	NA	"MGV"	" sump pump"	NA
"950"	"f"	"Fudau "	NA	"MGV"	" regard"	"v."
"951"	"f"	"Fukat "	" fu - ' k_t "	"MGV"	" buffer "	"n."
"952"	"f"	"Fukat-raf-kuv "	NA	"MGV"	" buffer circuit"	NA
"953"	"f"	"Fulag-tor "	NA	"MGV"	" lead"	"v."
"954"	"f"	"Fulagsu "	NA	"MGV"	" leader"	NA
"955"	"f"	"Fun-tor "	NA	"MGV"	" return"	"v."
"956"	"f"	"Fun-wun "	" fun - ' wun "	"MGV"	" ancient boomerang-like weapon"	NA
"957"	"f"	"Fupa s' "	NA	"MGV"	" according to"	NA
"958"	"f"	"Fusik "	" ' fus - ik "	"MGV"	" bashful, shy"	NA
"959"	"g"	"G'teth "	" g- ' te"	"NGS"	" Vulcan bush whose berries are made into a mocha-like drink"	NA
"960"	"g"	"Gad "	NA	"MGV"	" day"	NA
"961"	"g"	"Gad t'keshtan "	NA	"MGV"	" birthday"	NA
"962"	"g"	"Gad-besan "	NA	"MGV"	" calendar"	NA
"963"	"g"	"Gad-dunap "	NA	"MGV"	" diary"	NA
"964"	"g"	"Gad-ha'gel "	NA	"MGV"	" daylight"	NA
"965"	"g"	"Gad-keshtan "	NA	"MGV"	" daybreak"	NA
"966"	"g"	"Gad-wak "	" ' g_d - w_k "	"MGV"	" daytime"	"n."
"967"	"g"	"Gaf "	NA	"MGV"	" hip"	NA
"968"	"g"	"Gahv "	NA	"MGV"	" amethyst"	NA
"969"	"g"	"Gakh "	NA	"MGV"	" wart"	NA
"970"	"g"	"Gal-tor "	NA	"MGV"	" lean, list"	"v."
"971"	"g"	"Galat "	" g_l - ' _t "	"MGV"	" lean, list"	"n."
"972"	"g"	"Galu "	" g_ - ' lu "	"MGV"	" atom"	NA
"973"	"g"	"Galu-dahshau-folayek "	NA	"MGV"	" "	"atomic"
"974"	"g"	"Galu-dahshaya "	NA	"MGV"	" "	"atomic"
"975"	"g"	"Galu-kaunshau-folayek "	NA	"MGV"	" "	"atomic"
"976"	"g"	"Galu-kaunshaya "	NA	"MGV"	" "	"atomic"
"977"	"g"	"Galu-svitan "	NA	"MGV"	" "	"atomic"
"978"	"g"	"Galu-thorshek "	NA	"MGV"	" atomic bomb"	NA
"979"	"g"	"Galupik "	" g_ - ' lu - pik "	"MGV"	" atomic"	NA
"980"	"g"	"Galutravek "	" g_ - ' lu - tr_ - vek "	"MGV"	" molecule"	NA
"981"	"g"	"Gan|-| "	NA	"MGV"	" shallow"	NA
"982"	"g"	"Gas'rak "	" ' g_s - r_k "	"MGV"	" right"	"direction"
"983"	"g"	"Gasu "	NA	"MGV"	" flux"	"n."
"984"	"g"	"Gatselau "	" g_ - tse - ' la_ "	"MGV"	" entertain"	NA
"985"	"g"	"Gatselausu "	NA	"MGV"	" entertainer"	NA
"986"	"g"	"Gatselaya "	NA	"MGV"	" entertainment"	NA
"987"	"g"	"Gau "	NA	"MGV"	" pulse, pulsate, throb"	"v."
"988"	"g"	"Gav "	NA	"MGV"	" chalk"	NA
"989"	"g"	"Gef "	NA	"MGV"	" coast, "	"sea"
"990"	"g"	"Gehnli "	NA	"MGV"	" essential"	"adj."
"991"	"g"	"Gel "	NA	"MGV"	" branch"	"n., path or segment"
"992"	"g"	"Gel-tor "	NA	"MGV"	" branch"	"v."
"993"	"g"	"Geldau "	NA	"MGV"	" hang"	"v., dangle"
"994"	"g"	"Geldel "	NA	"MGV"	" fringe, decorative border"	NA
"995"	"g"	"Gen-lis "	" gen - ' lis "	"MGV"	" language"	NA
"996"	"g"	"Geretau "	NA	"MGV"	" protect"	NA
"997"	"g"	"Geretausu "	NA	"MGV"	" protector"	"person"
"998"	"g"	"Geretaya "	NA	"MGV"	" protection"	NA
"999"	"g"	"Gir "	NA	"MGV"	" root"	"n."
"1000"	"g"	"Gis-tukh "	NA	"MGV"	" arsenic"	NA
"1001"	"g"	"Gisam "	" gis - ' _m "	"MGV"	" poison"	NA
"1002"	"g"	"Gish "	NA	"MGV"	" expect"	NA
"1003"	"g"	"Gishat "	" gi- ' _t "	"MGV"	" expectation"	NA
"1004"	"g"	"Gishen "	" ' gi- en "	"MGV"	" what one expects"	NA
"1005"	"g"	"Gishu "	NA	"MGV"	" "	"the"
"1006"	"g"	"Gla-tor "	NA	"MGV"	" see"	"v."
"1007"	"g"	"Glan "	NA	"MGV"	" sight"	NA
"1008"	"g"	"Glan-fam "	NA	"MGV"	" blind, sightless"	NA
"1009"	"g"	"Glan-fam'es "	NA	"MGV"	" blindness, sightlessness"	NA
"1010"	"g"	"Glan-Famu "	NA	"MGV"	" The Blind"	"blind people"
"1011"	"g"	"Glantau "	NA	"MGV"	" observe"	NA
"1012"	"g"	"Glantaya "	NA	"MGV"	" observation"	NA
"1013"	"g"	"Glantokau "	NA	"MGV"	" signal"	"v."
"1014"	"g"	"Glantokaya "	NA	"MGV"	" signal"	"n."
"1015"	"g"	"Glashau "	NA	"MGV"	" scan"	"v."
"1016"	"g"	"Glat "	NA	"MGV"	" sign"	"n."
"1017"	"g"	"Glayek "	" ' gl_ - jek "	"MGV"	" camera"	NA
"1018"	"g"	"Glazhau "	NA	"MGV"	" look"	"v."
"1019"	"g"	"Glozho "	" ' glo -o "	"MGV"	" elixir "	"anc."
"1020"	"g"	"Glu|-| "	NA	"MGV"	" deep"	NA
"1021"	"g"	"Gluder "	" glu - ' der "	"MGV"	" depth"	NA
"1022"	"g"	"Gluder-thonek "	NA	"MGV"	" depth finder"	NA
"1023"	"g"	"Gluv-math "	NA	"MGV"	" display panel"	NA
"1024"	"g"	"Gluv-mesk "	NA	"MGV"	" display case"	NA
"1025"	"g"	"Gluvau "	NA	"MGV"	" display, exhibit, show"	"v."
"1026"	"g"	"Gluvayek "	NA	"MGV"	" display screen"	NA
"1027"	"g"	"Gmor"	NA	"anc."	" mirage"	NA
"1028"	"g"	"Gnal "	" gn_l "	"MGV"	" tumor"	NA
"1029"	"g"	"Gnihsau "	NA	"MGV"	" snap"	"v., bite at, fly open, etc."
"1030"	"g"	"Go'an"	NA	"anc."	" Han'shir's central desert"	NA
"1031"	"g"	"Gof "	NA	"MGV"	" toe"	NA
"1032"	"g"	"Goh "	NA	"MGV"	" only, merely"	NA
"1033"	"g"	"Gol"	NA	"anc."	" famed region of Vulcan, home to the Kolinahru and others"	NA
"1034"	"g"	"Gol'nev "	NA	"MGV"	" aid, help"	"n."
"1035"	"g"	"Gol'nevsu "	NA	"MGV"	" aide, helper"	NA
"1036"	"g"	"Gol-tor "	NA	"MGV"	" aid, help"	"v."
"1037"	"g"	"Gol-tukh "	NA	"MGV"	" rubidium"	NA
"1038"	"g"	"Gonaf "	" ' go - n_f "	"MGV"	" button"	NA
"1039"	"g"	"Gor "	NA	"MGV"	" knot"	"n."
"1040"	"g"	"Gosh "	NA	"MGV"	" abyss"	NA
"1041"	"g"	"Gotsu "	" ' got - su "	"MGV"	" heir"	NA
"1042"	"g"	"Grashau "	NA	"MGV"	" abrade"	NA
"1043"	"g"	"Grashaya "	NA	"MGV"	" abrasion"	NA
"1044"	"g"	"Grashayek "	NA	"MGV"	" abrasive"	"n."
"1045"	"g"	"Grat "	NA	"MGV"	" skull"	NA
"1046"	"g"	"Grazhau "	NA	"MGV"	" grind"	"v."
"1047"	"g"	"Grazhiv "	NA	"MGV"	" dust, powder"	"n."
"1048"	"g"	"Grazhiv-sahriv "	NA	"MGV"	" dust storm"	NA
"1049"	"g"	"Grei "	NA	"MGV"	" limit"	"n."
"1050"	"g"	"Grenat "	" gre - ' n_t "	"MGV"	" domain"	NA
"1051"	"g"	"Grohk "	" gr_k "	"MGV"	" perversion"	NA
"1052"	"g"	"Grok-tukh "	NA	"MGV"	" bismuth"	NA
"1053"	"g"	"Grut "	NA	"MGV"	" agate"	NA
"1054"	"g"	"Gu-vam "	" gu - ' v_m "	"anc."	" duty"	NA
"1055"	"g"	"Gubi "	" ' gu - bi "	"anc."	" stigma"	NA
"1056"	"g"	"Guf "	NA	"MGV"	" socket"	NA
"1057"	"g"	"Guhf-, Guhfik "	NA	"MGV"	" boring, dull"	"adj."
"1058"	"g"	"Guhl'es "	NA	"MGV"	" confidence"	NA
"1059"	"g"	"Guhras-zhit "	NA	"MGV"	" invective"	"n., grammar"
"1060"	"g"	"Guhsh "	" g, g"	"MGV"	" debris, garbage, refuse, trash, offal, rubbish"	NA
"1061"	"g"	"Guramau "	" gu - r_ - ' ma_ "	"MGV"	" appal"	"l"
"1062"	"g"	"Guramayik "	NA	"MGV"	" appalled"	"adj."
"1063"	"g"	"Guv "	NA	"MGV"	" gender, sex"	NA
"1064"	"h"	"Ha "	NA	"MGV"	" yes, affirmative"	NA
"1065"	"h"	"Ha'au "	NA	"MGV"	" dwell, live"	"v."
"1066"	"h"	"Ha'fek "	" ' h_ - fek "	"MGV"	" candle"	NA
"1067"	"h"	"Ha'gel "	" h_ - ' gel "	"MGV"	" light"	"illumination"
"1068"	"h"	"Ha'gel-neyek "	NA	"MGV"	" dimmer "	"switch"
"1069"	"h"	"Ha'gel-tanaf "	NA	"MGV"	" photography"	NA
"1070"	"h"	"Ha'gel-tanafsu "	NA	"MGV"	" photographer"	NA
"1071"	"h"	"Ha'gelet "	NA	"MGV"	" "	"electric"
"1072"	"h"	"Ha'kiv "	" h_ - ' kiv "	"MGV"	" life"	NA
"1073"	"h"	"Ha'tanau "	NA	"MGV"	" give off light"	NA
"1074"	"h"	"Ha'u "	" h_ - ' u "	"MGV"	" the Living"	NA
"1075"	"h"	"Ha-donka'es "	NA	"MGV"	" biodiversity"	NA
"1076"	"h"	"Ha-ek'shal "	NA	"MGV"	" ecosphere"	NA
"1077"	"h"	"Ha-ek'torektra "	NA	"MGV"	" ecosystem"	NA
"1078"	"h"	"Ha-ha'tanaya "	NA	"MGV"	" bioluminescence"	NA
"1079"	"h"	"Ha-kel "	" h_ - ' kel "	"MGV"	" home"	NA
"1080"	"h"	"Ha-meil-tal "	NA	"MGV"	" biochemistry"	"study"
"1081"	"h"	"Ha-tal "	" ' h_ - t_l "	"MGV"	" biology"	"study"
"1082"	"h"	"Ha-tehvar "	NA	"MGV"	" biological hazard, biohazard"	NA
"1083"	"h"	"Ha-tor "	" h_ - ' tor "	"MGV"	" live"	"v."
"1084"	"h"	"Ha-vel-ahkhan "	NA	"MGV"	" biological warfare"	NA
"1085"	"h"	"Ha-wak-vel "	NA	"MGV"	" biological clock"	NA
"1086"	"h"	"Haf "	NA	"MGV"	" gap"	NA
"1087"	"h"	"Hafa'el "	" h_ - ' f_ - el "	"anc."	" hostel"	"ry"
"1088"	"h"	"Hafan-tor "	NA	"MGV"	" stay"	"v., spending time/being a guest"
"1089"	"h"	"Hafau "	NA	"MGV"	" remain "	"behind"
"1090"	"h"	"Hag-, Hagik "	NA	"MGV"	" easy, facile"	NA
"1091"	"h"	"Hahf "	NA	"MGV"	" adversary, foe"	NA
"1092"	"h"	"Haifan "	" ha_ - ' f_n "	"MGV"	" banner, flag, pennant"	NA
"1093"	"h"	"Haishau "	" ha_ - 'a_ "	"MGV"	" demand"	"v."
"1094"	"h"	"Hakau "	NA	"MGV"	" heal"	"v."
"1095"	"h"	"Hakausu "	NA	"MGV"	" healer"	NA
"1096"	"h"	"Hakur-, Hakurik "	NA	"MGV"	" vivid"	NA
"1097"	"h"	"Hal"	NA	"anc."	" car, cart"	NA
"1098"	"h"	"Hal-masu "	NA	"MGV"	" gasoline, petrol, liquid fuel"	NA
"1099"	"h"	"Hal-sov-mishek "	NA	"MGV"	" carburetor"	NA
"1100"	"h"	"Hal-tor "	NA	"MGV"	" go, proceed"	NA
"1101"	"h"	"Halan "	" ' h_l - _n "	"MGV"	" trip, trek, voyage"	NA
"1102"	"h"	"Halek "	" ' h_l - ek "	"MGV"	" wheel"	NA
"1103"	"h"	"Hali "	" ' h_l - i "	"MGV"	" conveyance, craft, ship, vehicle"	NA
"1104"	"h"	"Halitra "	NA	"MGV"	" fleet"	NA
"1105"	"h"	"Halitra-lan "	NA	"MGV"	" admiral"	NA
"1106"	"h"	"Halovau "	NA	"MGV"	" journey, travel"	"v."
"1107"	"h"	"Halovaya "	NA	"MGV"	" journey, travel"	"n."
"1108"	"h"	"<a1>Halovaya t'Falor<a1> "	NA	"MGV"	"Falor's Journey"	"a tale of enlightenment with 348 verses"
"1109"	"h"	"Han "	NA	"MGV"	" nose"	NA
"1110"	"h"	"Haniwah "	" h_n - ' i - w_' , - w_ , - w_ "	"NGS"	" Vulcan seed-plant"	NA
"1111"	"h"	"Hanuvau "	NA	"MGV"	" flicker"	"v."
"1112"	"h"	"Haran "	" ' h_ - r_n "	"anc."	" legendary \"fire beast\""	NA
"1113"	"h"	"Has "	NA	"MGV"	" disease"	NA
"1114"	"h"	"Has-bosh "	NA	"MGV"	" sick"	NA
"1115"	"h"	"Has-dvinsu "	NA	"MGV"	" orderly"	"n., med."
"1116"	"h"	"Has-golsu, Has-gol'nevsu "	NA	"MGV"	" nurse"	"n., med."
"1117"	"h"	"Has-mar "	NA	"MGV"	" sickness"	NA
"1118"	"h"	"Has-mashek "	NA	"MGV"	" amp"	"o"
"1119"	"h"	"Has-tal "	NA	"MGV"	" medicine"	"the medical field"
"1120"	"h"	"Hasam "	" h_s - ' _m "	"MGV"	" toxin"	NA
"1121"	"h"	"Hasau "	NA	"MGV"	" sicken, become ill"	NA
"1122"	"h"	"Haseret "	NA	"MGV"	" medicine"	"medication"
"1123"	"h"	"Hash-hassu "	NA	"MGV"	" flight surgeon"	NA
"1124"	"h"	"Hash-hutau "	NA	"MGV"	" buffet"	"aero."
"1125"	"h"	"Hash-hutaya "	NA	"MGV"	" buffeting"	"aero."
"1126"	"h"	"Hash-mishek "	NA	"MGV"	" flight engineer"	NA
"1127"	"h"	"Hash-tal "	NA	"MGV"	" aeronautics"	NA
"1128"	"h"	"Hash-tash "	NA	"MGV"	" flight control"	NA
"1129"	"h"	"Hash-tor "	NA	"MGV"	" fly"	"v."
"1130"	"h"	"Hash-vulu "	NA	"MGV"	" angle of attack"	"aero."
"1131"	"h"	"Hash-yut "	NA	"MGV"	" flight path"	NA
"1132"	"h"	"Hashan-mathra "	NA	"MGV"	" flying saucer"	NA
"1133"	"h"	"Hashsu "	NA	"MGV"	" aviator, flier, pilot"	NA
"1134"	"h"	"Hashsu-shal "	NA	"MGV"	" cockpit"	"aero."
"1135"	"h"	"Hassu "	" ' h_s - su , ' h_s- u "	"MGV"	" healer, doctor, physician"	NA
"1136"	"h"	"Hasu "	" ' h_ - su "	"MGV"	" a living person/being"	NA
"1137"	"h"	"Hasuk "	" h_s - ' uk "	"MGV"	" medical"	"adj."
"1138"	"h"	"Hau "	NA	"MGV"	" add"	"v."
"1139"	"h"	"Hau-vel "	NA	"MGV"	" addend"	NA
"1140"	"h"	"Haul-kur "	NA	"MGV"	" silver"	"color"
"1141"	"h"	"Haul-tor "	NA	"MGV"	" reflect"	NA
"1142"	"h"	"Haul-tukh "	NA	"MGV"	" silver"	"metal"
"1143"	"h"	"Haulan "	" ' ha_l - _n "	"MGV"	" reflection"	NA
"1144"	"h"	"Haulat "	" ha_l - ' _t "	"MGV"	" mirror"	NA
"1145"	"h"	"Haulek "	" ' ha_l - ek "	"MGV"	" reflector"	NA
"1146"	"h"	"Haurok "	NA	"MGV"	" a Vulcan bird"	NA
"1147"	"h"	"Haya "	NA	"MGV"	" addition"	NA
"1148"	"h"	"Hayaik "	NA	"MGV"	" additional"	NA
"1149"	"h"	"Hayal|-| "	" h_ - ' j_l "	"MGV"	" calm, placid"	NA
"1150"	"h"	"Hayalit "	NA	"MGV"	" a small Vulcan burrowing animal"	NA
"1151"	"h"	"Hayatau "	NA	"MGV"	" augment"	"v."
"1152"	"h"	"Hayataya "	" h_ - j_ - ' t_ - j_ "	"MGV"	" augmentation"	NA
"1153"	"h"	"Heh "	" he, h_ "	"MGV"	" and"	"after a consonant sound"
"1154"	"h"	"Herbosh "	" her - ' bo"	"MGV"	" empty"	NA
"1155"	"h"	"Herik "	NA	"MGV"	" suitable"	NA
"1156"	"h"	"Herish-tor "	NA	"MGV"	" blend"	"v."
"1157"	"h"	"Herishek "	NA	"MGV"	" blender"	"device"
"1158"	"h"	"Hertak "	" ' her - t_k "	"MGV"	" baffle"	"n."
"1159"	"h"	"Hertak-math "	NA	"MGV"	" baffle plate"	NA
"1160"	"h"	"Hesha "	" he - '_ "	"MGV"	" fold"	"v."
"1161"	"h"	"Hi "	NA	"MGV"	" but"	NA
"1162"	"h"	"Hif-bi "	NA	"MGV"	" to me"	"superior"
"1163"	"h"	"Hiktra "	NA	"MGV"	" font"	"type"
"1164"	"h"	"Hil-tor "	NA	"MGV"	" dig"	"v."
"1165"	"h"	"Hilek "	" ' hil - ek "	"MGV"	" digger, shovel, spade"	NA
"1166"	"h"	"Hinek "	" hi - ' nek "	"MGV"	" bone"	NA
"1167"	"h"	"Hinek-masu "	NA	"MGV"	" "	"bone"
"1168"	"h"	"Hinek-tukh "	NA	"MGV"	" calcium"	NA
"1169"	"h"	"Hinekau "	" hi - nek - ' a_ "	"MGV"	" calcify, ossify"	NA
"1170"	"h"	"Hirat"	NA	"anc."	" grape-like Vulcan plant"	NA
"1171"	"h"	"His-tor "	NA	"MGV"	" strain"	"v."
"1172"	"h"	"Hish-pla-kur "	NA	"MGV"	" cyan"	"color"
"1173"	"h"	"Hish-tor "	NA	"MGV"	" print, press "	"down on"
"1174"	"h"	"Hishek "	" ' hi- ek "	"MGV"	" press"	"n."
"1175"	"h"	"Hishel "	" hi- ' el "	"MGV"	" stress"	"n."
"1176"	"h"	"Hishsu "	" ' hi- su "	"MGV"	" printer"	"person"
"1177"	"h"	"Hitra "	NA	"MGV"	" media"	NA
"1178"	"h"	"Hiya'es "	" hi - ' j_ - es "	"MGV"	" expertise"	NA
"1179"	"h"	"Hiyasu "	NA	"MGV"	" expert"	"n."
"1180"	"h"	"Hiyet "	" hi - ' jet "	"MGV"	" enough"	NA
"1181"	"h"	"Hizhuk "	NA	"MGV"	" quiet"	"adj."
"1182"	"h"	"Ho-rah"	NA	"anc."	" ritual"	NA
"1183"	"h"	"Hohl-tor "	NA	"MGV"	" shave"	"v."
"1184"	"h"	"Hoknau "	" hok - ' na_ "	"MGV"	" accumulate, gather "	"up"
"1185"	"h"	"Hoknaya "	NA	"MGV"	" accumulation, gathering "	"up"
"1186"	"h"	"Hokni'es "	" ' hok - ni - es "	"MGV"	" consciousness"	NA
"1187"	"h"	"Holsh "	NA	"MGV"	" myth"	NA
"1188"	"h"	"Holsh-tal "	NA	"MGV"	" mythology"	NA
"1189"	"h"	"Holshan-, Holshanik "	NA	"MGV"	" mythical"	NA
"1190"	"h"	"Hosh-tukh "	NA	"MGV"	" fluorine"	NA
"1191"	"h"	"Hotor-, Hotorik "	NA	"MGV"	" formal"	"adj."
"1192"	"h"	"Hu'a "	" ' hu - _ "	"anc."	" mythological demon seductress; succubus"	NA
"1193"	"h"	"Hudokal-, Hudokalik "	NA	"MGV"	" delighted"	"adj."
"1194"	"h"	"Hudokau "	NA	"MGV"	" delight"	"v."
"1195"	"h"	"Hudokaya "	NA	"MGV"	" delight"	"n."
"1196"	"h"	"Huhk "	" hk , hk "	"MGV"	" hiccup"	"n."
"1197"	"h"	"Huhsh "	" h, h"	"MGV"	" cough"	"n."
"1198"	"h"	"Huht-, Huhtik "	NA	"MGV"	" solid"	"adj."
"1199"	"h"	"Hushau "	NA	"MGV"	" gasp"	"v."
"1200"	"h"	"Hutau "	NA	"MGV"	" shake, quake"	"v."
"1201"	"h"	"Huun "	NA	"MGV"	" oops"	NA
"1202"	"i"	"I, I' "	NA	"MGV"	" now"	NA
"1203"	"i"	"If "	NA	"MGV"	" which"	NA
"1204"	"i"	"Ifis "	" i - ' fis "	"MGV"	" transport"	"ation"
"1205"	"i"	"Ifis-tor "	" i - fis - ' tor "	"MGV"	" transport"	"v."
"1206"	"i"	"Ifis-ur "	" i - ' fis - ur "	"MGV"	" travel tube, \"subway\""	NA
"1207"	"i"	"Ifisek "	" i - ' fis - ek "	"MGV"	" transporter"	NA
"1208"	"i"	"Igen "	" i - ' gen "	"MGV"	" sky"	NA
"1209"	"i"	"Igen-tukh "	NA	"MGV"	" atmosphere"	NA
"1210"	"i"	"Igen-va "	NA	"MGV"	" weather"	NA
"1211"	"i"	"Igen-wesh "	NA	"MGV"	" lightning"	"obs."
"1212"	"i"	"Ihat-, Ihatik "	NA	"MGV"	" extant"	NA
"1213"	"i"	"Ihn'es "	NA	"MGV"	" density"	NA
"1214"	"i"	"Ihn-, Ihnik "	NA	"MGV"	" dense"	NA
"1215"	"i"	"Ihk-banut"	NA	"anc."	" \"the subject of discussion\", \"the one who is being spoken of\""	NA
"1216"	"i"	"Ihsek "	" _s - ' ek "	"MGV"	" fog"	"n."
"1217"	"i"	"Ihsek-pasht "	NA	"MGV"	" fogbound"	NA
"1218"	"i"	"Ihsek-vikayek "	NA	"MGV"	" foghorn"	NA
"1219"	"i"	"Ihsekweik "	" _s - ' ek - we_k "	"MGV"	" foggy"	NA
"1220"	"i"	"Ihv-mofek "	NA	"MGV"	" pry bar"	NA
"1221"	"i"	"Ihv-tor "	NA	"MGV"	" pry"	"v."
"1222"	"i"	"Ihv-vel "	NA	"MGV"	" crowbar"	NA
"1223"	"i"	"Ikap-, Ikapik "	NA	"MGV"	" closed"	"adj."
"1224"	"i"	"Ikap-raf-kuvik "	NA	"MGV"	" closed circuit"	"adj."
"1225"	"i"	"Ikap-shal-pthak "	NA	"MGV"	" claustrophobia"	NA
"1226"	"i"	"Ikap-tor "	NA	"MGV"	" close, shut"	"v."
"1227"	"i"	"Ikapirak "	NA	"MGV"	" meditation: \"closed posture\""	NA
"1228"	"i"	"Iksevau "	" ik - se - ' va_ "	"MGV"	" annoy"	NA
"1229"	"i"	"Iksevaunik "	NA	"MGV"	" annoyed"	"adj."
"1230"	"i"	"Ikun "	" i - ' kun "	"MGV"	" cone"	"shape"
"1231"	"i"	"Il "	NA	"MGV"	" or, nor"	NA
"1232"	"i"	"Il-eh "	" il - ' e , - ' _ "	"MGV"	" and/or"	NA
"1233"	"i"	"Im-tukh "	NA	"MGV"	" argon"	NA
"1234"	"i"	"In-du-ka"	NA	"NGS"	" small, red-leafed tree found near water"	NA
"1235"	"i"	"Inam-, Inamik "	NA	"MGV"	" existent"	"adj."
"1236"	"i"	"Ip-sut"	NA	"anc."	" conceal, hide"	NA
"1237"	"i"	"Ir "	NA	"MGV"	" distance"	NA
"1238"	"i"	"Ir-zehl-kes "	NA	"MGV"	" azimuth"	NA
"1239"	"i"	"Irak|-| "	" i - ' r_k "	"MGV"	" far, distant"	NA
"1240"	"i"	"Is "	NA	"MGV"	" use"	"n."
"1241"	"i"	"Is-bosh "	NA	"MGV"	" useful"	NA
"1242"	"i"	"Is-fam-, Is-famik "	" ' is - f_m "	"MGV"	" useless"	NA
"1243"	"i"	"Is-lof "	" is - ' lof "	"MGV"	" function"	"n."
"1244"	"i"	"Is-tor "	NA	"MGV"	" use"	"v."
"1245"	"i"	"Isachya "	" i - ' s_t- j_ "	"MGV"	" hair"	NA
"1246"	"i"	"Isan "	" ' is - _n "	"MGV"	" usage"	NA
"1247"	"i"	"Ish-veh "	NA	"MGV"	" that one"	NA
"1248"	"i"	"Isha "	" ' i -_ "	"MGV"	" also, too"	NA
"1249"	"i"	"Iskan "	" is - ' k_n "	"MGV"	" economy"	NA
"1250"	"i"	"Iskan-tal "	NA	"MGV"	" economics"	"study"
"1251"	"i"	"Iskan-talsu "	NA	"MGV"	" economist"	NA
"1252"	"i"	"Istau "	NA	"MGV"	" wish"	"v."
"1253"	"i"	"Istaya "	NA	"MGV"	" wish"	"n."
"1254"	"i"	"Isu-keh "	NA	"MGV"	" a type of Vulcan bush"	NA
"1255"	"i"	"It "	NA	"MGV"	" tact"	NA
"1256"	"i"	"It-bosh "	" ' it - bo"	"MGV"	" tactful"	"adj."
"1257"	"i"	"It-fam-, It-famik "	NA	"MGV"	" tactless"	"adj."
