"FRST_LETTER"	"voicing"	"vulcan"	"variety"	"pos"	"croftian_crossling_concepts"	"fse"
"1025"	"g"	"voiced"	"Grazhau "	"MGV"	"v."	"ACT.CONC"	"grind"
"1026"	"g"	"voiced"	"Grazhiv "	"MGV"	"n."	"OBJ.CONC"	"dust, powder"
"1027"	"g"	"voiced"	"Grazhiv-sahriv "	"MGV"	"n."	"OBJ.CONC"	"dust storm"
"1028"	"g"	"voiced"	"Grei "	"MGV"	"n."	"OBJ.CONC"	"limit"
"1029"	"g"	"voiced"	"Grenat "	"MGV"	"n."	"OBJ.CONC"	"domain"
"1030"	"g"	"voiced"	"Grohk "	"MGV"	"n."	"OBJ.CONC"	"perversion"
"1031"	"g"	"voiced"	"Grok-tukh "	"MGV"	"n."	"OBJ.CONC"	"bismuth"
"1032"	"g"	"voiced"	"Grut "	"MGV"	"n."	"OBJ.CONC"	"agate"
"1033"	"g"	"voiced"	"Gu-vam "	"anc."	"n."	"OBJ.CONC"	"duty"
"1034"	"g"	"voiced"	"Gubi "	"anc."	"n."	"OBJ.CONC"	"stigma"
"1035"	"g"	"voiced"	"Guf "	"MGV"	"n."	"OBJ.CONC"	"socket"
"1036"	"g"	"voiced"	"Guhf-, Guhfik "	"MGV"	"adj."	"PROP.CONC"	"boring, dull"
"1037"	"g"	"voiced"	"Guhl'es "	"MGV"	"n."	"OBJ.CONC"	"confidence"
"1038"	"g"	"voiced"	"Guhras-zhit "	"MGV"	"n."	"OBJ.CONC"	"invective (grammar)"
"1039"	"g"	"voiced"	"Guhsh "	"MGV"	"n."	"OBJ.CONC"	"debris, garbage, refuse, trash, offal, rubbish"
"1040"	"g"	"voiced"	"Guramau "	"MGV"	"v."	"ACT.CONC"	"appal(l)"
"1041"	"g"	"voiced"	"Guramayik "	"MGV"	"adj."	"PROP.CONC"	"appalled"
"1042"	"g"	"voiced"	"Guv "	"MGV"	"n."	"OBJ.CONC"	"gender, sex"
"1043"	"h"	"voiceless"	"Ha "	"MGV"	"interj."	"interjection"	"yes, affirmative"
"1044"	"h"	"voiceless"	"Ha'au "	"MGV"	"v."	"ACT.CONC"	"dwell, live"
"1045"	"h"	"voiceless"	"Ha'fek "	"MGV"	"n."	"OBJ.CONC"	"candle"
"1046"	"h"	"voiceless"	"Ha'gel "	"MGV"	"n."	"OBJ.CONC"	"light (illumination)"
"1047"	"h"	"voiceless"	"Ha'gel-neyek "	"MGV"	"n."	"OBJ.CONC"	"dimmer (switch)"
"1048"	"h"	"voiceless"	"Ha'gel-tanaf "	"MGV"	"n."	"OBJ.CONC"	"photography"
"1049"	"h"	"voiceless"	"Ha'gel-tanafsu "	"MGV"	"n."	"OBJ.CONC"	"photographer"
"1050"	"h"	"voiceless"	"Ha'gelet "	"MGV"	"n."	"OBJ.CONC"	"(electric) light, electric lamp, any device that gives off light"
"1051"	"h"	"voiceless"	"Ha'kiv "	"MGV"	"n."	"OBJ.CONC"	"life"
"1052"	"h"	"voiceless"	"Ha'tanau "	"MGV"	"v."	"ACT.CONC"	"give off light"
"1053"	"h"	"voiceless"	"Ha'u "	"MGV"	"n."	"OBJ.CONC"	"the Living"
"1054"	"h"	"voiceless"	"Ha-donka'es "	"MGV"	"n."	"OBJ.CONC"	"biodiversity"
"1055"	"h"	"voiceless"	"Ha-ek'shal "	"MGV"	"n."	"OBJ.CONC"	"ecosphere"
"1056"	"h"	"voiceless"	"Ha-ek'torektra "	"MGV"	"n."	"OBJ.CONC"	"ecosystem"
"1057"	"h"	"voiceless"	"Ha-ha'tanaya "	"MGV"	"n."	"OBJ.CONC"	"bioluminescence"
"1058"	"h"	"voiceless"	"Ha-kel "	"MGV"	"n."	"OBJ.CONC"	"home"
"1059"	"h"	"voiceless"	"Ha-meil-tal "	"MGV"	"n."	"OBJ.CONC"	"biochemistry"
"1060"	"h"	"voiceless"	"Ha-tal "	"MGV"	"n."	"OBJ.CONC"	"biology"
"1061"	"h"	"voiceless"	"Ha-tehvar "	"MGV"	"n."	"OBJ.CONC"	"biological hazard, biohazard"
"1062"	"h"	"voiceless"	"Ha-tor "	"MGV"	"v."	"ACT.CONC"	"live"
"1063"	"h"	"voiceless"	"Ha-vel-ahkhan "	"MGV"	"n."	"OBJ.CONC"	"biological warfare"
"1064"	"h"	"voiceless"	"Ha-wak-vel "	"MGV"	"n."	"OBJ.CONC"	"biological clock"
"1065"	"h"	"voiceless"	"Haf "	"MGV"	"n."	"OBJ.CONC"	"gap"
"1066"	"h"	"voiceless"	"Hafa'el "	"anc."	"n."	"OBJ.CONC"	"hostel(ry)"
"1067"	"h"	"voiceless"	"Hafan-tor "	"MGV"	"v."	"ACT.CONC"	"stay (spending time/being a guest)"
"1068"	"h"	"voiceless"	"Hafau "	"MGV"	"v."	"ACT.CONC"	"remain (behind)"
"1069"	"h"	"voiceless"	"Hag-, Hagik "	"MGV"	"adj."	"PROP.CONC"	"easy, facile"
"1070"	"h"	"voiceless"	"Hahf "	"MGV"	"n."	"OBJ.CONC"	"adversary, foe"
"1071"	"h"	"voiceless"	"Haifan "	"MGV"	"n."	"OBJ.CONC"	"banner, flag, pennant"
"1072"	"h"	"voiceless"	"Haishau "	"MGV"	"v."	"ACT.CONC"	"demand"
"1073"	"h"	"voiceless"	"Hakau "	"MGV"	"v."	"ACT.CONC"	"heal"
"1074"	"h"	"voiceless"	"Hakausu "	"MGV"	"n."	"OBJ.CONC"	"healer"
"1075"	"h"	"voiceless"	"Hakur-, Hakurik "	"MGV"	"adj."	"PROP.CONC"	"vivid"
"1076"	"h"	"voiceless"	"Hal"	"anc."	"n."	"OBJ.CONC"	"car, cart"
"1077"	"h"	"voiceless"	"Hal-masu "	"MGV"	"n."	"OBJ.CONC"	"gasoline, petrol, liquid fuel"
"1078"	"h"	"voiceless"	"Hal-sov-mishek "	"MGV"	"n."	"OBJ.CONC"	"carburetor"
"1079"	"h"	"voiceless"	"Hal-tor "	"MGV"	"v."	"ACT.CONC"	"go, proceed"
"1080"	"h"	"voiceless"	"Halan "	"MGV"	"n."	"OBJ.CONC"	"trip, trek, voyage"
"1081"	"h"	"voiceless"	"Halek "	"MGV"	"n."	"OBJ.CONC"	"wheel"
"1082"	"h"	"voiceless"	"Hali "	"MGV"	"n."	"OBJ.CONC"	"conveyance, craft, ship, vehicle"
"1083"	"h"	"voiceless"	"Halitra "	"MGV"	"n."	"OBJ.CONC"	"fleet"
"1084"	"h"	"voiceless"	"Halitra-lan "	"MGV"	"n."	"OBJ.CONC"	"admiral"
"1085"	"h"	"voiceless"	"Halovau "	"MGV"	"v."	"ACT.CONC"	"journey, travel"
"1086"	"h"	"voiceless"	"Halovaya "	"MGV"	"n."	"OBJ.CONC"	"journey, travel"
"1087"	"h"	"voiceless"	"Halovaya t'Falor"	"MGV"	"n."	"OBJ.CONC"	"Falor's Journey' a tale of enlightenment with 348 verses"
"1088"	"h"	"voiceless"	"Han "	"MGV"	"n."	"OBJ.CONC"	"nose"
"1089"	"h"	"voiceless"	"Hanuvau "	"MGV"	"v."	"ACT.CONC"	"flicker"
"1090"	"h"	"voiceless"	"Haran "	"anc."	"n."	"OBJ.CONC"	"legendary 'fire beast'"
"1091"	"h"	"voiceless"	"Has "	"MGV"	"n."	"OBJ.CONC"	"disease"
"1092"	"h"	"voiceless"	"Has-bosh "	"MGV"	"adj."	"PROP.CONC"	"sick"
"1093"	"h"	"voiceless"	"Has-dvinsu "	"MGV"	"n."	"OBJ.CONC"	"orderly"
"1094"	"h"	"voiceless"	"Has-golsu, Has-gol'nevsu "	"MGV"	"n."	"OBJ.CONC"	"nurse"
"1095"	"h"	"voiceless"	"Has-mar "	"MGV"	"n."	"OBJ.CONC"	"sickness"
"1096"	"h"	"voiceless"	"Has-mashek "	"MGV"	"n."	"OBJ.CONC"	"amp(o)ule"
"1097"	"h"	"voiceless"	"Has-tal "	"MGV"	"n."	"OBJ.CONC"	"medicine (the medical field)"
"1098"	"h"	"voiceless"	"Hasam "	"MGV"	"n."	"OBJ.CONC"	"toxin"
"1099"	"h"	"voiceless"	"Hasau "	"MGV"	"v."	"ACT.CONC"	"sicken, become ill"
"1100"	"h"	"voiceless"	"Haseret "	"MGV"	"n."	"OBJ.CONC"	"medicine, medication"
"1101"	"h"	"voiceless"	"Hash-hassu "	"MGV"	"n."	"OBJ.CONC"	"flight surgeon"
"1102"	"h"	"voiceless"	"Hash-hutau "	"MGV"	"v."	"ACT.CONC"	"buffet"
"1103"	"h"	"voiceless"	"Hash-hutaya "	"MGV"	"n."	"OBJ.CONC"	"buffeting"
"1104"	"h"	"voiceless"	"Hash-mishek "	"MGV"	"n."	"OBJ.CONC"	"flight engineer"
"1105"	"h"	"voiceless"	"Hash-tal "	"MGV"	"n."	"OBJ.CONC"	"aeronautics"
"1106"	"h"	"voiceless"	"Hash-tash "	"MGV"	"n."	"OBJ.CONC"	"flight control"
"1107"	"h"	"voiceless"	"Hash-tor "	"MGV"	"v."	"ACT.CONC"	"fly"
"1108"	"h"	"voiceless"	"Hash-vulu "	"MGV"	"n."	"OBJ.CONC"	"angle of attack"
"1109"	"h"	"voiceless"	"Hash-yut "	"MGV"	"n."	"OBJ.CONC"	"flight path"
"1110"	"h"	"voiceless"	"Hashan-mathra "	"MGV"	"n."	"OBJ.CONC"	"flying saucer"
"1111"	"h"	"voiceless"	"Hashsu "	"MGV"	"n."	"OBJ.CONC"	"aviator, flier, pilot"
"1112"	"h"	"voiceless"	"Hashsu-shal "	"MGV"	"n."	"OBJ.CONC"	"cockpit"
"1113"	"h"	"voiceless"	"Hassu "	"MGV"	"n."	"OBJ.CONC"	"healer, doctor, physician"
"1114"	"h"	"voiceless"	"Hasu "	"MGV"	"n."	"OBJ.CONC"	"a living person/being"
"1115"	"h"	"voiceless"	"Hasuk "	"MGV"	"adj."	"PROP.CONC"	"medical"
"1116"	"h"	"voiceless"	"Hau "	"MGV"	"v."	"ACT.CONC"	"add"
"1117"	"h"	"voiceless"	"Hau-vel "	"MGV"	"n."	"OBJ.CONC"	"addend(um)"
"1118"	"h"	"voiceless"	"Haul-kur "	"MGV"	"adj."	"PROP.CONC"	"silver"
"1119"	"h"	"voiceless"	"Haul-tor "	"MGV"	"v."	"ACT.CONC"	"reflect"
"1120"	"h"	"voiceless"	"Haul-tukh "	"MGV"	"n."	"OBJ.CONC"	"silver (metal)"
"1121"	"h"	"voiceless"	"Haulan "	"MGV"	"n."	"OBJ.CONC"	"reflection"
"1122"	"h"	"voiceless"	"Haulat "	"MGV"	"n."	"OBJ.CONC"	"mirror"
"1123"	"h"	"voiceless"	"Haulek "	"MGV"	"n."	"OBJ.CONC"	"reflector"
"1124"	"h"	"voiceless"	"Haurok "	"MGV"	"n."	"OBJ.CONC"	"a Vulcan bird"
"1125"	"h"	"voiceless"	"Haya "	"MGV"	"n."	"OBJ.CONC"	"addition"
"1126"	"h"	"voiceless"	"Hayaik "	"MGV"	"adj."	"PROP.CONC"	"additional"
"1127"	"h"	"voiceless"	"Hayal|-| "	"MGV"	"adj."	"PROP.CONC"	"calm, placid"
"1128"	"h"	"voiceless"	"Hayalit "	"MGV"	"n."	"OBJ.CONC"	"a small Vulcan burrowing animal"
"1129"	"h"	"voiceless"	"Hayatau "	"MGV"	"v."	"ACT.CONC"	"augment"
"1130"	"h"	"voiceless"	"Hayataya "	"MGV"	"n."	"OBJ.CONC"	"augmentation"
"1131"	"h"	"voiceless"	"Heh "	"MGV"	"conj."	"CONNECTOR"	"and (after a consonant sound)"
"1132"	"h"	"voiceless"	"Herbosh "	"MGV"	"adj."	"PROP.CONC"	"empty"
"1133"	"h"	"voiceless"	"Herik "	"MGV"	"adj."	"PROP.CONC"	"suitable"
"1134"	"h"	"voiceless"	"Herish-tor "	"MGV"	"v."	"ACT.CONC"	"blend"
"1135"	"h"	"voiceless"	"Herishek "	"MGV"	"n."	"OBJ.CONC"	"blender"
"1136"	"h"	"voiceless"	"Hertak "	"MGV"	"n."	"OBJ.CONC"	"baffle"
"1137"	"h"	"voiceless"	"Hertak-math "	"MGV"	"n."	"OBJ.CONC"	"baffle plate"
"1138"	"h"	"voiceless"	"Hesha "	"MGV"	"v."	"ACT.CONC"	"fold"
"1139"	"h"	"voiceless"	"Hi "	"MGV"	"conj."	"CONNECTOR"	"but"
"1140"	"h"	"voiceless"	"Hif-bi "	"MGV"	"pron."	"OBJ.CONC"	"to me (superior)"
"1141"	"h"	"voiceless"	"Hiktra "	"MGV"	"n."	"OBJ.CONC"	"font (type)"
"1142"	"h"	"voiceless"	"Hil-tor "	"MGV"	"v."	"ACT.CONC"	"dig"
"1143"	"h"	"voiceless"	"Hilek "	"MGV"	"n."	"OBJ.CONC"	"digger, shovel, spade"
"1144"	"h"	"voiceless"	"Hinek "	"MGV"	"n."	"OBJ.CONC"	"bone"
"1145"	"h"	"voiceless"	"Hinek-masu "	"MGV"	"n."	"OBJ.CONC"	"(bone) marrow"
"1146"	"h"	"voiceless"	"Hinek-tukh "	"MGV"	"n."	"OBJ.CONC"	"calcium"
"1147"	"h"	"voiceless"	"Hinekau "	"MGV"	"v."	"ACT.CONC"	"calcify, ossify"
"1148"	"h"	"voiceless"	"Hirat"	"anc."	"n."	"OBJ.CONC"	"grape-like Vulcan plant"
"1149"	"h"	"voiceless"	"His-tor "	"MGV"	"v."	"ACT.CONC"	"strain"
"1150"	"h"	"voiceless"	"Hish-pla-kur "	"MGV"	"adj."	"PROP.CONC"	"cyan"
"1151"	"h"	"voiceless"	"Hish-tor "	"MGV"	"v."	"ACT.CONC"	"print, press (down on)"
"1152"	"h"	"voiceless"	"Hishek "	"MGV"	"n."	"OBJ.CONC"	"press"
"1153"	"h"	"voiceless"	"Hishel "	"MGV"	"n."	"OBJ.CONC"	"stress"
"1154"	"h"	"voiceless"	"Hishsu "	"MGV"	"n."	"OBJ.CONC"	"printer (person)"
"1155"	"h"	"voiceless"	"Hitra "	"MGV"	"n."	"OBJ.CONC"	"media"
"1156"	"h"	"voiceless"	"Hiya'es "	"MGV"	"n."	"OBJ.CONC"	"expertise"
"1157"	"h"	"voiceless"	"Hiyasu "	"MGV"	"n."	"OBJ.CONC"	"expert"
"1158"	"h"	"voiceless"	"Hiyet "	"MGV"	"adv."	"DEG.MOD"	"enough"
"1159"	"h"	"voiceless"	"Hizhuk "	"MGV"	"adj."	"PROP.CONC"	"quiet"
"1160"	"h"	"voiceless"	"Ho-rah"	"anc."	"n."	"OBJ.CONC"	"ritual"
"1161"	"h"	"voiceless"	"Hohl-tor "	"MGV"	"v."	"ACT.CONC"	"shave"
"1162"	"h"	"voiceless"	"Hoknau "	"MGV"	"v."	"ACT.CONC"	"accumulate, gather (up)"
"1163"	"h"	"voiceless"	"Hoknaya "	"MGV"	"n."	"OBJ.CONC"	"accumulation, gathering (up)"
"1164"	"h"	"voiceless"	"Hokni'es "	"MGV"	"n."	"OBJ.CONC"	"consciousness"
"1165"	"h"	"voiceless"	"Holsh "	"MGV"	"n."	"OBJ.CONC"	"myth"
"1166"	"h"	"voiceless"	"Holsh-tal "	"MGV"	"n."	"OBJ.CONC"	"mythology"
"1167"	"h"	"voiceless"	"Holshan-, Holshanik "	"MGV"	"adj."	"PROP.CONC"	"mythical"
"1168"	"h"	"voiceless"	"Hosh-tukh "	"MGV"	"n."	"OBJ.CONC"	"fluorine"
"1169"	"h"	"voiceless"	"Hotor-, Hotorik "	"MGV"	"adj."	"PROP.CONC"	"formal"
"1170"	"h"	"voiceless"	"Hu'a "	"anc."	"n."	"OBJ.CONC"	"mythological demon seductress; succubus"
"1171"	"h"	"voiceless"	"Hudokal-, Hudokalik "	"MGV"	"adj."	"PROP.CONC"	"delighted"
"1172"	"h"	"voiceless"	"Hudokau "	"MGV"	"v."	"ACT.CONC"	"delight"
"1173"	"h"	"voiceless"	"Hudokaya "	"MGV"	"n."	"OBJ.CONC"	"delight"
"1174"	"h"	"voiceless"	"Huhk "	"MGV"	"n."	"OBJ.CONC"	"hiccup"
"1175"	"h"	"voiceless"	"Huhsh "	"MGV"	"n."	"OBJ.CONC"	"cough"
"1176"	"h"	"voiceless"	"Huht-, Huhtik "	"MGV"	"adj."	"PROP.CONC"	"solid"
"1177"	"h"	"voiceless"	"Hushau "	"MGV"	"v."	"ACT.CONC"	"gasp"
"1178"	"h"	"voiceless"	"Hutau "	"MGV"	"v."	"ACT.CONC"	"shake, quake"
"1179"	"h"	"voiceless"	"Huun "	"MGV"	"interj."	"interjection"	"oops"
"1180"	"i"	"voiced"	"I, I' "	"MGV"	"adv."	"ACT.CONC.MOD"	"now"
"1181"	"i"	"voiced"	"If "	"MGV"	"pron."	"OBJ.CONC"	"which"
"1182"	"i"	"voiced"	"Ifis "	"MGV"	"n."	"OBJ.CONC"	"transport(ation)"
"1183"	"i"	"voiced"	"Ifis-tor "	"MGV"	"v."	"ACT.CONC"	"transport"
"1184"	"i"	"voiced"	"Ifis-ur "	"MGV"	"n."	"OBJ.CONC"	"travel tube, 'subway'"
"1185"	"i"	"voiced"	"Ifisek "	"MGV"	"n."	"OBJ.CONC"	"transporter"
"1186"	"i"	"voiced"	"Igen "	"MGV"	"n."	"OBJ.CONC"	"sky"
"1187"	"i"	"voiced"	"Igen-tukh "	"MGV"	"n."	"OBJ.CONC"	"atmosphere"
"1188"	"i"	"voiced"	"Igen-va "	"MGV"	"n."	"OBJ.CONC"	"weather"
"1189"	"i"	"voiced"	"Ihat-, Ihatik "	"MGV"	"adj."	"PROP.CONC"	"extant"
"1190"	"i"	"voiced"	"Ihn'es "	"MGV"	"n."	"OBJ.CONC"	"density"
"1191"	"i"	"voiced"	"Ihn-, Ihnik "	"MGV"	"adj."	"PROP.CONC"	"dense"
"1192"	"i"	"voiced"	"Ihk-banut"	"anc."	"pron."	"OBJ.CONC"	"'the subject of discussion', 'the one who is being spoken of'"
"1193"	"i"	"voiced"	"Ihsek "	"MGV"	"n."	"OBJ.CONC"	"fog"
"1194"	"i"	"voiced"	"Ihsek-pasht "	"MGV"	"adj."	"PROP.CONC"	"fogbound"
"1195"	"i"	"voiced"	"Ihsek-vikayek "	"MGV"	"n."	"OBJ.CONC"	"foghorn"
"1196"	"i"	"voiced"	"Ihsekweik "	"MGV"	"adj."	"PROP.CONC"	"foggy"
"1197"	"i"	"voiced"	"Ihv-mofek "	"MGV"	"n."	"OBJ.CONC"	"pry bar"
"1198"	"i"	"voiced"	"Ihv-tor "	"MGV"	"v."	"ACT.CONC"	"pry"
"1199"	"i"	"voiced"	"Ihv-vel "	"MGV"	"n."	"OBJ.CONC"	"crowbar"
"1200"	"i"	"voiced"	"Ikap-, Ikapik "	"MGV"	"adj."	"PROP.CONC"	"closed"
"1201"	"i"	"voiced"	"Ikap-raf-kuvik "	"MGV"	"adj."	"PROP.CONC"	"closed circuit"
"1202"	"i"	"voiced"	"Ikap-shal-pthak "	"MGV"	"n."	"OBJ.CONC"	"claustrophobia"
"1203"	"i"	"voiced"	"Ikap-tor "	"MGV"	"v."	"ACT.CONC"	"close, shut"
"1204"	"i"	"voiced"	"Ikapirak "	"MGV"	"n."	"OBJ.CONC"	"closed posture' (meditation)"
"1205"	"i"	"voiced"	"Iksevau "	"MGV"	"v."	"ACT.CONC"	"annoy"
"1206"	"i"	"voiced"	"Iksevaunik "	"MGV"	"adj."	"PROP.CONC"	"annoyed"
"1207"	"i"	"voiced"	"Ikun "	"MGV"	"n."	"OBJ.CONC"	"cone"
"1208"	"i"	"voiced"	"Il "	"MGV"	"conj."	"CONNECTOR"	"or, nor"
"1209"	"i"	"voiced"	"Il-eh "	"MGV"	"conj."	"CONNECTOR"	"and/or"
"1210"	"i"	"voiced"	"Im-tukh "	"MGV"	"n."	"OBJ.CONC"	"argon"
"1211"	"i"	"voiced"	"Inam-, Inamik "	"MGV"	"adj."	"PROP.CONC"	"existent"
"1212"	"i"	"voiced"	"Ip-sut"	"anc."	"v."	"ACT.CONC"	"conceal, hide"
"1213"	"i"	"voiced"	"Ir "	"MGV"	"n."	"OBJ.CONC"	"distance"
"1214"	"i"	"voiced"	"Ir-zehl-kes "	"MGV"	"n."	"OBJ.CONC"	"azimuth"
"1215"	"i"	"voiced"	"Irak|-| "	"MGV"	"adj."	"PROP.CONC"	"far, distant"
"1216"	"i"	"voiced"	"Is "	"MGV"	"n."	"OBJ.CONC"	"use"
"1217"	"i"	"voiced"	"Is-bosh "	"MGV"	"adj."	"PROP.CONC"	"useful"
"1218"	"i"	"voiced"	"Is-fam-, Is-famik "	"MGV"	"adj."	"PROP.CONC"	"useless"
"1219"	"i"	"voiced"	"Is-lof "	"MGV"	"n."	"OBJ.CONC"	"function"
"1220"	"i"	"voiced"	"Is-tor "	"MGV"	"v."	"ACT.CONC"	"use"
"1221"	"i"	"voiced"	"Isachya "	"MGV"	"n."	"OBJ.CONC"	"hair"
"1222"	"i"	"voiced"	"Isan "	"MGV"	"n."	"OBJ.CONC"	"usage"
"1223"	"i"	"voiced"	"Ish-veh "	"MGV"	"pron."	"SITU.MOD"	"that one"
"1224"	"i"	"voiced"	"Isha "	"MGV"	"adv."	"ACT.CONC.MOD"	"also, too"
"1225"	"i"	"voiced"	"Iskan "	"MGV"	"n."	"OBJ.CONC"	"economy"
"1226"	"i"	"voiced"	"Iskan-tal "	"MGV"	"n."	"OBJ.CONC"	"economics"
"1227"	"i"	"voiced"	"Iskan-talsu "	"MGV"	"n."	"OBJ.CONC"	"economist"
"1228"	"i"	"voiced"	"Istau "	"MGV"	"v."	"ACT.CONC"	"wish"
"1229"	"i"	"voiced"	"Istaya "	"MGV"	"n."	"OBJ.CONC"	"wish"
"1230"	"i"	"voiced"	"Isu-keh "	"MGV"	"n."	"OBJ.CONC"	"a type of Vulcan bush"
"1231"	"i"	"voiced"	"It "	"MGV"	"n."	"OBJ.CONC"	"tact"
"1232"	"i"	"voiced"	"It-bosh "	"MGV"	"adj."	"PROP.CONC"	"tactful"
"1233"	"i"	"voiced"	"It-fam-, It-famik "	"MGV"	"adj."	"PROP.CONC"	"tactless"
"1234"	"i"	"voiced"	"Itaren "	"MGV"	"v."	"ACT.CONC"	"thank"
"1235"	"i"	"voiced"	"Iwi|-| "	"MGV"	"adv."	"ACT.CONC.MOD"	"immediate(ly)"
"1236"	"i"	"voiced"	"Iyi-, Iyik "	"MGV"	"adj."	"PROP.CONC"	"contemporary, modern"
"1237"	"i"	"voiced"	"Iyula "	"MGV"	"n."	"OBJ.CONC"	"culture"
"1238"	"i"	"voiced"	"Izau "	"MGV"	"v."	"ACT.CONC"	"shift"
"1239"	"i"	"voiced"	"Izayek "	"MGV"	"n."	"OBJ.CONC"	"shifter, shift lever"
"1240"	"i"	"voiced"	"Izh "	"MGV"	"n."	"OBJ.CONC"	"snow"
"1241"	"i"	"voiced"	"Izh-ash'el "	"MGV"	"n."	"OBJ.CONC"	"showshoe"
"1242"	"i"	"voiced"	"Izh-sahriv "	"MGV"	"n."	"OBJ.CONC"	"snowstorm, blizzard"
"1243"	"i"	"voiced"	"Izh-vok "	"MGV"	"n."	"OBJ.CONC"	"snow level"
"1244"	"i"	"voiced"	"Izh-wef "	"MGV"	"n."	"OBJ.CONC"	"snowflake"
"1245"	"i"	"voiced"	"Izh-zahzek "	"MGV"	"n."	"OBJ.CONC"	"snow plow"
"1246"	"i"	"voiced"	"Izhau "	"MGV"	"v."	"ACT.CONC"	"snow"
"1247"	"i"	"voiced"	"Izhyan-, Izhyanik "	"MGV"	"adj."	"PROP.CONC"	"snowy"
"1248"	"k"	"voiceless"	"K'ashiv "	"MGV"	"adv."	"ACT.CONC.MOD"	"often"
"1249"	"k"	"voiceless"	"K'ha "	"MGV"	"adj."	"PROP.CONC"	"alive"
"1250"	"k"	"voiceless"	"K'ha-solektau-pthak "	"MGV"	"n."	"OBJ.CONC"	"taphephobia"
"1251"	"k"	"voiceless"	"K'hu'kru "	"MGV"	"n."	"OBJ.CONC"	"babble, hubbub"
"1252"	"k"	"voiceless"	"K'kan "	"MGV"	"adj."	"PROP.CONC"	"pregnant"
"1253"	"k"	"voiceless"	"K'kla-min "	"MGV"	"adv."	"ACT.CONC.MOD"	"in fact, in all actuality"
"1254"	"k"	"voiceless"	"K'kvayei "	"MGV"	"prep."	"SITU.MOD"	"through which"
"1255"	"k"	"voiceless"	"K'oh-nar"	"anc."	"n."	"OBJ.CONC"	"fear of being completely exposed in a vulnerable situation"
"1256"	"k"	"voiceless"	"K'puu "	"MGV"	"adv."	"DEG.MOD"	"at least"
"1257"	"k"	"voiceless"	"K'shatri "	"anc."	"adj."	"PROP.CONC"	"foreign"
"1258"	"k"	"voiceless"	"K'torr "	"anc."	"adj."	"PROP.CONC"	"completely lacking something"
"1259"	"k"	"voiceless"	"K'wuhli "	"MGV"	"prep."	"SITU.MOD"	"apart, separate (from)"
"1260"	"k"	"voiceless"	"Ka "	"MGV"	"adv."	"ACT.CONC.MOD"	"same, equally"
"1261"	"k"	"voiceless"	"Ka'a "	"MGV"	"adj."	"PROP.CONC"	"as, like, similar to, akin to"
"1262"	"k"	"voiceless"	"Ka'athaira "	"MGV"	"n."	"OBJ.CONC"	"'ka'athyra', a Vulcan musical instrument"
"1263"	"k"	"voiceless"	"Ka'es "	"MGV"	"n."	"OBJ.CONC"	"equality"
"1264"	"k"	"voiceless"	"Ka'yed "	"anc."	"n."	"OBJ.CONC"	"axiom"
"1265"	"k"	"voiceless"	"Ka-, Kaik "	"MGV"	"adj."	"PROP.CONC"	"same, equal"
"1266"	"k"	"voiceless"	"Ka-gad "	"MGV"	"n."	"OBJ.CONC"	"equinox"
"1267"	"k"	"voiceless"	"Ka-ir-, Ka-irik "	"MGV"	"adj."	"PROP.CONC"	"equidistant"
"1268"	"k"	"voiceless"	"Ka-reh-vla "	"MGV"	"n."	"OBJ.CONC"	"equilateral triangle"
"1269"	"k"	"voiceless"	"Ka-shal-salehm "	"MGV"	"n."	"OBJ.CONC"	"equal-area projection"
"1270"	"k"	"voiceless"	"Ka-tala'es "	"MGV"	"n."	"OBJ.CONC"	"equivalence"
"1271"	"k"	"voiceless"	"Ka-tala-, Ka-talupik "	"MGV"	"adj."	"PROP.CONC"	"equivalent"
"1272"	"k"	"voiceless"	"Kad "	"MGV"	"n."	"OBJ.CONC"	"bump"
"1273"	"k"	"voiceless"	"Kafeh "	"MGV"	"n."	"OBJ.CONC"	"slave, bonded servant"
"1274"	"k"	"voiceless"	"Kafunik "	"MGV"	"adj."	"PROP.CONC"	"random"
"1275"	"k"	"voiceless"	"Kahai "	"MGV"	"v."	"ACT.CONC"	"flash"
"1276"	"k"	"voiceless"	"Kahai-sfek "	"MGV"	"n."	"OBJ.CONC"	"flash point"
"1277"	"k"	"voiceless"	"Kahat "	"MGV"	"n."	"OBJ.CONC"	"flash"
"1278"	"k"	"voiceless"	"Kahatek "	"MGV"	"n."	"OBJ.CONC"	"flasher"
"1279"	"k"	"voiceless"	"Kahkrus "	"MGV"	"n."	"OBJ.CONC"	"district"
"1280"	"k"	"voiceless"	"Kahla "	"MGV"	"n."	"OBJ.CONC"	"inertia"
"1281"	"k"	"voiceless"	"Kahm "	"MGV"	"n."	"OBJ.CONC"	"flesh, meat"
"1282"	"k"	"voiceless"	"Kahm-yokulsu, Kahm-yokulfa "	"MGV"	"n."	"OBJ.CONC"	"carnivore, meat-eater"
"1283"	"k"	"voiceless"	"Kahn-tor "	"MGV"	"v."	"ACT.CONC"	"boil"
"1284"	"k"	"voiceless"	"Kahnek "	"MGV"	"n."	"OBJ.CONC"	"boiler"
"1285"	"k"	"voiceless"	"Kahr "	"MGV"	"n."	"OBJ.CONC"	"city, town"
"1286"	"k"	"voiceless"	"Kahr-lan "	"MGV"	"n."	"OBJ.CONC"	"general (officer)"
