FRST_LETTER	WORD-FSE
b	Burst forth -- sposh-tor
b	Bury -- visolektau
b	"Bus (n.) -- rafanitra (electr.); |solektra-|tvifau-hali (vehicle)"
b	Bus depot/station/terminal -- laskat t'solektra-tvifau-halilar
b	Bus driver -- tvifau-hali-yetursu
b	"Bush -- lab'pi (plant); rishal-kastik-shal (mixed plant area)"
b	Bushing (mech.) -- radet
b	Bushmaster -- shi'kwai-trensu
b	Business -- mesgwumahran
b	Businessman -- sa-mesgwumahrsu
b	Businesswoman -- ko-mesgwumahrsu
b	Bussard collector -- tershayek t'Bussard
b	Bussard interstellar ramjet -- sva-yel-klunyavush t'Bussard
b	Busy -- toran-, toranik
b	But -- hi
b	Butane -- yolfu-tukh
b	Butcher (n.) -- kahm-neshsu
b	Butcher knife -- kahm-nesh-lipau
b	Butcher shop -- kahm-klep-kel
b	Butler (n.) -- pid-sa-dvinsu
b	Butte -- |pa'ash-|kunel (non-volcanic), zul-kunel (volcanic)
b	Butter (n.) -- thyar
b	Butterfly (n.) -- buhtuhr-flai, meruh'posuh
b	Butterfly effect -- buhtuhr-flai-daya
b	Butterfly gate -- da-svep-temep
b	Butterfly valve -- da-svep-spunek
b	Buttocks -- pla'kruslar
b	Button (n.) -- gonaf
b	Buttonhole -- gonaf-razh
b	Buttress (n.) -- si-kel-nenikayek
b	Buy (v.) -- mahr-tor
b	Buzz -- huhzhaya (n.), huhzhau (v.)
b	Buzzard -- buhzuhrd (VTW)
b	Buzzer -- huhzhayek
b	"By (prep.) -- be' (next to, near); s' (being the author of, etc.)"
b	By means of (prep.) -- bai'
b	By-product -- po-torvauk
b	"Bypass -- pamutaya (n.), pamutau (v.); pamutayek (device)"
b	Bypass channel -- pamutau-mashyut
b	Bypass gate -- pamutau-temep
b	Bypass pump -- pamutau-spol
b	Bypass valve -- pamutau-spunek
b	Byte -- feivek
b	Byzantine Empire -- Bihzahntin-Eik-Te'kru
b	Byzantium (_________, Constantinople, _________________, ________________, Kostantiniyye, ñ‡¸„‡‰, ñ‡Ë„‡‰, _stanbul) -- Bihzantium, Bihzahntium
c	Cab (taxi) -- vlitau-hors-hali (horse-drawn), vlitau-solektra-hali (automobile)
c	Cabbie, Cab driver -- yetursu t'vlitau-hors-hali (horse-drawn), yetursu t'vlitau-solektra-hali (automobile)
c	"Cabin -- lapuh-kelek (building); faukhut (inside of an aircraft); su-tvi-shal (room on a ship)"
c	Cabinet -- tsorayek
c	Cabinetmaker -- tsorayek-torsu
c	Cabinetry -- tsorayektra
c	Cable (n.) -- elakh (non-electr.), |teretra-|raf-elakh (electr.)
c	Cable assembly -- elakh-feretai
c	Cable buoy -- |markau-|elakh-ulidayek
c	Cable duct -- elakh-mev
c	Cable release -- elakh-torai-vel
c	Cable stitch -- elakh-og (n.), elakh-og-tor (v.)
c	Cabling (n.) -- elakhtra
c	Cache -- tsoraya (n.), tsorau (v.)
c	Cache memory -- tsorau-vokaya
c	Cacophobia -- watosh-pthak
c	Cadaver -- tevik-veh (TGV), tevikeh (MGV)
c	Cadence -- farr-dath-zehlanaya
c	Cadet -- ne-lan
c	Cadmium -- stal-tukh
c	Cadmium sulfide -- vlau'u t'stal-tukh
c	Caducous -- ten-tevan-, ten-tevanik
c	Cafeteria -- kel-shi'yem
c	"Cage -- kraisek (n.); kraiskau (v.)"
c	Cairn -- ulidau-kov-tuh
c	Caisson -- masu-temokuhlek (eng., constr.), pohsh-tukh-leshek (weapon)
c	"Cajun -- keidzhun-, keidzhunik (adj.); keidzhunsu (n.)"
c	Cake -- keik (VTW)
c	Calaverite -- dah-vnelu t'kin-tukh
c	Calcaneus, Calcaneum -- timut-hinek
c	Calcareous -- gav-, gavik
c	Calceologist -- ash'el-talsu
c	Calceology -- ash'el-tal
c	Calciferous -- gav-alem-, gav-alemik
c	Calcification -- hinekaya
c	Calcination -- tukh-fasan
c	Calcine -- fasu-tukh
c	Calcite -- gav-khush-tukh
c	Calcitonin -- hinek-dau-tukh
c	Calcium -- hinek-tukh
c	Calcium carbonate -- gavu t'hinek-tukh
c	Calcium chloride -- lafu t'hinek-tukh
c	"Calculus -- pitoh-su'us-ek'tal (math.); nafek-kov (med.)"
c	Caldera -- nush-zul-razh
c	Calendar -- gad-besan
c	Calendar watch -- lesh-wak-vel k'gad-besan
c	"Calf -- vaukh (anat.); kahf (VTW), kau-kan (young cow); weil-kan (young whale)"
c	Calf hide -- kahf-wadi, kau-kan-wadi
c	Caliber, Calibre -- wun-fna-thon (gun), mev-fna-thon (pipe)
c	Californium -- keh-tukh
c	Caliper(s) -- mes-thonek
c	"Call -- vutaya (n.); vutau (v.)"
c	Call back (v., recall) -- zavutau
c	Call out to, Call to (v.) -- shoret
c	Call out to from far away (v.) -- kwi'shoret
c	"Called, to be -- puvutau (communications); wimish (named)"
c	Callous (anat.) -- stein
c	"Calm -- hayal|-| (adj.); hayal-tor (v.)"
c	Calorescence -- ha'gel-vish-vasaya
c	Calorific value -- falek'es-saprah-tala
c	Calyx (bot.) -- svai-mortra
c	Cam -- ok
c	"Camber -- aberala-tchakat (aero.); abru-tchakat (eng., mech.)"
c	Cambrian Period -- Kahmbriatik Wak-Krus |t'Terra|
c	Cambium (bot.) -- to'ovau-tin t'lap-vukhut
c	Cambium (med.) -- tvi-tin t'hinek-nalatra-wein
c	Camcorder -- glayek-vipladayek
c	Cameo -- neshal-patam-ek'zeru
c	Camera -- glayek
c	Camouflage -- pasut (n.), pasutau (v.)
c	Camp -- bladzh (n.), bladzh-tor (v.)
c	Camp follower -- bladzh-zahelsu
c	Campaniform -- ub-shidik
c	Campanile -- kus-vakh-kispek
c	Campanulate -- kus-vakh-shidik
c	"Camper -- bladzhsu (person); bladzh-hali (vehicle)"
c	Campaign (n.) -- zehl-puk
c	Campfire -- bladzh-yon
c	Campground -- bladzh-ker, shi'bladzh
c	Camping gear -- bladzh-tanovau-tukh
c	Camping trip -- bladzhan-halan
c	Campsite -- shi'bladzh
c	Camshaft -- ok-fek
c	"Can -- mokuhlek, tuhlek (n.); mokuhl-tor (v.)"
c	Can (v., able to) -- kup|-|
c	Can opener -- mokuhlek-tu'ashek
c	"Canadian -- kahnuhduh-, kahnuhduhik (adj.); kahnuhduhsu (person)"
c	"Canal -- mev (bot.); masu-yut (waterway)"
c	Canard -- fa-rala
c	Cancel -- daktarau
c	Cancelation -- daktaraya
c	Cancer -- rasahtra
c	Candelabra -- wehk-ha'feklam
c	Candle -- ha'fek
c	Candlelight -- ha'fek-ha'gel
c	Candlestick -- ha'feklam
c	Candy (n.) -- sloruta
c	Candy bar -- sloruta-p'ohn
c	Candy bowl -- sloruta-yerak
c	Candy cane -- sloruta-lates-fek
c	Candy corn -- sloruta-korn
c	Cane (stick) -- lates-fek
c	Canister -- nakuhlek
c	Canned (adj.) -- mokuhlal-, mokuhlalik
c	Canned beef -- mokuhlal-bif
c	Canned fish -- mokuhlal-aluk|lar|
c	Canned fruit -- mokuhlal-savas
c	Canned pumpkin -- mokuhlal-puhm'kihn
c	Canned salmon -- mokuhlal-sahmuhn
c	Canned sardines -- mokuhlal-sar'dinlar
c	Canned soup -- mokuhlal-shur
c	Canned tuna -- mokuhlal-tunuh
c	Canned vegetable -- mokuhlal-plom
c	Canker (sore) -- wuk
c	Cannibal -- sha'ves-yokulsu
c	Cannibalism -- sha'ves-yokulan
c	Canning -- mokuhlan
c	"Cannon -- thorshun (ancient contraction of ""thorsh-wun""), thorsh-wun (obs.)"
c	Cannonade -- thorshun-pohshtra
c	Cannonball (n.) -- thorshun-dukal
c	Cannoneer -- thorshunsu
c	Canoe -- wadi-pi'mashali
c	"Canopy -- krein (aero.); lap-wein-tin (bot.); tevan-sai-vukhut (parachute)"
c	Canted nozzle -- vulyan-sasaplayek
c	Canteen -- masu-pi'tuhlek
c	Canter -- reh-kuhsh-lates (n.), reh-kuhsk-lateh (v.)
c	Cantilever -- wuh-nodol-zeh
c	Cantilever bridge -- wuh-nodol-zehik mesut
c	Canyon -- spathel
c	Cap (n., hat) -- taik
c	Capacitance -- tsor'es
c	Capacitor -- tsorek
c	Capacity -- tsoh
c	"Cape -- miis (geol.); palfu (clothing)"
c	Capillary (med.) -- pi'khaf-mev
c	Capital (city) -- fula-kahr
c	Capitol (building) -- ek'tospanakel-kel
c	Capsize -- abuda-tor
c	Capsule -- tvalt
c	"Captain (n.) -- ot-lan |OL| (army/marines/air force/police); khart-lan |KhL| (maritime/navy/Starfleet); hash-khart-lan (airlines)"
c	Captive (n.) -- kumalsu
c	Captivity -- kumal'es
c	Captor -- kumsu
c	Capture -- kum (n.), kum-tor (v.)
c	"Car (n.) -- solektra-hali (automobile); halk (amusement park ride, mining tram, etc.)"
c	Car accident -- solektra-hali-kisheya
c	Car crash -- solektra-hali-tevul
c	Car phone -- irak-varibek svi'solektra-hali
c	Car wash -- shi'solektra-hali-puyan
c	Caramel apple -- kar'mel-ahpuhl
c	Caravan -- nik'el (anc.)
c	Carbine -- kar'bin |pen kar-pohshayek|kar-pohshek|
c	Carbon -- nol-tukh
c	Carbon cycle -- ha-da-nel t'nol-tukh
c	Carbon dating -- nol-tukh-kinufan
c	Carbon dioxide -- dah-eshu t'nol-tukh
c	Carbon disulfide -- dah-vlau'u t'nol-tukh
c	Carbon fixation -- nol-tukh-nodolaya
c	Carbon monoxide -- eshu t'nol-tukh
c	Carbon star -- nol-tukh-yel
c	Carbon steel -- nol-tukh-pishek
c	Carbon tetrachloride -- keh-lafu t'nol-tukh
c	Carbon value -- nol-tukh-tala
c	Carbonaceous -- nol-tukh-tuhlauk
c	Carbonate -- reh-eshu t'nol-tukh
c	Carbonic acid -- sash t'masu-reh-eshu
c	Carboniferous -- nol-tukh-leshik
c	Carbonize -- nol-tukhau
c	Carbuncle -- pi'taktra
c	Carburetor -- hal-sov-mishek
c	Carcinogen -- rasahtra-torek
c	Carcinoma -- wein-nala-rasahtra
c	Card (n.) -- nop
c	Card game -- nop-zhagra
c	Cardassian -- kar'dahsiuh-, kar'dahsiuhik (adj.), kar'dahsiuhsu (n.)
c	Cardiac arrest -- khaf-spol-pehkaya
c	Cardiac muscle -- khaf-spol-dvunek
c	Cardinal (n.) -- kardihnuhl
c	Cardioblast -- tveshu-nala t'khaf-spol svi'ten-kan-bu
c	Cardiology -- khaf-spol-tal
c	Cardiomalacia -- ritsuri-kobatau-nosh t'khaf-spol-dvunek
c	Cardiomyopathy -- has t'khaf-spol-dvunek
c	Cardiopulmonary resuscitation (CPR) -- va'esh'kwaya t'khaf-spol heh esh-sa'haflar
c	Cardiovascular system -- khaf-ifis-torektra
c	Carditis -- khaf-spol-yonshaya
c	"Care (n.) -- tun (concern); palutunaya (tending to)"
c	Care (v.) -- tun-tor (be concerned)
c	"Care for -- tishau (like); palutunau (tend)"
c	Careful -- tun-bosh|-|
c	Caregiver -- palutunausu
c	Careless -- tun-fam|-|
c	Caretaker -- shi-palutunausu
c	Cargo -- tusla
c	Cargo bay -- tusla-sutauk
c	Cargo carrier -- tusla-leshek
c	Cargo container -- tusla-tuhlek
c	Cargo hold -- tusla-tsorau-shal
c	Cargo lander -- tusla-fisolekayek
c	Cargo loading floor -- tusla-tus-tol
c	Cargo module -- tusla-natel
c	Cargo pod -- tusla-tvi'haf
c	Cargo ship, Cargo liner -- tusla-masu-hali (TGV), tusla-mashali (MGV) |TuMH|
c	Cargo storage complex -- tusla-tsorau-keltra
c	Cargo transporter -- tusla-ifisek
c	Cargo unit -- tusla-kebi
c	Caribbean Sea -- Karihbyan-Masutra
c	Carjack -- nekwitalik nem-tor t'solektra-hali
c	Carjacker -- solektra-hali-nemsu |isan nekwitaya|
c	Carjacking -- nekwitalik neman t'solektra-hali
c	Carmine (color) -- kran-kur
c	Carnelian -- pelkev
c	Carnival (n.) -- pidugolafu (anc.)
c	Carnivore -- kahm-yokulsu (sentient), kahm-yokulfa (non-sentient)
c	Carnivorous -- kahm-yokulan-, kahm-yokulanik
c	Carnophobia -- kahm-pthak
c	Carotene -- kas-zhar-kurek
c	Carotenoid -- kas-hatan-kurek
c	Carotid artery -- uzh-khaf-mev t'talu
c	Carousel -- keru'sel (VTW)
c	Carpal -- kar-nik-hinek
c	Carpel -- kas-ko-krus
c	Carpenter -- lapan-zupsu
c	Carpenter ant -- lapan-zupsu-ahnt
c	Carpenter's square -- vul-raul t'lapan-zupsu
c	Carpenter's tool -- lapan-zupsu-raul
c	Carpet -- tol-sai
c	Carpus -- kar-nik
c	Carriage -- rom-hors-hali
c	Carrier -- leshek
c	Carrier-based aircraft -- leshek-nenalik sov-hali|lar|
c	Carrier filter -- lesh-kapol
c	Carrier wave -- lesh-pral
c	Carrion -- tevik aushfa, tevik su, ek'trashal-kahm
c	Carry (v.) -- lesh
c	"Carry out (v.) -- fitor (do); salesh (take out)"
c	Cart (n.) -- hal (anc.)
c	Cartilage -- rihinek
c	Cartilaginification -- rihinekaya
c	Cartographer -- besan-tanafsu
c	Cartography -- besan-tanaf
c	Cartoon (n.) -- trahmat
c	Cartoonist -- trahmat-bessu
c	Cartridge -- svekh
c	Cartwright -- hal-torvausu
c	Carve -- skram-tor
c	"Carver -- skramsu (person); skramek (machine)"
c	Carving (n.) -- skram
c	Caryopsis -- yartik-savas
c	Cascade -- ash-yumaya (n.), ash-yumau (v.)
c	"Case (n.) -- nuf (event, police); mesk (container); iswaku (grammar)"
c	Casein -- thas-tesihk
c	Caseous -- thuhk-kahk
c	Cash register -- donku-mahr-veluhn
c	Casino -- shi'zhasihaya
c	"Casket -- natuhn (box); tevikeh-natuhn (coffin)"
c	Cassava -- kuh'savuh, ka'sava
c	Casserole -- rish-leipal-yema'er
c	Casserole dish -- ikapal-math t'rish-leipal-yema'er
c	Cassette -- katuhp
c	Cassiterite -- zhai|-tukh|-van, dah-eshu t'zhai-tukh
c	Cast (n., med.) -- shaya-vishizhak
c	"Cast (v.) -- vishizhau (manufacturing); lehm-tor (throw)"
c	Cast iron -- vishizh-shek|-tukh|
c	Cast out (v.) -- dakh (anc.)
c	Cast steel -- vishizh-pishek|-tukh|
c	Cast stone -- vishizh-kov
c	Castaway (n.) -- ne'halal-hali-rishalsu |tsuri fi'vikuvtra|
c	Caste -- sukruvek
c	Castellan -- kahstuhlahn |klomak-palutunausu|
c	Castle -- klomak
c	Castrate -- snem-tor sakallar
c	Castration -- snem t'sakallar
c	Cat (n.) -- kaht (VTW)
c	Catabiosis -- tsuri nala-shakhuvaya
c	Catabolism -- tepul-torek
c	Cataclastic rock -- dvun-grazhivalik zarahk-teret-kov
c	Catacombs -- nesolektra-hinektra-shal
c	Catadromous -- yolmatrupik
c	Catalog(ue) (n.) -- feim-dunap
c	Catalyst -- torai-tukh
c	Catalytic converter -- torai-tukh-rushanek
c	Catamaran -- dah-vukh-hali
c	Cataphyll -- nuk-rimor
c	Cataplexy -- zherka-kobatau-nashiv
c	Catapult (n.) -- sashizhek
c	"Cataract (n.) -- bezhun-ripa'shaya (med.); rihpret (water)"
c	Catarrh -- tvi-votaya t'prash-nala-tin
c	Catastrophe -- koshvar
c	Catatonic -- ek'kruhmp-, ek'kruhmpik
c	Catch -- kum (n.), kum-tor (v.)
c	Catch basin -- kum-yerazh
c	Catenary -- el-geldau-tsa
c	Caterpillar -- bruhd
c	Cathedral -- |ma|suk-shi'kon
c	Catheter -- smashau-mev
c	Cathode -- u'rak-narafek
c	Cathode ray tube (CRT) -- u'gal-zehl-mev
c	Cation -- a'rak-falun-krus
c	Catoptrophobia -- haulat-pthak
c	Cattle -- kahtuhl (VTW)
c	Catwalk -- mesah
c	Caudal fin -- harr-ralek
c	Caudate -- harr-ma-, harr-mayik
c	Caul -- limuk-nalatra
c	Cauldron -- fas-matuhlek
c	Caulescent -- kas-fek-mayik
c	Caulk -- mafen|-tukh| (n.), mafen-tor (v.)
c	Caulking (n.) -- mafen|-tukh|, mafentra
c	Cause -- aishan (n.), aisha (v.)
c	Causeway -- ashen-fau-yut
c	Caustic (n.) -- yontau-meil|-tukh|
c	Cauterize -- yontafen-tor
c	Cautery -- yontafenan
c	Caution -- yuzhat (n.), yuzh-tor (v.)
c	Cautious -- yuzh-bosh|-|
c	"Cavalry (n.) -- hors-puktra (Terran); kenel-puktra (Vulcan)"
c	Cavalry charge -- hors-puktra- Cavalry horse -- puktra-hors
c	Cavalry officer -- hors-puktra-lansu
c	Cavalry soldier/trooper -- hors-puktra-ask'ersu
c	"Cavalryman -- hors-puksu (Terran); kenel-puksu (Vulcan)"
c	Cave (n.) -- tauk
c	Cave bear (Ursus spelaeus) -- tauk-ber
c	Cave in -- netaukovau
c	Cave-in -- netaukovaya
c	Cave lion -- tauk-lei'o
c	Caveman -- tauksu
c	Cavern -- suk'tauk
c	Cavitate -- rihmishau
c	Cavitation -- rihmishaya
c	"Cavity -- pi'tauk (body); zud-razh (tooth)"
c	Cay -- nuk-vikuvtra
c	Cease -- shahtau, pehkau
c	"Ceiling -- abru-tol (in a structure); wan-tin-lanet (meteor.)"
c	Celebrate -- pudorilau
c	Celebration -- pudorilaya
c	Celestial (adj.) -- ostukh-, ostukhik
c	"Cell -- nala (biol.); meskal (jail/prison)"
c	Cell culture -- nala-litra
c	Cell cycle -- nala-da-nel
c	Cell differentiation -- nala-natyantek
c	Cell division -- nala-dahshaya
c	Cell fusion -- nala-kaunshaya
c	Cell growth -- nala-to'ovaya
c	Cell membrane -- nala-wein
c	Cell wall -- nala-temok
c	Cellar -- netsoraya
c	Cellular (biol., med., zool.) -- nala-, nalatik
c	Cellular (tele)phone, Cellphone -- el'kal-irak-varibek
c	Cellulitis -- nalatra-yonshaya
c	Cellulose -- nen-kas-tukh
c	Cement (n.) -- kluterek
c	Cement factory -- kluterek-zhuk-om
c	Cemetery -- vukhut-ker
c	Cenozoic Era -- Tuwak-Hatik Nuhs |t'Terra|
c	Censer -- safnishek
c	"Center -- svitan (n.); svitan-tor (v.)"
c	Center of action -- torai-svitan
c	Center of buoyancy -- abmarkan'es-svitan
c	Center of gravity -- nu-seshan-svitan
c	Center of mass -- shivak-svitan
c	Center of pressure -- vihish-svitan
c	Center of symmetry -- talikal-svitan
c	Centering ring -- svitanan-mokuv
c	The Centers for Disease Control and Prevention (CDC) -- Svitanlar na'Has-Tash heh Etlavaya
c	Central (adj.) -- svitan-, svitanik
c	Central America -- Svitan-Uhmerikuh
c	"Central American -- svitan-uhmerikan-, svitan-uhmerikanik (adj.); svitan-uhmerikasu (person)"
c	Central force -- svitan-nekwitaya
c	Central Intelligence Agency (CIA) -- Svitan-Ask'ro'fori-Svisolaizhak
c	Central nervous system -- nen-wel-torektra
c	Central processing unit (CPU) -- svitan-patorau-kebi |t'tum-vel| (SPK)
c	Centrifugal brake -- sadan-vohrayek
c	Centrifugal casting -- sadan-vishizhaun
c	Centrifugal clutch -- sadan-runemek
c	Centrifugal fan -- sadan-sovek
c	Centrifugal force -- sadan-nekwitaya
c	Centrifugal pump -- sadan-spol
c	Centrifuge (n.) -- |sadan-|dahshayek
c	Centripetal force -- vidan-nekwitaya
c	Centrism -- svitan-dva
c	Centrist -- svitan-dvasu
c	Centromere -- toltra-tersau-vel
c	Century -- tehtvun
c	Cephalgia -- patam-kusut
c	Cephalopod -- patam-ash'ya
c	Ceramic (adj.) -- kriz-, krizik
c	Cerebellum -- dvunek-tash-svitan
c	Cerebral abscess -- shad-pi'tak
c	Cerebral blood flow -- shad-khaf-yumaya
c	Cerebral cortex -- si-tin t'nahp-tash-svitan
c	Cerebral hemorrhage -- shad-khafaya
c	Cerebral tumor -- shad-gnal
c	Cerebrum -- nahp-tash-svitan
c	Ceremonial (adj.) -- vanu-, vanuk
c	Ceremony -- van-kal (anc.)
c	Cerium -- pran-tukh
c	Certificate -- to-kisev
c	Certification -- to-kisevyan
c	Certification flight -- to-kisevyan-hash
c	Certification inspection -- to-kisevyan-linikaya
c	Cerulean, Ceruleous (color) -- igen-kur
c	Cerussite -- sovnol-reh-eshu t'ras-tukh
c	Cervical -- talu-, taluyik
c	Cervical cancer -- sudef-talu-rasahtra
c	Cervical vertebra -- talu-hinek
c	Cervix -- sudef-talu
c	Cesium, Caesium -- zhaimasu-tukh
c	Cessation -- shahtaya, pehkaya
c	Cesspool -- guhsh-masu-muzh
c	Cetacean (n.) -- setuhssu
c	Chaetophobia -- isachya-pthak
c	Chafe (v.) -- yazhutau
c	Chain (made of links) -- naf-elakh (TGV), naflakh (MGV)
c	Chain (series) -- weizehl
c	Chain block -- naflakh-aberau-vihpan
c	Chain conveyor -- naflakh-zheleshek
c	Chain locker -- tvi-shal t'naf-elakh (TGV), naflakh-tvihal (MGV)
c	Chain mail -- naf-elakh-ain (TGV), naflakh-ain (MGV)
c	Chain of command -- su-zehl t'khartaya
c	Chain pump -- naf-elakh-spol (TGV), naflakh-spol (MGV)
c	Chain reaction -- weizehl-folaya
c	Chain wheel -- naf-elakh-halek (TGV), naflakh-halek (MGV)
c	Chainsaw -- naf-elakh-neshek (TGV), naflakh-neshek (MGV)
c	Chair (n.) -- ku-san (anc.)
c	Chairman -- sa-ku-sansu
c	Chairwoman -- ko-ku-sansu
c	Chalcedony -- zhai-pla-kohv
c	Chalcocite -- vlau'u t'dah-khaf-tukh
c	Chalk (n.) -- gav
c	Chalk line -- gav-zehl
c	Challenge -- kali-fi (n., anc.), kali-tor (v.)
c	Chalybeate -- pishek-kahk
c	Chalybeous -- pishek-pla-kur
c	Chamber (n.) -- tvi-shal (TGV), tvihal (MGV)
c	Chamber orchestra -- pi-pilakh-mavaultra
c	Chamber pressure -- tvi-shal-vihish (TGV), tvihal-vihish (MGV)
c	Chamberlain -- te'kelek-palutunausu
c	Champion (n.) -- skilamu (anc.)
c	Championship -- skilamunak
c	Chance (n.) -- trebek
c	Chancellor (government) -- spana-ornasu
c	Chandelier -- geld-wehk-ha'feklam
c	Change -- rubah (n.), rubai (v.)
c	Changed, to be -- purubai
c	Changeling -- purubal-veh
c	"Channel (n.) -- glantokau-yut, sasau-yut (telecomm.); faik-yut (computer); mashyut (liquid or gas)"
c	Channel (v.) -- yut-tor
c	Chant -- konuralaya (n.), konuralau (v.)
c	Chaos -- nezhak
c	Chaos Theory -- Nezhak-Wihka
c	Chaparral -- pseth-kapselabshi-shal
c	Chapel -- pi'shi'kon
c	Chaplain (military) -- |aski-|dva-fulagsu
c	Chapter (book) -- dunap-krus, var-krus
c	Char (v.) -- yonol-tor
c	"Character (n.) -- elifsu (person); horon (inner makeup); nuhm (symbol, letter, etc.)"
c	Characteristic (n.) -- noshtra
c	Characteristic length -- noshtra-wu-vath
c	Characteristic velocity -- noshtra-threshan
c	Charcoal (n.) -- yonol-tukh
c	"Charge -- falun (n., elect.); thorshlun (n., explosive); vifalunau (v., elect.), fasahr-tor (v., rush forward)"
c	Charge coupled device (CCD) -- falun-tersal-el'mish
c	"Charger -- vifalunek (device); fasahrfa (horse)"
c	Charging circuit -- vifalun-raf-kuv
c	Charging current -- vifalun-katrom
c	Charging voltage -- vifalun-toruk'es
c	Chariot -- hors-dah-hal (non-military), faukh-dah-hal (military)
c	Charity -- rodan'es
c	Charm (magic) -- kobohrau-vel (n.), kobohrau (v.)
c	"Chart -- besan (n.); besau (v.)"
c	Charter (n., grant) -- palikap
c	Charter (v., reserve for use) -- isvamekitau
c	Chartreuse (color) -- tehk-kur
c	Charwoman -- ko-pusu
c	Chase -- zasahr (n.), zasahr-tor (v.)
c	Chase plane -- zasahr-sov-hashek
c	Chaser -- zasahrsu (sentient), zasahrfa (non-sentient)
c	Chasm -- soltrethel
c	"Chat -- pavaribet (n.); pavariben (v.)"
c	Chauffeur -- vlitau-yetursu
c	Cheat (v.) -- kravau
c	Check (test out) -- rihamaya (n.), rihamau (v.)
c	Check digit -- rihamau-un
c	Check valve -- pla-yumau-spunek
c	Checkers -- tchekuhrlar
c	Checklist -- rihamau-feim
c	Cheek -- nak
c	Cheer up (v.) -- na'elatsau
c	Cheerleader -- rarasu
c	Cheese -- thuhk
c	Cheese cutter -- thuhk-neshek
c	Cheese grater -- thuhk-grafleitayek
c	Cheese knife -- thuhk-lipau
c	Cheesecake -- thuhk-keik
c	Chef -- opilsu
c	Cheilitis -- bru-yonshaya
c	"Chemical -- meil-, meilik (adj.); meil-tukh (n.)"
c	Chemical analysis -- meil-nisaya
c	Chemical balance -- meil-vo'ektaya
c	Chemical bond -- meil-tel
c	Chemical compound -- meilaktra
c	Chemical energy -- meil-tepul
c	Chemical equation -- meil-vo'ihn
c	Chemical grout -- meil-gluhbosh-tukh
c	Chemical plant -- meil-tukh-kebitra
c	Chemical reaction -- meil-folaya
c	Chemical rocket -- meil-yon-hashek
c	Chemical spill -- meil-huplamaya
c	Chemical warfare -- meil-ahkhan
c	Chemiluminescence -- meil-dakh-ha'tanaya
c	Chemistry (study) -- meil-tal
c	Chemistry set -- meil-lesk
c	Chemosynthesis -- meil-fereikan
c	Chemotherapy -- meil-has-gun
c	Chernozem -- nesh-solek
c	Chert -- kohv-mazhiv-kov
c	Chess -- tches (VTW)
c	Chess master -- tches-trensu
c	Chess match -- tches-zhagra
c	Chessboard -- tches-dohn, mav-dohn
c	Chess piece, Chessman -- tches-mavau-krus
c	"Chest -- tuf (anat.); tsor-mesk (box)"
c	Chew (v.) -- nal-tor
c	Chick -- tchihk (VTW) |tchihkihn-kan|
c	Chicken -- tchihkihn (VTW)
c	Chief (tribal leader) -- emumaat-fulagsu
c	Chief of staff -- suyu-feihan
c	Chief petty officer -- feihan
c	Chieftain -- te'feisu
c	Chilblain -- samek-yontaya
c	Child -- kan
c	Child abuse -- kan-tamadaya
c	Childbirth -- kan-keshtan
c	Childhood (n.) -- kan-kwel
c	Childproof (adj.) -- kan-teht
c	Children -- kanu (TGV), kanlar (MGV)
c	Chili (dish) -- tchihli (VTW)
c	Chill (v.) -- samu'ah
c	Chiller (device) -- samuyek
c	Chilly -- samuyik
c	Chime (n.) -- kusek
c	Chimera, Chimaera -- kaimeruh |rish-stislak|
c	Chimney -- vuzh-mev
c	Chimney sweep -- vuzh-mev-fnashtausu
c	Chin -- huhzi
c	China (porcelain) -- marom-vrel-greink
c	Chinese (adj.) -- tchainuh-, tchainuhik
c	Chine -- vukh-rihk
c	Chinook (wind) -- lamekh-suk'kunel-salan
c	Chip (n.) -- val
c	Chiralgia -- el'ru-kusut
c	Chiraptophobia -- esta-pthak
c	"Chisel -- kwu'teshayek (n.); kwu'treshau (v.)"
c	Chitin -- yol
c	Chivalry -- oik'es
c	Chloride -- lafu
c	Chlorinate -- lafitau
c	Chlorination -- lafitaya
c	Chlorinator -- lafitayek
c	Chlorine -- laf-tukh
c	Chlorinity -- lafu'es
c	Chlorophyll -- kas-yar-kurek
c	Chloroplast -- kas-yar-nala
c	Chocks -- halek-vihpanlar
c	Chocolate (n.) -- tchakluht, tchako'luht, tchakuh'luht
c	Choice -- dvel
c	Choir -- spes-feretaya
c	Choke (n., mech.) -- khluhkayek
c	Choke (v.) -- khluhkau
c	Choker (necklace) -- wuf-talu-ek'zeru
c	Chondroma -- rihinek-gnal
c	Chondromalacia -- rihinek-mosaya
c	Chondrosarcoma -- rihinek-rasahtra
c	Choose -- dvel-tor
c	Chosen, to be -- pudvel-tor
c	"Chop -- nasshaya (n.), nasshau (v.); nasshahm (n., meat)"
c	Chopsticks -- yokul-pi'feklar
c	Choreographer -- tam-dvun-patanafausu
c	Choreography -- tam-dvun-patanafaya
c	Chorus (n.) -- raravamet
c	"Christen (v.) -- kristau (Terran); ahm-tor (Vulcan)"
c	"Christian -- kristyan-, kristyanik (adj.); krist-dvasu (n.)"
c	Christianity -- Krist-Dva
c	Christmas -- Krihst'muhs
c	Christmas card -- Krihst'muhs-nop
c	Christmas carol -- Krihst'muhs-muf-rarav
c	Christmas Day -- Krihst'muhs-Gad
