FRST_LETTER	WORD-V
e	Eingelsu \ ' e__el - su \ -- English (language/person)
e	Eitau \ e_ - ' ta_ \ -- shear, cut away (v.)
e	Ek, Ek' -- all, total, complete
e	Ek'aifa \ ek - ' a_ - f_ \ -- all (of) these
e	Ek'an -- maximum
e	Ek'anau -- maximize
e	Ek'ariben-, Ek'aribenik -- fluent (in a language)
e	Ek'au -- all of them
e	Ek'dular -- all of you
e	Ek'duv -- eclipse (n.)
e	Ek'eifa \ ek - ' e_ - f_ \ -- all (of) those
e	Ek'eku \ ek - ' ek - u \ -- continuum
e	Ek'elmin -- petroleum
e	Ek'es-, Ek'esik -- absolute (adj.)
e	Ek'es-danan -- absolute majority
e	Ek'es-rasath -- absolute weight
e	Ek'es-ris -- absolute zero
e	Ek'es-tala -- absolute value
e	Ek'es-tepul -- absolute power
e	Ek'esik masu'es -- absolute humidity
e	Ek'esik pul'es -- absolute magnitude
e	Ek'etek -- all of us
e	Ek'ka-, Ek'kayik -- constant (adj.)
e	Ek'ka-ferek -- alternator
e	Ek'kal \ ek - ' k_l \ -- orb, sphere
e	Ek'kal t'Daison -- Dyson sphere
e	Ek'kat \ ek - ' k_t \ -- constant (n.)
e	Ek'khafau -- exsanguinate
e	Ek'kovtra \ ek - ' kov - tr_ \-- continent
e	Ek'kovtra-dvun -- continental drift
e	Ek'kovtra-ek'nosh -- continental climate
e	Ek'kovtra-math -- continental plate
e	Ek'man'es -- safety (n.)
e	Ek'mishan -- technology
e	Ek'mishupik -- technical (adj.)
e	Ek'nala-dahsaya -- mitosis
e	Ek'nehau -- decompose
e	Ek'nosh \ ' ek - no_ \ -- climate
e	Ek'nosh-rubah -- climatic change
e	Ek'nosh-shal -- climatic zone
e	Ek'nosh-tal -- climatology (study)
e	Ek'nosh-tash|ek| -- climate control
e	Ek'nosh-venek -- climatic trend
e	Ek'os|-| \ ek - ' os \ -- antique (adj.)
e	Ek'os-vel -- antique (n.)
e	Ek'pa-ptak -- paranoia
e	Ek'panu-vis -- internet
e	Ek'pu-tor -- sterilize
e	Ek'puyik -- sterile
e	Ek'rak \ ' ek - r_k \ -- in all directions
e	Ek'renkupik -- adept, adroit, skilled
e	Ek'saven -- education
e	Ek'saven-tor -- educate
e	Ek'savensu -- educator
e	Ek'shaht-razh -- cloaca (zool.)
e	Ek'tal \ ek - ' t_l \ -- science
e	Ek'tal-zup-shal -- laboratory
e	Ek'talsu -- scientist
e	Ek'te'kau -- authorize
e	Ek'te'kru -- authority (power)
e	Ek'te'krusu -- authority (person)
e	Ek'teraya -- confederation
e	"Ek'tevakh -- ""brain death"""
e	Ek'tevan -- extinction
e	Ek'tra \ ' ek - tr_ \ -- planet
e	Ek'tra-dukal -- globe
e	Ek'trasha \ ek - tr_ - ' __ \ -- abandon, desert, forsake
e	Ek'tukh -- mineral
e	Ek'tukh-razh -- adit
e	Ek'tukh-tal -- mineralogy
e	Ek'wak \ ek - ' w_k \ -- forever
e	Ek'wak'es -- eternity
e	Ek'wak-, Ek'wakik -- eternal
e	Ek'yeht'es -- reality
e	Ek'zehl \ ek - ' z_l \ -- border
e	Ek'zer \ ek - ' zer \ -- jewel, gem
e	Ek'zer-tam -- bezel (gemology)
e	Ek'zeru -- jewelry
e	Ekhartau -- administer
e	Ekhartausu \ e - x_r - ' ta_ - su \ -- administrator
e	Ekhartaya -- administration
e	Ekhlami \ e - ' xl_ - mi \ -- among them
e	Ekon \ e - ' kon \ -- god, deity
e	Ekon-, Ekonik -- godly, divine
e	Ekon-dva -- deism, belief in god(s)
e	Ekon-shoret -- pray (v.)
e	Ekruman-, Ekrumanik -- adequate
e	Eku \ ' ek - u \ -- whole (n.)
e	El'dayek -- (hand)crank (n.)
e	El'es -- freedom
e	El'mish \ ' el - mi_ \ -- device, apparatus
e	El'neshek -- scissors, shears
e	El'rek -- handle (n.)
e	El'ru \ el - ' ru \ -- hand
e	El'ru-pohshayek \ - p__ - ' _ - jek \ (TGV) -- pistol, handgun
e	El'ru-pohshek \ - ' p__ - ek \ (MGV) -- pistol, handgun
e	El'ru-wek-zehlek -- hand phaser
e	El'ruhik \ el - ' ru - hik \ -- manual (adj.)
e	El'tanarau -- manipulate
e	El'urokesor \ el - u - ' ro - ke - sor \ -- sickle
e	El-, Elik -- free
e	El-nala -- corpuscle
e	El-tor \ el - ' tor \ -- (set) free, release
e	El-wak -- leisure
e	Elakh \ e - ' l_x \ -- cable, cord, line
e	Elakh-mev -- cable duct
e	Elakh-og -- cable stitch (n.)
e	Elakh-torai-vel -- cable release
e	Elakh-yonshaya -- corditis
e	Elakhtra -- cabling, rigging (n.)
e	Elat \ el - ' _t \ -- knob
e	Elek \ el - ' ek \ -- pointer, hand (of a clock, etc.)
e	Elek-wak-vel -- analog clock
e	Elkhrul|-| \ el - ' xrul \ -- entire, whole (adj.)
e	Elmin \ ' el - min \ -- oil (n.)
e	Elmuvak \ ' el - mu - v_k \ -- ointment, unction
e	Elsaku \ el - ' s_ - ku \ -- leash, tether (n.)
e	Enem-tor \ e - ' nem - tor \ -- delete
e	Enok-kal fi-lar (NGS) -- training: processes of definition
e	Ertau -- bother, disturb
e	Es'merka \ es - ' mer - k_ \ (anc.) -- habit(s)
e	Esh -- breath
e	Esh-mev -- airway, trachea, windpipe
e	Esh-nala -- alveolus
e	Esh-pehkaya-nosh -- apnea
e	Esh-prash -- phlegm
e	Esh-tor -- breathe
e	Esh-tukh -- oxygen
e	Esh-tukh-tuhlek -- oxygen tank
e	Esh-tukhaya -- oxygenation
e	Esh-tukhovaya -- oxidation
e	"Eshak \ e - ' __k , ' e - __k \ (NGS) -- ""eschak"", destructive psychokinetic effects"
e	Eshan \ e_ - ' _n \ -- breathing
e	Eshikh \ e - ' _ix \ -- desert
e	Eshikh-salan -- sirocco
e	Eshu'a \ e - ' _u - _ \ (anc.) -- demon
e	Estuhl -- touch (v.)
e	Etek \ ' et - ek \ -- us, we (normal)
e	Etwel \ ' et - wel \ -- us, we (superior)
e	Ezyak \ ez - ' j_k \ (obs.) -- uncle
e	Ezyet \ ez - ' jet \ (obs.) -- aunt
f	Fa' -- before, in front of (prep.)
f	Fa'ariben \ f_ - _ - ' ri - ben \ -- foretell
f	Fa'rak \ ' f_ - r_k \ -- forward(s)
f	Fa'vutau -- summon, send for
f	Fa'vutaya -- summoning
f	Fa'vutak -- summons
f	Fa-gad -- tomorrow
f	Fa-glan -- foresight
f	Fa-ko-mekh -- grandmother
f	Fa-komi -- grandma, nana
f	Fa-krus -- forepart, front end
f	Fa-patam -- forehead
f	Fa-rala -- canard, foreplane
f	Fa-sa-mekh -- grandfather
f	Fa-sami -- grandpa, gramps
f	Fa-vikau -- forewarn
f	Fa-wak \ ' f_ - w_k \ -- future
f	Fa-wak-glansu -- prophet
f	Fabehal-tor -- pass, overtake
f	Faf-kur -- pink (color)
f	Fah-yat \ f_' - ' j_t , f_ - \ (anc.) -- balcony
f	Fai-tor -- know
f	Fai-tukh -- knowledge
f	Faik -- data
f	Faik-khush -- data crystal
f	Faik-pastorayek -- data processor (device)
f	Faik-tsoraya -- data storage
f	Faik-vistra -- data network
f	Faika-, Faikaik -- exact (adj.)
f	Faiktra -- database
f	Fainu -- (the) known (n.)
f	Faka \ ' f_ - k_ \ -- hernia
f	Fakovau \ f_ - ko - ' va_ \ -- prevail
f	Fal|-| -- hot
f	Fal-tor \ f_l - ' tor \ -- rejoin, reunite, put back together
f	Fal-tor-pan -- refusion of body and soul
f	Falek \ ' f_l - ek \ -- heat
f	Falek'es -- temperature
f	Falkrashaya -- ablation
f	Falun \ f_ - ' lun \ -- charge (n., electrical)
f	Fam -- lack, dearth
f	Fam-kursu -- albino (person)
f	Fam-shidik -- amorphous, shapeless
f	Fan|-| -- any
f	Fan-kitok -- anything else
f	Fan-veh -- anyone, anybody
f	Fan-vel -- anything
f	Fan-wilat -- anywhere
f	Fanet \ f_ - ' net \ -- ornament (n.)
f	Farmah \ ' f_r - m_' , - m_ \ -- welcome (v.)
f	Farsu -- host (n.)
f	Fas-nentu -- brazier (for cooking)
f	Fas-tor -- cook (v.)
f	Fasarlah -- come forward
f	Fasei \ f_ - ' se_ \ -- this here, this very one
f	Fasek \ ' f_s - ek \ -- oven
f	Fash -- hood (n.)
f	Fassu \ ' f_s - su , ' f_s - u \ -- cook (n.)
f	Fator -- continue
f	Fator'es -- continuity
f	Fatorli -- continuous
f	Fau-tor \ fa_ - ' tor \ -- ride (v.)
f	Fau-yut \ ' fa_ - jut \ -- road, street
f	Faukh -- battle (n.)
f	Fe-vesht-varik vash-ukraluk t'Terra -- dinosaur
f	Feh -- peak (n.)
f	"Feihan \ fe_ - ' h_n \ -- ""feyhan"", chief, team leader, boss"
f	Feim -- list (n.)
f	Feim-tor -- list (v.)
f	Fek -- pole, rod, staff, post, stick
f	Fek-besan -- bar graph (n.)
f	Fek-kiht -- bar code (n.)
f	Fel -- oar, paddle (n.)
f	Fel-tor -- paddle, row (v.)
f	Felu \ fe - ' lu \ -- nail (finger, toe)
f	Felu-nen-wadi -- cuticle (nail)
f	Fen -- seal (n.)
f	Fen-tor -- seal (v.)
f	Fenul \ fe - ' nul \ -- seam (n.)
f	Fer-tor -- generate
f	Fereh \ ' fer - _ \ -- engender (v.)
f	Fereik'es -- inventiveness, creativity
f	Fereik-folayek -- breeder reactor
f	Fereik-tor -- invent, create
f	Fereikan -- invention, creation
f	Fereiksu -- inventor, creator
f	Ferek \ ' fer - ek \ -- generator
f	Feretah \ fer - e - ' t_' , - ' t_ \ -- assemble, put together
f	Feretah-zehl -- assembly line
f	Feretai \ fer - e - ' ta_ \ -- assembly (mech.)
f	Feretau \ fer - e - ' ta_ \ -- assemble, gather
f	Feretaya -- assembly, gathering (of people)
f	Feshek \ ' fe - ek \ -- abdomen
f	Feshel \ fe - ' el \ -- disruption
f	Feshel-tor -- disrupt
f	Feshelek \ fe - ' el - ek \ -- disrupter
f	Feshelek-zehl -- disrupter beam
f	Fezanikau -- forecast (v.)
f	Fezhau \ fe - ' a_ \ -- dissolve
f	Fi' -- atop, on, upon (prep.)
f	Fihal-tor -- embark, emplane, get on(to)
f	Fihet \ fi - ' het \ -- stable (adj.)
f	Fihish-tor -- to leave a mark in or on something
f	Fik -- top
f	Fim -- dose (n.)
f	Fim-thonek -- dosimeter
f	Fimah -- dosage
f	Fimau \ fim - ' a_ \ -- dose (v.)
f	Fir-tor \ fir - ' tor \ -- brace (v.)
f	Firan \ ' fir - _n \ -- bracing (n.)
f	Fish-tor -- damp(en), turn down, lower (a setting)
f	Fishek -- damper, dampener
f	Fitartausu -- executive (n.)
f	Fitor \ ' fi - tor \ -- carry out, execute
f	Fitorsu -- executor, executrix
f	Flakosh \ fl_ - ' ko \ -- distress (n.)
f	Flakosh-glantokaya -- distress signal
f	Flakosh-glaribek -- distress beacon
f	Flan -- intense
f	Flan'es -- intensity
f	Flanapau \ fl_ - n_ - ' pa_ \ -- specialize
f	Flash -- swamp (n.)
f	Flau -- pollute
f	Fleitau \ fle_ - ' ta_ \ -- strip (away)
f	Flekh-, Flekhik -- odd, strange, weird, anomalous
f	Floku -- spoon (n.)
f	Flutash \ flu - ' t_ \ -- placenta
f	Fmak (anc.) -- sanctuary
f	Fmel (anc.) -- alchemist
f	Fmelaf (anc.) -- alchemy
f	Fna' -- due to, through, via (prep.)
f	Fna-sov-threshan -- airspeed
f	Fna-svep -- airlock
f	Fnash-vel -- broom, besom
f	Fnashtau \ fn_ - ' ta_ \ -- sweep (v.)
f	Fnau|-| -- tame, domesticated (adj.)
f	Fnek-tukh -- bromine
f	Fnish-tor -- smell (v.)
f	Fnu-vein t'vuhn-koshtri -- racism
f	Fnu-veisu t'vuhn-koshtri -- racist
f	Fnu-ven \ ' fnu - ven \ -- hate, hatred
f	Fo -- shell (anc.)
f	Fo-dan \ fo - ' d_n \ -- shield (n.)
f	Fo-wein -- armor, shutter
f	Fokarikau \ fo - k_ - ri - ' ka_ \ -- reinforce
f	Folau \ fo - ' la_ \ -- react
f	Folaya -- reaction
f	Folu \ ' fo - lu \ -- turquoise (stone)
f	Folu-kur -- turquoise (color)
f	Fon-ta-nel (NGS) -- children's game similar to blindman's bluff
f	Fonn \ fo \ -- loyal
f	Fonn'es -- loyalty
f	Fori-kol -- Vulcan vegetable stew
f	Fosh -- defense
f	"Fosh-lan \ ' fo - l_n \ -- First lieutenant (army/marines); Lieutenant (jg) (navy/Starfleet)"
f	Fosh-tor -- defend
f	Foshek \ ' fo - ek \ -- barrier, barricade
f	Foshinahru (anc.) -- defensive psionic warrior
f	Foshsu \ ' fo - su \ -- defender
f	Foshuhl \ ' fo - l , - l \ -- shed (v.)
f	Frut -- sump (n.)
f	Frut-spol -- sump pump
f	Fudau -- regard (v.)
f	Fukat \ fu - ' k_t \ -- buffer (n.)
f	Fukat-raf-kuv -- buffer circuit
f	Fulag-tor -- lead (v.)
f	Fulagsu -- leader
f	Fun-tor -- return (v.)
f	Fun-wun \ fun - ' wun \ -- ancient boomerang-like weapon
f	Fupa s' -- according to
f	Fusik \ ' fus - ik \ -- bashful, shy
g	G'teth \ g - ' te \ (NGS) -- Vulcan bush whose berries are made into a mocha-like drink
g	Gad -- day
g	Gad t'keshtan -- birthday
g	Gad-besan -- calendar
g	Gad-dunap -- diary
g	Gad-ha'gel -- daylight
g	Gad-keshtan -- daybreak
g	Gad-wak \ ' g_d - w_k \ -- daytime (n.)
g	Gaf -- hip
g	Gahv -- amethyst
g	Gakh -- wart
g	Gal-tor -- lean, list (v.)
g	Galat \ g_l - ' _t \ -- lean, list (n.)
g	Galu \ g_ - ' lu \ -- atom
g	Galu-dahshau-folayek -- (atomic) fission reactor
g	Galu-dahshaya -- (atomic) fission
g	Galu-kaunshau-folayek -- (atomic) fusion reactor
g	Galu-kaunshaya -- (atomic) fusion
g	Galu-svitan -- (atomic) nucleus
g	Galu-thorshek -- atomic bomb
g	Galupik \ g_ - ' lu - pik \ -- atomic
g	Galutravek \ g_ - ' lu - tr_ - vek \ -- molecule
g	Gan|-| -- shallow
g	Gas'rak \ ' g_s - r_k \ -- right (direction)
g	Gasu -- flux (n.)
g	Gatselau \ g_ - tse - ' la_ \ -- entertain
g	Gatselausu -- entertainer
g	Gatselaya -- entertainment
g	Gau -- pulse, pulsate, throb (v.)
g	Gav -- chalk
g	Gef -- coast, (sea)shore
g	Gehnli -- essential (adj.)
g	Gel -- branch (n., path or segment)
g	Gel-tor -- branch (v.)
g	Geldau -- hang (v., dangle)
g	Geldel -- fringe, decorative border
g	Gen-lis \ gen - ' lis \ -- language
g	Geretau -- protect
g	Geretausu -- protector (person)
g	Geretaya -- protection
g	Gir -- root (n.)
g	Gis-tukh -- arsenic
g	Gisam \ gis - ' _m \ -- poison
g	Gish -- expect
g	Gishat \ gi - ' _t \ -- expectation
g	Gishen \ ' gi - en \ -- what one expects
g	Gishu -- (the) expected (n.) 
g	Gla-tor -- see (v.)
g	Glan -- sight
g	Glan-fam -- blind, sightless
g	Glan-fam'es -- blindness, sightlessness
g	Glan-Famu -- The Blind (blind people)
g	Glantau -- observe
g	Glantaya -- observation
g	Glantokau -- signal (v.)
g	Glantokaya -- signal (n.)
g	Glashau -- scan (v.)
g	Glat -- sign (n.)
g	Glayek \ ' gl_ - jek \ -- camera
g	Glazhau -- look (v.)
g	Glozho \ ' glo - o \ -- elixir (anc.)
g	Glu|-| -- deep
g	Gluder \ glu - ' der \ -- depth
g	Gluder-thonek -- depth finder
g	Gluv-math -- display panel
g	Gluv-mesk -- display case
g	Gluvau -- display, exhibit, show (v.)
g	Gluvayek -- display screen
g	Gmor (anc.) -- mirage
g	Gnal \ gn_l \ -- tumor
g	Gnihsau -- snap (v., bite at, fly open, etc.)
g	Go'an (anc.) -- Han'shir's central desert
g	Gof -- toe
g	Goh -- only, merely
g	Gol (anc.) -- famed region of Vulcan, home to the Kolinahru and others
g	Gol'nev -- aid, help (n.)
g	Gol'nevsu -- aide, helper
g	Gol-tor -- aid, help (v.)
g	Gol-tukh -- rubidium
g	Gonaf \ ' go - n_f \ -- button
g	Gor -- knot (n.)
g	Gosh -- abyss
g	Gotsu \ ' got - su \ -- heir
g	Grashau -- abrade
g	Grashaya -- abrasion
g	Grashayek -- abrasive (n.)
g	Grat -- skull
g	Grazhau -- grind (v.)
g	Grazhiv -- dust, powder (n.)
g	Grazhiv-sahriv -- dust storm
g	Grei -- limit (n.)
g	Grenat \ gre - ' n_t \ -- domain
g	Grohk \ gr_k \ -- perversion
g	Grok-tukh -- bismuth
g	Grut -- agate
g	Gu-vam \ gu - ' v_m \ (anc.) -- duty
g	Gubi \ ' gu - bi \ (anc.) -- stigma
g	Guf -- socket
g	Guhf-, Guhfik -- boring, dull (adj.)
g	Guhl'es -- confidence
g	Guhras-zhit -- invective (n., grammar)
g	Guhsh \ g , g \ -- debris, garbage, refuse, trash, offal, rubbish
g	Guramau \ gu - r_ - ' ma_ \ -- appal(l)
g	Guramayik -- appalled (adj.)
g	Guv -- gender, sex
h	Ha -- yes, affirmative
h	Ha'au -- dwell, live (v.)
h	Ha'fek \ ' h_ - fek \ -- candle
h	Ha'gel \ h_ - ' gel \ -- light (illumination)
h	Ha'gel-neyek -- dimmer (switch)
h	Ha'gel-tanaf -- photography
h	Ha'gel-tanafsu -- photographer
h	Ha'gelet -- (electric) light, electric lamp, any device that gives off light
h	Ha'kiv \ h_ - ' kiv \ -- life
h	Ha'tanau -- give off light
h	Ha'u \ h_ - ' u \ -- the Living
h	Ha-donka'es -- biodiversity
h	Ha-ek'shal -- ecosphere
h	Ha-ek'torektra -- ecosystem
h	Ha-ha'tanaya -- bioluminescence
h	Ha-kel \ h_ - ' kel \ -- home
h	Ha-meil-tal -- biochemistry (study)
h	Ha-tal \ ' h_ - t_l \ -- biology (study)
h	Ha-tehvar -- biological hazard, biohazard
h	Ha-tor \ h_ - ' tor \ -- live (v.)
h	Ha-vel-ahkhan -- biological warfare
h	Ha-wak-vel -- biological clock
h	Haf -- gap
h	Hafa'el \ h_ - ' f_ - el \ (anc.) -- hostel(ry), inn
h	Hafan-tor -- stay (v., spending time/being a guest)
h	Hafau -- remain (behind), stay (behind)
h	Hag-, Hagik -- easy, facile
h	Hahf -- adversary, foe
h	Haifan \ ha_ - ' f_n \ -- banner, flag, pennant
h	Haishau \ ha_ - ' a_ \ -- demand (v.)
h	Hakau -- heal (v.)
h	Hakausu -- healer
h	Hakur-, Hakurik -- vivid
h	Hal (anc.) -- car, cart
h	Hal-masu -- gasoline, petrol, liquid fuel
h	Hal-sov-mishek -- carburetor
h	Hal-tor -- go, proceed
h	Halan \ ' h_l - _n \ -- trip, trek, voyage
h	Halek \ ' h_l - ek \ -- wheel
h	Hali \ ' h_l - i \ -- conveyance, craft, ship, vehicle
h	Halitra -- fleet
h	Halitra-lan -- admiral
h	Halovau -- journey, travel (v.)
h	Halovaya -- journey, travel (n.)
h	°Halovaya t'Falor° -- Falor's Journey (a tale of enlightenment with 348 verses)
h	Han -- nose
h	Haniwah \ h_n - ' i - w_' , - w_ , - w_ \ (NGS) -- Vulcan seed-plant
h	Hanuvau -- flicker (v.)
h	"Haran \ ' h_ - r_n \ (anc.) -- legendary ""fire beast"""
h	Has -- disease
h	Has-bosh -- sick
h	Has-dvinsu -- orderly (n., med.)
h	Has-golsu, Has-gol'nevsu -- nurse (n., med.)
h	Has-mar -- sickness
h	Has-mashek -- amp(o)ule (containing medicine)
h	Has-tal -- medicine (the medical field)
h	Hasam \ h_s - ' _m \ -- toxin
h	Hasau -- sicken, become ill
h	Haseret -- medicine (medication)
h	Hash-hassu -- flight surgeon
h	Hash-hutau -- buffet (aero.)
h	Hash-hutaya -- buffeting (aero.)
h	Hash-mishek -- flight engineer
h	Hash-tal -- aeronautics
h	Hash-tash -- flight control
h	Hash-tor -- fly (v.)
h	Hash-vulu -- angle of attack (aero.)
h	Hash-yut -- flight path
h	Hashan-mathra -- flying saucer
h	Hashsu -- aviator, flier, pilot
h	Hashsu-shal -- cockpit (aero.)
h	Hassu \ ' h_s - su , ' h_s - u \ -- healer, doctor, physician
h	Hasu \ ' h_ - su \ -- a living person/being
h	Hasuk \ h_s - ' uk \ -- medical (adj.)
h	Hau -- add (v.)
h	Hau-vel -- addend
h	Haul-kur -- silver (color)
h	Haul-tor -- reflect
h	Haul-tukh -- silver (metal)
h	Haulan \ ' ha_l - _n \ -- reflection
h	Haulat \ ha_l - ' _t \ -- mirror
h	Haulek \ ' ha_l - ek \ -- reflector
h	Haurok -- a Vulcan bird
h	Haya -- addition
h	Hayaik -- additional
h	Hayal|-| \ h_ - ' j_l \ -- calm, placid
h	Hayalit -- a small Vulcan burrowing animal
h	Hayatau -- augment (v.)
h	Hayataya \ h_ - j_ - ' t_ - j_ \ -- augmentation
h	Heh \ he, h_ \ -- and (after a consonant sound)
h	Herbosh \ her - ' bo \ -- empty
h	Herik -- suitable
h	Herish-tor -- blend (v.)
h	Herishek -- blender (device)
h	Hertak \ ' her - t_k \ -- baffle (n.)
h	Hertak-math -- baffle plate
h	Hesha \ he - ' _ \ -- fold (v.)
h	Hi -- but
h	Hif-bi -- to me (superior)
h	Hiktra -- font (type)
h	Hil-tor -- dig (v.)
h	Hilek \ ' hil - ek \ -- digger, shovel, spade
h	Hinek \ hi - ' nek \ -- bone
h	Hinek-masu -- (bone) marrow
h	Hinek-tukh -- calcium
h	Hinekau \ hi - nek - ' a_ \ -- calcify, ossify
h	Hirat (anc.) -- grape-like Vulcan plant
h	His-tor -- strain (v.)
h	Hish-pla-kur -- cyan (color)
h	Hish-tor -- print, press (down on)
h	Hishek \ ' hi - ek \ -- press (n.)
h	Hishel \ hi - ' el \ -- stress (n.)
h	Hishsu \ ' hi - su \ -- printer (person)
h	Hitra -- media
h	Hiya'es \ hi - ' j_ - es \ -- expertise
h	Hiyasu -- expert (n.)
h	Hiyet \ hi - ' jet \ -- enough
h	Hizhuk -- quiet (adj.)
h	Ho-rah (anc.) -- ritual
h	Hohl-tor -- shave (v.)
h	Hoknau \ hok - ' na_ \ -- accumulate, gather (up)
h	Hoknaya -- accumulation, gathering (up)
h	Hokni'es \ ' hok - ni - es \ -- consciousness
h	Holsh -- myth
h	Holsh-tal -- mythology
h	Holshan-, Holshanik -- mythical
h	Hosh-tukh -- fluorine
h	Hotor-, Hotorik -- formal (adj.)
h	"Hu'a \ ' hu - _ \ (anc.) -- mythological demon seductress; succubus"
h	Hudokal-, Hudokalik -- delighted (adj.)
h	Hudokau -- delight (v.)
h	Hudokaya -- delight (n.)
h	Huhk \ hk , hk \ -- hiccup (n.)
h	Huhsh \ h , h \ -- cough (n.)
h	Huht-, Huhtik -- solid (adj.)
h	Hushau -- gasp (v.)
h	Hutau -- shake, quake (v.)
h	Huun -- oops
i	I, I' -- now
i	If -- which
i	Ifis \ i - ' fis \ -- transport(ation)
i	Ifis-tor \ i - fis - ' tor \ -- transport (v.)
i	"Ifis-ur \ i - ' fis - ur \ -- travel tube, ""subway"""
i	Ifisek \ i - ' fis - ek \ -- transporter
i	Igen \ i - ' gen \ -- sky
i	Igen-tukh -- atmosphere
i	Igen-va -- weather
i	Igen-wesh -- lightning (obs.)
i	Ihat-, Ihatik -- extant
i	Ihn'es -- density
i	Ihn-, Ihnik -- dense
i	"Ihk-banut (anc.) -- ""the subject of discussion"", ""the one who is being spoken of"""
i	Ihsek \ _s - ' ek \ -- fog (n.)
i	Ihsek-pasht -- fogbound
i	Ihsek-vikayek -- foghorn
i	Ihsekweik \ _s - ' ek - we_k \ -- foggy
i	Ihv-mofek -- pry bar
i	Ihv-tor -- pry (v.)
i	Ihv-vel -- crowbar
i	Ikap-, Ikapik -- closed (adj.)
i	Ikap-raf-kuvik -- closed circuit (adj.)
i	Ikap-shal-pthak -- claustrophobia
i	Ikap-tor -- close, shut (v.)
i	"Ikapirak -- meditation: ""closed posture"""
i	Iksevau \ ik - se - ' va_ \ -- annoy
i	Iksevaunik -- annoyed (adj.)
i	Ikun \ i - ' kun \ -- cone (shape)
i	Il -- or, nor
i	Il-eh \ il - ' e , - ' _ \ -- and/or
i	Im-tukh -- argon
i	In-du-ka (NGS) -- small, red-leafed tree found near water
i	Inam-, Inamik -- existent (adj.)
i	Ip-sut (anc.) -- conceal, hide
i	Ir -- distance
i	Ir-zehl-kes -- azimuth
i	Irak|-| \ i - ' r_k \ -- far, distant
i	Is -- use (n.)
i	Is-bosh -- useful
i	Is-fam-, Is-famik \ ' is - f_m \ -- useless
i	Is-lof \ is - ' lof \ -- function (n.)
i	Is-tor -- use (v.)
i	Isachya \ i - ' s_t - j_ \ -- hair
i	Isan \ ' is - _n \ -- usage
i	Ish-veh -- that one
i	Isha \ ' i - _ \ -- also, too
i	Iskan \ is - ' k_n \ -- economy
i	Iskan-tal -- economics (study)
i	Iskan-talsu -- economist
i	Istau -- wish (v.)
i	Istaya -- wish (n.)
i	Isu-keh -- a type of Vulcan bush
i	It -- tact
i	It-bosh \ ' it - bo \ -- tactful (adj.)
i	It-fam-, It-famik -- tactless (adj.)
i	Itaren \ i - ' t_ - ren \ -- thank (v.)
i	Iwi|-| \ i - ' wi \ -- immediate(ly)
i	Iyi-, Iyik -- contemporary, modern
i	Iyula \ i - ' ju - l_ \ -- culture
i	Izau -- shift (v.)
i	Izayek \ i - ' z_ - jek \ -- shifter, shift lever
i	Izh -- snow (n.)
i	Izh-ash'el -- showshoe
i	Izh-sahriv -- snowstorm, blizzard
i	Izh-vok -- snow level
i	Izh-wef -- snowflake
i	Izh-zahzek -- snow plow
i	Izhau -- snow (v.)
i	Izhyan-, Izhyanik -- snowy (adj.)
k	K'ashiv \  - '  \ -- often
k	K'avon (TGV) \  - '  \ -- hungry
k	K'ha \  - '  \ -- alive
k	K'ha-solektau-pthak -- taphephobia
k	K'hu'kru \  - '  -  \ -- babble, hubbub
k	K'kan \  - '  \ -- pregnant
k	"K'kari \  - '  -  \ (NGS) -- ""k'karee"", a mottled, blue-grey poisonous snake"
k	K'kla-min -- in fact, in all actuality
k	K'kvai \  - '  \ -- through (TGV rare, MGV obs.)
k	K'kvai'ei \  -  - '  \ -- through which (TGV)
k	K'kvayei \  -  - '  \ -- through which (MGV)
k	K'mag (TGV) \  - '  \ -- thirsty
k	K'oh-nar (anc.) -- fear of being completely exposed in a vulnerable situation
k	K'puu \  - '  \ -- at least
k	K'shatri \  - '  -  \ (anc.) -- foreign
k	K'torr \  - ' R \ (anc.) -- completely lacking something
k	K'wuhli \  - '  -  , - '  - \ -- apart, separate (from)
k	K'zung (TGV) -- tired, fatigued
k	Ka -- same, equally (adv.)
k	Ka'a \  - '  \ -- as, like, similar to, akin to
k	"Ka'athaira -- ""ka'athyra"", a Vulcan musical instrument"
k	Ka'es -- equality
k	Ka'yed \  - '  \ (anc.) -- axiom
k	Ka-, Kaik -- same, equal (adj.)
k	Ka-gad -- equinox
k	Ka-ir-, Ka-irik -- equidistant (adj.)
k	"Ka-ni-fur (NGS) -- ""ka-nifur"", first ritual of maturity"
k	Ka-reh-vla -- equilateral triangle
k	Ka-shal-salehm -- equal-area projection
k	"Ka-ta-pak (NGS) -- ""The Inner Chorus"", understanding of one's emotions as manifestations of the gods"
k	Ka-tala'es -- equivalence
k	Ka-tala-, Ka-talupik -- equivalent (adj.)
k	Kad -- bump (n.)
k	Kafeh -- slave, bonded servant
k	Kafunik -- random
k	Kahai -- flash (v.)
k	Kahai-sfek -- flash point
k	Kahat \  - '  \ -- flash (n.)
k	Kahatek -- flasher (device)
k	Kahkrus \ ' ' -  , '  - \ -- district
k	Kahkwa \ ' - '  ,  - \ (mostly obs.) -- alike, similar
k	Kahla \ ' ' -  , '  - \ -- inertia
k	Kahm -- flesh, meat
k	Kahm-yokulsu, Kahm-yokulfa -- carnivore, meat-eater
